"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,162,"QN",0.4895,0.00406917599186165,983,0.971286334745763,0.0135593220338983,0.758
"1:1",1000,1000,162,"Angel",0.4895,0.00406917599186165,983,0.971314706920904,0.0134887005649718,0.758
"1:1",1000,1000,162,"TDM",0.379,0,758,0.974855826271186,0.00508474576271186,0.6855
"1:1",1000,1000,162,"MMR",0.6525,0.0158371040723982,1326,0.935689759887006,0.0290254237288136,0.805
"1:1",1000,1000,162,"ComBat",0.783,0.0218613366645846,1601,0.978857009180791,0.0324858757062147,0.889
"1:1",1000,1000,162,"ComBat_seq",0.6845,0.00940665701881331,1382,0.942855720338983,0.0196327683615819,0.8085
"1:1",1000,1000,162,"RNABC",0.8405,0.0221058755090169,1719,0.982081461864407,0.0385593220338983,0.929
"1:1",1000,1000,162,"limma",0.84,0.036697247706422,1744,0.980936281779661,0.0458333333333333,0.9275
"1:1",1000,1000,162,"MNN",0.6975,0.495670995670996,2772,0.869764371468927,0.222245762711864,0.7965
"2:1",1333,667,162,"QN",0.521,0.0261437908496732,1071,0.96261792019774,0.0286016949152542,0.7715
"2:1",1333,667,162,"Angel",0.5215,0.0252336448598131,1070,0.962832379943503,0.0282485875706215,0.772
"2:1",1333,667,162,"TDM",0.4285,0,857,0.980077259887006,0.00522598870056497,0.7265
"2:1",1333,667,162,"MMR",0.6805,0.0151953690303907,1382,0.94315822740113,0.0296610169491525,0.8275
"2:1",1333,667,162,"ComBat",0.8075,0.0471976401179941,1695,0.978377577683616,0.052683615819209,0.909
"2:1",1333,667,162,"ComBat_seq",0.7515,0.00922874093605801,1517,0.961250918079096,0.0182909604519774,0.8565
"2:1",1333,667,162,"RNABC",0.8625,0.0573770491803279,1830,0.980333333333333,0.0634180790960452,0.936
"2:1",1333,667,162,"limma",0.844,0.0532809871003926,1783,0.97945331920904,0.063771186440678,0.933
"2:1",1333,667,162,"MNN",0.7355,0.021290751829674,1503,0.974125600282486,0.040819209039548,0.8925
"3:1",1500,500,162,"QN",0.5305,0.0813148788927336,1156,0.943138947740113,0.0584745762711864,0.7725
"3:1",1500,500,162,"Angel",0.531,0.0813148788927336,1156,0.943079007768362,0.058545197740113,0.773
"3:1",1500,500,162,"TDM",0.458,0,916,0.981386793785311,0.00515536723163842,0.7425
"3:1",1500,500,162,"MMR",0.69,0.0163817663817664,1404,0.947846839689266,0.0298022598870057,0.8315
"3:1",1500,500,162,"ComBat",0.816,0.0764006791171477,1767,0.975792072740113,0.0656779661016949,0.9105
"3:1",1500,500,162,"ComBat_seq",0.7845,0.00946969696969697,1584,0.969830031779661,0.0182203389830508,0.8815
"3:1",1500,500,162,"RNABC",0.864,0.148348940364712,2029,0.973473234463277,0.113418079096045,0.937
"3:1",1500,500,162,"limma",0.838,0.0876428960261296,1837,0.976338824152542,0.0774717514124294,0.9275
"3:1",1500,500,162,"MNN",0.7255,0.0680796403339756,1557,0.962663064971751,0.0655367231638418,0.8765
"4:1",1600,400,162,"QN",0.527,0.128099173553719,1210,0.930339971751412,0.0792372881355932,0.7685
"4:1",1600,400,162,"Angel",0.527,0.127483443708609,1208,0.930366525423729,0.0791666666666667,0.769
"4:1",1600,400,162,"TDM",0.484,0,968,0.981254678672316,0.0048728813559322,0.76
"4:1",1600,400,162,"MMR",0.7175,0.0164383561643836,1460,0.949289865819209,0.0299435028248588,0.8435
"4:1",1600,400,162,"ComBat",0.8245,0.10913019989195,1851,0.973731038135593,0.0760593220338983,0.9165
"4:1",1600,400,162,"ComBat_seq",0.803,0.00925354719309068,1621,0.973910822740113,0.0181497175141243,0.895
"4:1",1600,400,162,"RNABC",0.867,0.230017761989343,2252,0.968369685734463,0.143997175141243,0.937
"4:1",1600,400,162,"limma",0.844,0.121290994273816,1921,0.972842743644068,0.0866525423728813,0.9285
"4:1",1600,400,162,"MNN",0.7025,0.0964630225080386,1555,0.951806956214689,0.0766949152542373,0.8665
"9:1",1800,200,162,"QN",0.5305,0.269283746556474,1452,0.898333757062147,0.131991525423729,0.747
"9:1",1800,200,162,"Angel",0.53,0.267449896337249,1447,0.898719526836158,0.131073446327684,0.747
"9:1",1800,200,162,"TDM",0.5065,0,1013,0.981733757062147,0.00501412429378531,0.78
"9:1",1800,200,162,"MMR",0.7365,0.0160320641282565,1497,0.950455331920904,0.0298728813559322,0.854
"9:1",1800,200,162,"ComBat",0.825,0.176646706586826,2004,0.965939442090396,0.0980225988700565,0.908
"9:1",1800,200,162,"ComBat_seq",0.831,0.0101250744490768,1679,0.977683651129943,0.0185734463276836,0.911
"9:1",1800,200,162,"RNABC",0.873,0.403484796720191,2927,0.956475600282486,0.20183615819209,0.928
"9:1",1800,200,162,"limma",0.836,0.184390243902439,2050,0.963426747881356,0.109957627118644,0.9135
"9:1",1800,200,162,"MNN",0.6665,0.192121212121212,1650,0.931487994350283,0.109816384180791,0.84
"1:0",2000,0,162,"QN",0.542,0.542965459140691,2374,0.845127365819209,0.231426553672316,0.72
"1:0",2000,0,162,"Angel",0.5425,0.535729567821994,2337,0.846233986581921,0.228389830508475,0.7205
"1:0",2000,0,162,"TDM",0.5445,0,1089,0.981479502118644,0.00522598870056497,0.803
"1:0",2000,0,162,"MMR",0.755,0.0162866449511401,1535,0.952946786723164,0.0300141242937853,0.8625
"1:0",2000,0,162,"ComBat",0.827,0.271686481726112,2271,0.955113894774011,0.134322033898305,0.907
"1:0",2000,0,162,"ComBat_seq",0.8595,0.00865051903114187,1734,0.987483968926554,0.0190677966101695,0.935
"1:0",2000,0,162,"RNABC",0.8815,0.599318181818182,4400,0.933007680084746,0.287782485875706,0.924
"1:0",2000,0,162,"limma",0.8195,0.29016890428757,2309,0.949245180084746,0.146539548022599,0.905
"1:0",2000,0,162,"MNN",0.606,0.282840236686391,1690,0.899462747175141,0.132132768361582,0.785
