"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,124,"QN",0.498,0.004,1000,0.977060487288136,0.00932203389830509,0.759
"1:1",1000,1000,124,"Angel",0.4985,0.003996003996004,1001,0.97752053319209,0.00889830508474576,0.7605
"1:1",1000,1000,124,"TDM",0.374,0,748,0.983896221751412,0.00247175141242938,0.7085
"1:1",1000,1000,124,"MMR",0.6685,0.00372300819061802,1343,0.958266331214689,0.0162429378531073,0.8195
"1:1",1000,1000,124,"ComBat",0.783,0.00445009535918627,1573,0.985833757062147,0.0165960451977401,0.8825
"1:1",1000,1000,124,"ComBat_seq",0.715,0.000698812019566737,1431,0.956421451271186,0.00840395480225989,0.816
"1:1",1000,1000,124,"RNABC",0.8385,0.00651658767772512,1688,0.986913541666667,0.0223870056497175,0.932
"1:1",1000,1000,124,"limma",0.846,0.00878734622144113,1707,0.988296769067797,0.0206214689265537,0.9345
"1:1",1000,1000,124,"MNN",0.705,0.271553949406298,1937,0.913181956214689,0.152895480225989,0.835
"2:1",1333,667,124,"QN",0.5385,0.00370027752081406,1081,0.974497810734463,0.0117231638418079,0.7725
"2:1",1333,667,124,"Angel",0.5385,0.00370027752081406,1081,0.974433209745763,0.0117937853107345,0.773
"2:1",1333,667,124,"TDM",0.417,0,834,0.984021927966102,0.00247175141242938,0.7275
"2:1",1333,667,124,"MMR",0.6735,0.00369822485207101,1352,0.957933050847458,0.0162429378531073,0.826
"2:1",1333,667,124,"ComBat",0.8015,0.0213675213675214,1638,0.983842690677966,0.0299435028248588,0.9015
"2:1",1333,667,124,"ComBat_seq",0.749,0.00133333333333333,1500,0.968073075564972,0.00790960451977401,0.85
"2:1",1333,667,124,"RNABC",0.8505,0.0133410672853828,1724,0.987786687853107,0.0281779661016949,0.9395
"2:1",1333,667,124,"limma",0.839,0.0210035005834306,1714,0.985896822033898,0.0330508474576271,0.933
"2:1",1333,667,124,"MNN",0.4625,0.216765453005927,1181,0.887717055084746,0.0915254237288136,0.698
"3:1",1500,500,124,"QN",0.537,0.0227479526842584,1099,0.954722916666667,0.0336864406779661,0.7635
"3:1",1500,500,124,"Angel",0.537,0.0227479526842584,1099,0.954715483757062,0.0336864406779661,0.764
"3:1",1500,500,124,"TDM",0.4385,0,877,0.983424399717514,0.00247175141242938,0.717
"3:1",1500,500,124,"MMR",0.682,0.00364963503649635,1370,0.955403036723164,0.0162429378531073,0.8145
"3:1",1500,500,124,"ComBat",0.802,0.0452380952380952,1680,0.978797086864407,0.0459745762711864,0.902
"3:1",1500,500,124,"ComBat_seq",0.763,0.00130890052356021,1528,0.972982838983051,0.0077683615819209,0.864
"3:1",1500,500,124,"RNABC",0.852,0.0564784053156146,1806,0.980759975282486,0.0640536723163842,0.9365
"3:1",1500,500,124,"limma",0.83,0.0426758938869665,1734,0.980385045903955,0.0491525423728814,0.9235
"3:1",1500,500,124,"MNN",0.539,0.37881404720783,1737,0.856556391242938,0.146398305084746,0.7225
"4:1",1600,400,124,"QN",0.533,0.0607929515418502,1135,0.937563594632768,0.0594632768361582,0.7585
"4:1",1600,400,124,"Angel",0.533,0.0624450307827617,1137,0.937362994350282,0.0600282485875706,0.7585
"4:1",1600,400,124,"TDM",0.4435,0,887,0.98343188559322,0.00247175141242938,0.732
"4:1",1600,400,124,"MMR",0.682,0.00364963503649635,1370,0.952627877824859,0.0161016949152542,0.813
"4:1",1600,400,124,"ComBat",0.809,0.0658198614318707,1732,0.976359021892655,0.0577683615819209,0.9055
"4:1",1600,400,124,"ComBat_seq",0.779,0.00128205128205128,1560,0.976743485169491,0.00812146892655367,0.874
"4:1",1600,400,124,"RNABC",0.8525,0.13143148242486,1963,0.975091119350282,0.105225988700565,0.934
"4:1",1600,400,124,"limma",0.8255,0.0645892351274788,1765,0.977305967514124,0.061864406779661,0.92
"4:1",1600,400,124,"MNN",0.531,0.462392730943968,1981,0.816096115819209,0.194138418079096,0.689
"9:1",1800,200,124,"QN",0.5235,0.18075117370892,1278,0.902968290960452,0.11475988700565,0.7375
"9:1",1800,200,124,"Angel",0.5235,0.17817896389325,1274,0.903265607344633,0.113983050847458,0.7375
"9:1",1800,200,124,"TDM",0.46,0,920,0.981943502824859,0.00261299435028249,0.742
"9:1",1800,200,124,"MMR",0.689,0.00361532899493854,1383,0.952161016949153,0.0159604519774011,0.8195
"9:1",1800,200,124,"ComBat",0.8005,0.134126554894538,1849,0.967683915960452,0.0863700564971751,0.8945
"9:1",1800,200,124,"ComBat_seq",0.7925,0.00126023944549464,1587,0.978291790254237,0.00833333333333333,0.884
"9:1",1800,200,124,"RNABC",0.86,0.308125502815768,2486,0.96272927259887,0.176977401129944,0.9315
"9:1",1800,200,124,"limma",0.8045,0.118356164383562,1825,0.96723801200565,0.0889830508474576,0.905
"9:1",1800,200,124,"MNN",0.6385,0.475194751947519,2439,0.850246645480226,0.210946327683616,0.76
"1:0",2000,0,124,"QN",0.523,0.461934156378601,1944,0.85217614759887,0.217443502824859,0.715
"1:0",2000,0,124,"Angel",0.523,0.46165723108595,1943,0.852187076271186,0.217443502824859,0.715
"1:0",2000,0,124,"TDM",0.4885,0,977,0.98288686440678,0.00261299435028249,0.749
"1:0",2000,0,124,"MMR",0.688,0.00361794500723589,1382,0.953855879237288,0.0161016949152542,0.8205
"1:0",2000,0,124,"ComBat",0.805,0.250116441546344,2147,0.959194014830508,0.12295197740113,0.8965
"1:0",2000,0,124,"ComBat_seq",0.8145,0.00122624156958921,1631,0.987371786723164,0.00875706214689266,0.9145
"1:0",2000,0,124,"RNABC",0.8695,0.577912621359223,4120,0.942283474576271,0.277118644067797,0.929
"1:0",2000,0,124,"limma",0.794,0.239463601532567,2088,0.955717831920904,0.126483050847458,0.895
"1:0",2000,0,124,"MNN",0.634,0.168524590163934,1525,0.91321186440678,0.0946327683615819,0.795
