"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,198,"QN",0.494,0.0389105058365759,1028,0.956464318502825,0.0317796610169492,0.7505
"1:1",1000,1000,198,"Angel",0.494,0.0379746835443038,1027,0.956520833333333,0.031638418079096,0.7505
"1:1",1000,1000,198,"TDM",0.3835,0.00260078023407022,769,0.97503884180791,0.00946327683615819,0.693
"1:1",1000,1000,198,"MMR",0.649,0.0327624720774386,1343,0.933498940677966,0.0439971751412429,0.7975
"1:1",1000,1000,198,"ComBat",0.7945,0.0564133016627078,1684,0.977586281779661,0.0549435028248588,0.8955
"1:1",1000,1000,198,"ComBat_seq",0.699,0.0168776371308017,1422,0.947684392655367,0.0291666666666667,0.8215
"1:1",1000,1000,198,"RNABC",0.8435,0.0806539509536785,1835,0.978933386299435,0.0707627118644068,0.937
"1:1",1000,1000,198,"limma",0.862,0.0785676109032603,1871,0.981194120762712,0.0689971751412429,0.944
"1:1",1000,1000,198,"MNN",0.691,0.0455801104972376,1448,0.963766843220339,0.0502824858757062,0.8785
"2:1",1333,667,198,"QN",0.533,0.0247026532479414,1093,0.964062747175141,0.0268361581920904,0.7755
"2:1",1333,667,198,"Angel",0.533,0.0247026532479414,1093,0.964073817090396,0.0268361581920904,0.7755
"2:1",1333,667,198,"TDM",0.411,0.00363636363636364,825,0.973712005649717,0.00911016949152542,0.706
"2:1",1333,667,198,"MMR",0.636,0.0341426403641882,1318,0.925851377118644,0.0437146892655367,0.788
"2:1",1333,667,198,"ComBat",0.822,0.137460650577125,1906,0.973961687853107,0.0853813559322034,0.913
"2:1",1333,667,198,"ComBat_seq",0.727,0.0175675675675676,1480,0.95972302259887,0.030861581920904,0.8525
"2:1",1333,667,198,"RNABC",0.8715,0.108895705521472,1956,0.979937729519774,0.0824152542372881,0.9435
"2:1",1333,667,198,"limma",0.863,0.156402737047898,2046,0.976017514124294,0.098728813559322,0.938
"2:1",1333,667,198,"MNN",0.6485,0.0655619596541787,1388,0.950752436440678,0.061228813559322,0.8465
"3:1",1500,500,198,"QN",0.5425,0.0694682675814751,1166,0.952084480932203,0.0444209039548023,0.78
"3:1",1500,500,198,"Angel",0.543,0.0694087403598972,1167,0.952069968220339,0.0444915254237288,0.78
