"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,161,"QN",0.475,0.0236382322713258,973,0.961665889830508,0.0288841807909605,0.7345
"1:1",1000,1000,161,"Angel",0.475,0.0236382322713258,973,0.961676571327684,0.0288841807909605,0.7345
"1:1",1000,1000,161,"TDM",0.366,0,732,0.98385363700565,0.00324858757062147,0.658
"1:1",1000,1000,161,"MMR",0.6375,0.0116279069767442,1290,0.962138453389831,0.0237994350282486,0.8205
"1:1",1000,1000,161,"ComBat",0.7885,0.0168329177057357,1604,0.987800529661017,0.0233050847457627,0.897
"1:1",1000,1000,161,"ComBat_seq",0.69,0.00504686373467916,1387,0.952040607344633,0.013135593220339,0.8185
"1:1",1000,1000,161,"RNABC",0.8135,0.14727463312369,1908,0.971450935734463,0.103248587570621,0.924
"1:1",1000,1000,161,"limma",0.847,0.032,1750,0.989046927966102,0.0336864406779661,0.943
"1:1",1000,1000,161,"MNN",0.3535,0.0166666666666667,720,0.906301412429379,0.0439265536723164,0.6705
"2:1",1333,667,161,"QN",0.511,0.0163618864292589,1039,0.976403901836158,0.0139124293785311,0.762
"2:1",1333,667,161,"Angel",0.511,0.0154142581888247,1038,0.976407450564972,0.0139124293785311,0.762
"2:1",1333,667,161,"TDM",0.392,0,784,0.982550564971751,0.00317796610169492,0.669
"2:1",1333,667,161,"MMR",0.6255,0.0126282557221784,1267,0.954700529661017,0.0239406779661017,0.796
"2:1",1333,667,161,"ComBat",0.8,0.0526939017169923,1689,0.983131214689265,0.0464689265536723,0.9115
"2:1",1333,667,161,"ComBat_seq",0.709,0.00421348314606742,1424,0.963895038841808,0.0140536723163842,0.8485
"2:1",1333,667,161,"RNABC",0.8455,0.0375640295959021,1757,0.987118926553672,0.0406779661016949,0.943
"2:1",1333,667,161,"limma",0.8425,0.0576062639821029,1788,0.984315413135593,0.0543079096045198,0.939
"2:1",1333,667,161,"MNN",0.397,0.0364077669902913,824,0.914961970338983,0.0538135593220339,0.7035
"3:1",1500,500,161,"QN",0.5125,0.0357478833490122,1063,0.967601818502825,0.0253531073446328,0.7565
"3:1",1500,500,161,"Angel",0.5125,0.0357478833490122,1063,0.967566507768362,0.0255649717514124,0.7565
"3:1",1500,500,161,"TDM",0.4,0,800,0.983330649717514,0.00317796610169492,0.68
"3:1",1500,500,161,"MMR",0.616,0.0128205128205128,1248,0.955155861581921,0.0240819209039548,0.7895
"3:1",1500,500,161,"ComBat",0.805,0.0888511601584607,1767,0.979682574152542,0.0666666666666667,0.921
"3:1",1500,500,161,"ComBat_seq",0.7245,0.00480769230769231,1456,0.97084343220339,0.0146892655367232,0.865
"3:1",1500,500,161,"RNABC",0.854,0.0542635658914729,1806,0.987198887711864,0.046045197740113,0.951
"3:1",1500,500,161,"limma",0.834,0.0885245901639344,1830,0.980718732344633,0.0748587570621469,0.9395
"3:1",1500,500,161,"MNN",0.518,0.1712,1250,0.88872104519774,0.111864406779661,0.75
"4:1",1600,400,161,"QN",0.5105,0.0519962859795729,1077,0.95727334039548,0.0373587570621469,0.7515
"4:1",1600,400,161,"Angel",0.5105,0.0519962859795729,1077,0.957056709039548,0.0378531073446328,0.7515
"4:1",1600,400,161,"TDM",0.4075,0,815,0.983387040960452,0.00324858757062147,0.683
"4:1",1600,400,161,"MMR",0.6115,0.0129136400322841,1239,0.952675211864407,0.0238700564971751,0.7825
"4:1",1600,400,161,"ComBat",0.81,0.11860718171926,1838,0.977144826977401,0.0829802259887006,0.923
"4:1",1600,400,161,"ComBat_seq",0.736,0.00473292765382015,1479,0.974111387711864,0.0151129943502825,0.871
"4:1",1600,400,161,"RNABC",0.8505,0.072013093289689,1833,0.985502048022599,0.0620762711864407,0.9465
"4:1",1600,400,161,"limma",0.828,0.115384615384615,1872,0.977825847457627,0.0890536723163842,0.9355
"4:1",1600,400,161,"MNN",0.5275,0.200757575757576,1320,0.876694032485876,0.124223163841808,0.74
"9:1",1800,200,161,"QN",0.4975,0.119469026548673,1130,0.926448746468926,0.0688559322033898,0.7205
"9:1",1800,200,161,"Angel",0.4975,0.119469026548673,1130,0.926245003531073,0.0695621468926554,0.7205
"9:1",1800,200,161,"TDM",0.417,0,834,0.981997351694915,0.00317796610169492,0.679
"9:1",1800,200,161,"MMR",0.5915,0.0133444537114262,1199,0.948435557909605,0.0240112994350282,0.769
"9:1",1800,200,161,"ComBat",0.801,0.204568023833168,2014,0.967759745762712,0.11864406779661,0.9155
"9:1",1800,200,161,"ComBat_seq",0.734,0.00542005420054201,1476,0.977080543785311,0.0171610169491525,0.878
"9:1",1800,200,161,"RNABC",0.8485,0.130635245901639,1952,0.978059004237288,0.102401129943503,0.944
"9:1",1800,200,161,"limma",0.8145,0.200686947988224,2038,0.967167196327684,0.122598870056497,0.9235
"9:1",1800,200,161,"MNN",0.4485,0.383665065202471,1457,0.807163753531073,0.154802259887006,0.6425
"1:0",2000,0,161,"QN",0.486,0.306209850107066,1401,0.873393714689266,0.151553672316384,0.6885
"1:0",2000,0,161,"Angel",0.486,0.308677098150782,1406,0.873097492937853,0.15204802259887,0.6885
