"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,120,"QN",0.4875,0.00408580183861083,979,0.970190995762712,0.0170197740112994,0.7585
"1:1",1000,1000,120,"Angel",0.4875,0.00408580183861083,979,0.970206726694915,0.0169491525423729,0.7575
"1:1",1000,1000,120,"TDM",0.3885,0.0012853470437018,778,0.979976765536723,0.00755649717514124,0.6995
"1:1",1000,1000,120,"MMR",0.6785,0.0180897250361794,1382,0.952771892655367,0.0326271186440678,0.8245
"1:1",1000,1000,120,"ComBat",0.792,0.015527950310559,1610,0.982049947033898,0.036228813559322,0.88
"1:1",1000,1000,120,"ComBat_seq",0.7225,0.0109514031485284,1461,0.94978405720339,0.0223870056497175,0.821
"1:1",1000,1000,120,"RNABC",0.8315,0.0165582495564755,1691,0.982986087570621,0.0422316384180791,0.9265
"1:1",1000,1000,120,"limma",0.8645,0.0164866401364412,1759,0.986662888418079,0.036228813559322,0.938
"1:1",1000,1000,120,"MNN",0.6525,0.131648936170213,1504,0.94274343220339,0.0810028248587571,0.8385
"2:1",1333,667,120,"QN",0.524,0.00945179584120983,1058,0.974556991525424,0.0195621468926554,0.7785
"2:1",1333,667,120,"Angel",0.524,0.00945179584120983,1058,0.974522987288136,0.0195621468926554,0.7785
"2:1",1333,667,120,"TDM",0.434,0.00115074798619102,869,0.982355967514124,0.00769774011299435,0.7215
"2:1",1333,667,120,"MMR",0.702,0.0188679245283019,1431,0.958498516949153,0.0324152542372881,0.8375
"2:1",1333,667,120,"ComBat",0.814,0.056231884057971,1725,0.981945780367232,0.0530367231638418,0.913
"2:1",1333,667,120,"ComBat_seq",0.7755,0.011472275334608,1569,0.965361299435028,0.0221045197740113,0.869
"2:1",1333,667,120,"RNABC",0.8645,0.0405105438401776,1802,0.986081779661017,0.0467514124293785,0.9445
"2:1",1333,667,120,"limma",0.8605,0.049171270718232,1810,0.985640907485876,0.0501412429378531,0.9415
"2:1",1333,667,120,"MNN",0.5005,0.380716934487021,1618,0.841809216101695,0.149929378531073,0.69
"3:1",1500,500,120,"QN",0.5365,0.0280797101449275,1104,0.962573481638418,0.0345338983050847,0.78
"3:1",1500,500,120,"Angel",0.5365,0.0280797101449275,1104,0.962593732344633,0.0342514124293785,0.7795
"3:1",1500,500,120,"TDM",0.456,0.00109529025191676,913,0.983681709039548,0.00748587570621469,0.745
"3:1",1500,500,120,"MMR",0.709,0.0193637621023513,1446,0.957808615819209,0.0326271186440678,0.844
"3:1",1500,500,120,"ComBat",0.8245,0.0964383561643836,1825,0.978497775423729,0.0689971751412429,0.919
"3:1",1500,500,120,"ComBat_seq",0.7925,0.0118453865336658,1604,0.971774223163842,0.022316384180791,0.889
"3:1",1500,500,120,"RNABC",0.8675,0.0702036441586281,1866,0.981478990112994,0.0721045197740113,0.9425
"3:1",1500,500,120,"limma",0.856,0.0869333333333333,1875,0.981469050141243,0.0668785310734463,0.9365
"3:1",1500,500,120,"MNN",0.461,0.383433533734135,1497,0.835204096045198,0.146186440677966,0.6785
"4:1",1600,400,120,"QN",0.5325,0.0465532676812892,1117,0.948244032485876,0.0533898305084746,0.775
"4:1",1600,400,120,"Angel",0.5325,0.0465532676812892,1117,0.94819865819209,0.0534604519774011,0.7745
"4:1",1600,400,120,"TDM",0.466,0.00107181136120043,933,0.983972457627119,0.00790960451977401,0.7615
"4:1",1600,400,120,"MMR",0.7235,0.0196476964769648,1476,0.962640536723164,0.0325564971751412,0.856
"4:1",1600,400,120,"ComBat",0.8275,0.13077731092437,1904,0.975796151129944,0.0824858757062147,0.9175
"4:1",1600,400,120,"ComBat_seq",0.8075,0.0116279069767442,1634,0.974631709039548,0.0223870056497175,0.8965
"4:1",1600,400,120,"RNABC",0.87,0.110429447852761,1956,0.976712076271186,0.10388418079096,0.9405
"4:1",1600,400,120,"limma",0.8505,0.118652849740933,1930,0.978029219632768,0.0802966101694915,0.9335
"4:1",1600,400,120,"MNN",0.6375,0.651902173913044,3680,0.794027012711864,0.283050847457627,0.731
"9:1",1800,200,120,"QN",0.5245,0.154032258064516,1240,0.913107944915254,0.107909604519774,0.758
"9:1",1800,200,120,"Angel",0.5245,0.154032258064516,1240,0.913108298022599,0.107909604519774,0.758
"9:1",1800,200,120,"TDM",0.4805,0.00207684319833853,963,0.983088241525424,0.0076271186440678,0.7735
"9:1",1800,200,120,"MMR",0.741,0.0211360634081902,1514,0.961370798022599,0.032274011299435,0.8605
"9:1",1800,200,120,"ComBat",0.8285,0.213573801613669,2107,0.967614000706215,0.114124293785311,0.916
"9:1",1800,200,120,"ComBat_seq",0.8355,0.0112426035502959,1690,0.977612464689266,0.0230932203389831,0.9095
"9:1",1800,200,120,"RNABC",0.868,0.270894582108358,2381,0.963874611581921,0.188771186440678,0.936
"9:1",1800,200,120,"limma",0.843,0.19790675547098,2102,0.968719491525424,0.111793785310734,0.9245
"9:1",1800,200,120,"MNN",0.5215,0.558512885509083,2367,0.804114918785311,0.196610169491525,0.6765
"1:0",2000,0,120,"QN",0.531,0.386481802426343,1731,0.864132944915254,0.20388418079096,0.7305
"1:0",2000,0,120,"Angel",0.531,0.387543252595156,1734,0.86405459039548,0.204166666666667,0.7305
"1:0",2000,0,120,"TDM",0.5145,0.00193986420950533,1031,0.983240501412429,0.0076271186440678,0.787
"1:0",2000,0,120,"MMR",0.7565,0.0213454075032342,1546,0.963340854519774,0.032274011299435,0.8675
"1:0",2000,0,120,"ComBat",0.837,0.327170418006431,2488,0.95813730579096,0.152966101694915,0.9135
"1:0",2000,0,120,"ComBat_seq",0.857,0.0121037463976945,1735,0.987506497175141,0.0236581920903955,0.934
"1:0",2000,0,120,"RNABC",0.884,0.553083923154702,3956,0.945434074858757,0.292019774011299,0.9295
"1:0",2000,0,120,"limma",0.83,0.308909242298085,2402,0.956154449152542,0.152895480225989,0.91
"1:0",2000,0,120,"MNN",0.705,0.684527796383121,4479,0.807880773305085,0.325918079096045,0.771
