"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,165,"QN",0.471,0.0397553516819572,981,0.953855826271186,0.0395480225988701,0.741
"1:1",1000,1000,165,"Angel",0.471,0.0407331975560081,982,0.953866525423729,0.0395480225988701,0.741
"1:1",1000,1000,165,"TDM",0.364,0.00137174211248285,729,0.985225706214689,0.00550847457627119,0.706
"1:1",1000,1000,165,"MMR",0.692,0.00431654676258993,1390,0.960209675141243,0.0218926553672316,0.8225
"1:1",1000,1000,165,"ComBat",0.792,0.0130841121495327,1605,0.988127471751412,0.0230932203389831,0.901
"1:1",1000,1000,165,"ComBat_seq",0.7015,0.000712250712250712,1404,0.95896511299435,0.0141949152542373,0.826
"1:1",1000,1000,165,"RNABC",0.8245,0.0797991071428571,1792,0.98132761299435,0.0718220338983051,0.9365
"1:1",1000,1000,165,"limma",0.8585,0.0199771689497717,1752,0.989976394774011,0.0319915254237288,0.9465
"1:1",1000,1000,165,"MNN",0.6655,0.0256222547584187,1366,0.97054343220339,0.0389830508474576,0.874
"2:1",1333,667,165,"QN",0.522,0.00381679389312977,1048,0.975950582627119,0.0137005649717514,0.759
"2:1",1333,667,165,"Angel",0.522,0.00381679389312977,1048,0.975952030367232,0.0137005649717514,0.759
"2:1",1333,667,165,"TDM",0.4025,0,805,0.983564583333333,0.00529661016949153,0.7005
"2:1",1333,667,165,"MMR",0.6745,0.0044280442804428,1355,0.953138064971751,0.0219632768361582,0.806
"2:1",1333,667,165,"ComBat",0.8075,0.0335128665469779,1671,0.983360752118644,0.0424435028248588,0.9065
"2:1",1333,667,165,"ComBat_seq",0.7315,0.00204638472032742,1466,0.967854166666667,0.0144067796610169,0.849
"2:1",1333,667,165,"RNABC",0.864,0.0142612664004564,1753,0.990278036723164,0.0284604519774011,0.947
"2:1",1333,667,165,"limma",0.8465,0.0325714285714286,1750,0.984662376412429,0.048728813559322,0.933
"2:1",1333,667,165,"MNN",0.5355,0.153359683794466,1265,0.905529096045198,0.0944209039548023,0.7625
"3:1",1500,500,165,"QN",0.525,0.0168381665107577,1069,0.969155278954802,0.0189265536723164,0.766
