"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,139,"QN",0.4705,0.00528541226215645,946,0.975505720338983,0.0134180790960452,0.749
"1:1",1000,1000,139,"Angel",0.4705,0.00528541226215645,946,0.97550490819209,0.0134180790960452,0.749
"1:1",1000,1000,139,"TDM",0.366,0.00272479564032698,734,0.985530967514124,0.00529661016949153,0.6775
"1:1",1000,1000,139,"MMR",0.6595,0.0134529147982063,1338,0.957995762711864,0.0260593220338983,0.812
"1:1",1000,1000,139,"ComBat",0.777,0.0207939508506616,1587,0.985926641949153,0.0271892655367232,0.894
"1:1",1000,1000,139,"ComBat_seq",0.6975,0.00711743772241993,1405,0.957148040254237,0.0114406779661017,0.8225
"1:1",1000,1000,139,"RNABC",0.829,0.0281359906213365,1706,0.986602348163842,0.0361581920903955,0.9355
"1:1",1000,1000,139,"limma",0.85,0.0252293577981651,1744,0.988713700564972,0.0336158192090395,0.9435
"1:1",1000,1000,139,"MNN",0.629,0.0171875,1280,0.959702718926554,0.0423022598870057,0.8405
"2:1",1333,667,139,"QN",0.5215,0.0169651272384543,1061,0.973586458333333,0.0207627118644068,0.7605
"2:1",1333,667,139,"Angel",0.5215,0.0169651272384543,1061,0.973590854519774,0.0207627118644068,0.7605
"2:1",1333,667,139,"TDM",0.4055,0.002460024600246,813,0.986449223163842,0.00529661016949153,0.696
"2:1",1333,667,139,"MMR",0.646,0.0129770992366412,1310,0.95704343220339,0.0259180790960452,0.807
"2:1",1333,667,139,"ComBat",0.8055,0.0757314974182444,1743,0.982178531073446,0.0557909604519774,0.9145
"2:1",1333,667,139,"ComBat_seq",0.728,0.00749829584185412,1467,0.969048004943503,0.0116525423728814,0.862
"2:1",1333,667,139,"RNABC",0.856,0.0557087699944843,1813,0.987273411016949,0.0499293785310734,0.952
"2:1",1333,667,139,"limma",0.8475,0.0697036223929748,1822,0.98587582980226,0.0576271186440678,0.948
