"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,112,"QN",0.493,0.0179282868525896,1004,0.969919879943503,0.0190677966101695,0.764
"1:1",1000,1000,112,"Angel",0.493,0.0179282868525896,1004,0.969922016242938,0.019138418079096,0.764
"1:1",1000,1000,112,"TDM",0.3915,0.00127551020408163,784,0.979680331920904,0.0076271186440678,0.724
"1:1",1000,1000,112,"MMR",0.686,0.0364912280701754,1425,0.964975918079096,0.0315677966101695,0.846
"1:1",1000,1000,112,"ComBat",0.793,0.0281862745098039,1632,0.980826906779661,0.0413135593220339,0.9015
"1:1",1000,1000,112,"ComBat_seq",0.7115,0.00767085076708508,1434,0.957287252824859,0.0178672316384181,0.8335
"1:1",1000,1000,112,"RNABC",0.862,0.0265386787125918,1771,0.985615007062147,0.0420197740112994,0.9475
"1:1",1000,1000,112,"limma",0.859,0.0444938820912125,1798,0.983953142655367,0.0530367231638418,0.9505
"1:1",1000,1000,112,"MNN",0.6155,0.405118300338001,2071,0.865243079096045,0.197104519774011,0.7735
"2:1",1333,667,112,"QN",0.5375,0.0191605839416058,1096,0.963089724576271,0.0235169491525424,0.7715
"2:1",1333,667,112,"Angel",0.5375,0.0191605839416058,1096,0.963098446327684,0.0235169491525424,0.771
"2:1",1333,667,112,"TDM",0.43,0.00116144018583043,861,0.978240854519774,0.00741525423728814,0.724
"2:1",1333,667,112,"MMR",0.6825,0.036697247706422,1417,0.962161652542373,0.031638418079096,0.836
"2:1",1333,667,112,"ComBat",0.8025,0.0791738382099828,1743,0.975922757768362,0.0649011299435028,0.912
"2:1",1333,667,112,"ComBat_seq",0.743,0.00734802939211757,1497,0.966811211158192,0.0177966101694915,0.8705
"2:1",1333,667,112,"RNABC",0.8745,0.122428499749122,1993,0.978294774011299,0.0997881355932203,0.9525
"2:1",1333,667,112,"limma",0.847,0.0897367006985492,1861,0.977687552966102,0.0754237288135593,0.9415
"2:1",1333,667,112,"MNN",0.5765,0.590634976942178,2819,0.792865713276836,0.256709039548023,0.702
"3:1",1500,500,112,"QN",0.539,0.0601569311246731,1147,0.943799099576271,0.0477401129943503,0.76
"3:1",1500,500,112,"Angel",0.5395,0.0601045296167247,1148,0.943685257768362,0.0478107344632768,0.76
"3:1",1500,500,112,"TDM",0.4535,0.00110132158590308,908,0.978124646892655,0.00706214689265537,0.7295
"3:1",1500,500,112,"MMR",0.681,0.0367491166077739,1415,0.960080543785311,0.0317090395480226,0.8355
"3:1",1500,500,112,"ComBat",0.816,0.127272727272727,1870,0.972246857344633,0.0827683615819209,0.9175
"3:1",1500,500,112,"ComBat_seq",0.768,0.00967117988394584,1551,0.972501906779661,0.0187853107344633,0.887
"3:1",1500,500,112,"RNABC",0.8865,0.290232185748599,2498,0.970131214689266,0.161511299435028,0.949
"3:1",1500,500,112,"limma",0.8395,0.136316872427984,1944,0.972647899011299,0.0952683615819209,0.934
"3:1",1500,500,112,"MNN",0.526,0.633680555555556,2880,0.76232959039548,0.265042372881356,0.6505
"4:1",1600,400,112,"QN",0.5375,0.129554655870445,1235,0.927766225282486,0.0776129943502825,0.7555
"4:1",1600,400,112,"Angel",0.5375,0.127435064935065,1232,0.927952983757062,0.0771186440677966,0.7555
"4:1",1600,400,112,"TDM",0.466,0.00107181136120043,933,0.978947351694915,0.00741525423728814,0.7395
"4:1",1600,400,112,"MMR",0.6825,0.036697247706422,1417,0.961728354519774,0.0317090395480226,0.8345
"4:1",1600,400,112,"ComBat",0.813,0.163149768399382,1943,0.969933386299435,0.0971045197740113,0.9205
