"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,132,"QN",0.4925,0.0080563947633434,993,0.976588912429379,0.0146186440677966,0.759
"1:1",1000,1000,132,"Angel",0.4925,0.0080563947633434,993,0.976567072740113,0.0146186440677966,0.759
"1:1",1000,1000,132,"TDM",0.3805,0.00262123197903014,763,0.98710165960452,0.00346045197740113,0.715
"1:1",1000,1000,132,"MMR",0.6645,0.0148257968865827,1349,0.964739212570621,0.0201271186440678,0.8245
"1:1",1000,1000,132,"ComBat",0.7815,0.0107594936708861,1580,0.987390501412429,0.0207627118644068,0.9035
"1:1",1000,1000,132,"ComBat_seq",0.7125,0.00140154169586545,1427,0.964304837570621,0.00727401129943503,0.8365
"1:1",1000,1000,132,"RNABC",0.843,0.0105633802816901,1704,0.990048075564972,0.021045197740113,0.95
"1:1",1000,1000,132,"limma",0.854,0.0149942329873126,1734,0.988401818502825,0.0304378531073446,0.949
"1:1",1000,1000,132,"MNN",0.7605,0.00327653997378768,1526,0.990438665254237,0.0102401129943503,0.9235
"2:1",1333,667,132,"QN",0.526,0.00848256361922714,1061,0.972799629237288,0.0138418079096045,0.764
"2:1",1333,667,132,"Angel",0.5255,0.00849056603773585,1060,0.972815960451977,0.013771186440678,0.764
"2:1",1333,667,132,"TDM",0.424,0.00235294117647059,850,0.986742690677966,0.00338983050847458,0.7275
"2:1",1333,667,132,"MMR",0.666,0.0140636565507032,1351,0.964137323446328,0.0204802259887006,0.8295
"2:1",1333,667,132,"ComBat",0.7885,0.0307314074984634,1627,0.982778354519774,0.0369350282485876,0.908
"2:1",1333,667,132,"ComBat_seq",0.7515,0.00132890365448505,1505,0.974025617937853,0.00713276836158192,0.866
"2:1",1333,667,132,"RNABC",0.854,0.0399100618324902,1779,0.985192902542373,0.0465395480225989,0.945
"2:1",1333,667,132,"limma",0.8275,0.0389082462253194,1722,0.98306677259887,0.0461864406779661,0.9355
"2:1",1333,667,132,"MNN",0.7565,0.00329380764163373,1518,0.987880014124294,0.0176553672316384,0.9105
"3:1",1500,500,132,"QN",0.5225,0.0386384544618215,1087,0.95402251059322,0.0360875706214689,0.7555
"3:1",1500,500,132,"Angel",0.5225,0.0386384544618215,1087,0.954041366525424,0.0361581920903955,0.7555
"3:1",1500,500,132,"TDM",0.443,0.00225225225225225,888,0.986798481638418,0.00346045197740113,0.7445
"3:1",1500,500,132,"MMR",0.683,0.0151405912040375,1387,0.966487605932203,0.0205508474576271,0.836
"3:1",1500,500,132,"ComBat",0.7975,0.0634174985320023,1703,0.978080331920904,0.0521186440677966,0.906
"3:1",1500,500,132,"ComBat_seq",0.7735,0.0012911555842479,1549,0.979030031779661,0.00755649717514124,0.882
"3:1",1500,500,132,"RNABC",0.85,0.13397860417728,1963,0.976447616525424,0.104590395480226,0.9365
"3:1",1500,500,132,"limma",0.828,0.0748603351955307,1790,0.978096627824859,0.0605932203389831,0.925
"3:1",1500,500,132,"MNN",0.737,0.00405405405405405,1480,0.986155790960452,0.0145480225988701,0.9005
"4:1",1600,400,132,"QN",0.521,0.0663082437275986,1116,0.938040042372881,0.0560734463276836,0.7485
"4:1",1600,400,132,"Angel",0.521,0.0654708520179372,1115,0.938365572033898,0.0551553672316384,0.749
"4:1",1600,400,132,"TDM",0.456,0.00218818380743982,914,0.987045621468927,0.00353107344632768,0.7495
"4:1",1600,400,132,"MMR",0.689,0.0150107219442459,1399,0.964915395480226,0.0207627118644068,0.8345
"4:1",1600,400,132,"ComBat",0.796,0.0990379173740804,1767,0.974628019067797,0.0643361581920904,0.9055
