"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,178,"QN",0.4765,0.0144777662874871,967,0.964870303672316,0.0228107344632768,0.7475
"1:1",1000,1000,178,"Angel",0.477,0.0144628099173554,968,0.964839653954802,0.0228107344632768,0.7475
"1:1",1000,1000,178,"TDM",0.366,0.00136425648021828,733,0.980842549435028,0.00515536723163842,0.6885
"1:1",1000,1000,178,"MMR",0.6595,0.0134629768137622,1337,0.969008439265537,0.0213276836158192,0.8315
"1:1",1000,1000,178,"ComBat",0.7735,0.0276555625392835,1591,0.980737747175141,0.0403954802259887,0.894
"1:1",1000,1000,178,"ComBat_seq",0.6865,0.010806916426513,1388,0.952801889124294,0.0175847457627119,0.8215
"1:1",1000,1000,178,"RNABC",0.8165,0.0422287390029326,1705,0.981252895480226,0.0565677966101695,0.929
"1:1",1000,1000,178,"limma",0.838,0.039541547277937,1745,0.983850723870056,0.053954802259887,0.939
"1:1",1000,1000,178,"MNN",0.7625,0.21147880041365,1934,0.945785487288136,0.116172316384181,0.8885
"2:1",1333,667,178,"QN",0.522,0.0197183098591549,1065,0.967080437853107,0.0251412429378531,0.7605
"2:1",1333,667,178,"Angel",0.522,0.0197183098591549,1065,0.967080225988701,0.0252118644067797,0.7605
"2:1",1333,667,178,"TDM",0.4095,0.00121951219512195,820,0.980945798022599,0.00529661016949153,0.7005
"2:1",1333,667,178,"MMR",0.6535,0.0128398791540786,1324,0.97000261299435,0.0216101694915254,0.837
"2:1",1333,667,178,"ComBat",0.7965,0.0662368112543962,1706,0.978235999293785,0.0613700564971751,0.913
"2:1",1333,667,178,"ComBat_seq",0.7295,0.0108474576271186,1475,0.964763559322034,0.0175847457627119,0.8575
"2:1",1333,667,178,"RNABC",0.842,0.0613154960981048,1794,0.981861581920904,0.0643361581920904,0.9415
"2:1",1333,667,178,"limma",0.8355,0.0752628666297731,1807,0.980643626412429,0.0721045197740113,0.939
"2:1",1333,667,178,"MNN",0.596,0.175086505190311,1445,0.915589830508475,0.103742937853107,0.7965
"3:1",1500,500,178,"QN",0.522,0.0661896243291592,1118,0.947239371468927,0.050635593220339,0.756
"3:1",1500,500,178,"Angel",0.522,0.0661896243291592,1118,0.947266419491525,0.050635593220339,0.756
"3:1",1500,500,178,"TDM",0.432,0.00115606936416185,865,0.980343185028249,0.00501412429378531,0.712
"3:1",1500,500,178,"MMR",0.663,0.0133928571428571,1344,0.967731744350283,0.0216101694915254,0.831
"3:1",1500,500,178,"ComBat",0.802,0.111849390919158,1806,0.973859339689266,0.0785310734463277,0.9115
"3:1",1500,500,178,"ComBat_seq",0.752,0.00987491770901909,1519,0.970652418785311,0.017090395480226,0.8715
"3:1",1500,500,178,"RNABC",0.8455,0.153653653653654,1998,0.973732326977401,0.104237288135593,0.9345
"3:1",1500,500,178,"limma",0.8285,0.127435492364402,1899,0.975184039548023,0.0893361581920904,0.93
"3:1",1500,500,178,"MNN",0.662,0.261984392419175,1794,0.911320903954802,0.12683615819209,0.8095
"4:1",1600,400,178,"QN",0.524,0.138157894736842,1216,0.93225051200565,0.0760593220338983,0.747
"4:1",1600,400,178,"Angel",0.524,0.138157894736842,1216,0.932054290254237,0.0764124293785311,0.747
"4:1",1600,400,178,"TDM",0.4415,0.00113122171945701,884,0.981135169491525,0.00536723163841808,0.719
"4:1",1600,400,178,"MMR",0.671,0.0132352941176471,1360,0.967965395480226,0.0213983050847458,0.835
"4:1",1600,400,178,"ComBat",0.807,0.150973172014729,1901,0.971959622175141,0.0911723163841808,0.9105
"4:1",1600,400,178,"ComBat_seq",0.76,0.00977198697068404,1535,0.975740748587571,0.0175141242937853,0.8835
"4:1",1600,400,178,"RNABC",0.85,0.249116607773852,2264,0.967899099576271,0.141172316384181,0.9325
"4:1",1600,400,178,"limma",0.8275,0.162025316455696,1975,0.972546857344633,0.102401129943503,0.924
"4:1",1600,400,178,"MNN",0.611,0.348961108151305,1877,0.895349223163842,0.141172316384181,0.793
"9:1",1800,200,178,"QN",0.5195,0.288843258042437,1461,0.894664018361582,0.135734463276836,0.733
"9:1",1800,200,178,"Angel",0.5195,0.289815447710185,1463,0.894529625706215,0.136087570621469,0.733
"9:1",1800,200,178,"TDM",0.455,0.00109769484083425,911,0.980819209039548,0.00536723163841808,0.731
"9:1",1800,200,178,"MMR",0.6755,0.0131482834185537,1369,0.967401182909605,0.021680790960452,0.83
"9:1",1800,200,178,"ComBat",0.8065,0.235182550972025,2109,0.963144297316384,0.122245762711864,0.909
"9:1",1800,200,178,"ComBat_seq",0.7745,0.01148691767709,1567,0.978634216101695,0.0184322033898305,0.892
"9:1",1800,200,178,"RNABC",0.8575,0.430043203722167,3009,0.952780261299435,0.215607344632768,0.9305
"9:1",1800,200,178,"limma",0.819,0.239554317548747,2154,0.961353972457627,0.132274011299435,0.916
"9:1",1800,200,178,"MNN",0.6115,0.351193633952255,1885,0.890470833333333,0.143079096045198,0.791
"1:0",2000,0,178,"QN",0.524,0.533184855233853,2245,0.843815483757062,0.226694915254237,0.714
"1:0",2000,0,178,"Angel",0.524,0.532768613464111,2243,0.84382436440678,0.226694915254237,0.714
"1:0",2000,0,178,"TDM",0.4835,0.00103305785123967,968,0.981044314971751,0.00522598870056497,0.7405
"1:0",2000,0,178,"MMR",0.672,0.013215859030837,1362,0.968004025423729,0.0221045197740113,0.835
"1:0",2000,0,178,"ComBat",0.814,0.337133550488599,2456,0.952731232344633,0.160028248587571,0.909
"1:0",2000,0,178,"ComBat_seq",0.8015,0.0135384615384615,1625,0.987864812853107,0.0180084745762712,0.9245
"1:0",2000,0,178,"RNABC",0.866,0.614081996434938,4488,0.928742673022599,0.298870056497175,0.9275
"1:0",2000,0,178,"limma",0.8005,0.34196465269215,2433,0.947575688559322,0.169703389830508,0.905
"1:0",2000,0,178,"MNN",0.633,0.367948077883175,2003,0.897312288135593,0.149717514124294,0.802
