"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,186,"QN",0.496,0.0293255131964809,1023,0.943523269774011,0.0266242937853107,0.7405
"1:1",1000,1000,186,"Angel",0.4965,0.0293255131964809,1023,0.943653866525424,0.0265536723163842,0.7415
"1:1",1000,1000,186,"TDM",0.393,0.0125628140703518,796,0.956111016949153,0.0127824858757062,0.706
"1:1",1000,1000,186,"MMR",0.6725,0.0406272273699216,1403,0.911173181497175,0.0680084745762712,0.799
"1:1",1000,1000,186,"ComBat",0.768,0.0690909090909091,1650,0.961038947740113,0.0767655367231638,0.867
"1:1",1000,1000,186,"ComBat_seq",0.695,0.0387275242047026,1446,0.924336899717514,0.061864406779661,0.7905
"1:1",1000,1000,186,"RNABC",0.823,0.0715896279594138,1774,0.964986016949153,0.0838276836158192,0.9075
"1:1",1000,1000,186,"limma",0.834,0.0900163666121113,1833,0.963312199858757,0.0889830508474576,0.906
"1:1",1000,1000,186,"MNN",0.681,0.0664838930774503,1459,0.937908192090395,0.0864406779661017,0.8355
"2:1",1333,667,186,"QN",0.529,0.0248847926267281,1085,0.949392072740113,0.0262005649717514,0.7725
"2:1",1333,667,186,"Angel",0.529,0.0248847926267281,1085,0.949400158898305,0.0261299435028249,0.7725
"2:1",1333,667,186,"TDM",0.434,0.012514220705347,879,0.960305508474576,0.0127824858757062,0.7255
"2:1",1333,667,186,"MMR",0.6885,0.0430555555555556,1440,0.913661793785311,0.0680084745762712,0.7985
"2:1",1333,667,186,"ComBat",0.788,0.105561861520999,1762,0.959653195621469,0.0872881355932203,0.877
"2:1",1333,667,186,"ComBat_seq",0.734,0.0392670157068063,1528,0.941133086158192,0.0603813559322034,0.8345
"2:1",1333,667,186,"RNABC",0.842,0.0807860262008734,1832,0.965607097457627,0.092090395480226,0.9115
"2:1",1333,667,186,"limma",0.831,0.117365905469995,1883,0.960188471045198,0.0999293785310734,0.902
"2:1",1333,667,186,"MNN",0.644,0.162548764629389,1538,0.905222669491525,0.125988700564972,0.8085
"3:1",1500,500,186,"QN",0.5375,0.0553602811950791,1138,0.931364212570622,0.0471045197740113,0.7665
"3:1",1500,500,186,"Angel",0.5375,0.0553602811950791,1138,0.931343538135593,0.0472457627118644,0.7665
"3:1",1500,500,186,"TDM",0.457,0.0118918918918919,925,0.960105649717514,0.0127118644067797,0.729
"3:1",1500,500,186,"MMR",0.689,0.042995839112344,1442,0.913957185734463,0.0682909604519774,0.7945
"3:1",1500,500,186,"ComBat",0.79,0.142236699239957,1842,0.955336069915254,0.102824858757062,0.876
"3:1",1500,500,186,"ComBat_seq",0.752,0.0426479949077021,1571,0.948291878531073,0.0596045197740113,0.846
"3:1",1500,500,186,"RNABC",0.842,0.168805528134255,2026,0.958401359463277,0.14138418079096,0.915
"3:1",1500,500,186,"limma",0.8195,0.156893004115226,1944,0.954565925141243,0.116313559322034,0.8965
"3:1",1500,500,186,"MNN",0.6205,0.243292682926829,1640,0.887751059322034,0.143079096045198,0.801
"4:1",1600,400,186,"QN",0.5405,0.0961538461538462,1196,0.915443202683616,0.0722457627118644,0.762
"4:1",1600,400,186,"Angel",0.5405,0.0961538461538462,1196,0.915415978107345,0.0724576271186441,0.762
"4:1",1600,400,186,"TDM",0.48,0.0113285272914521,971,0.959284322033898,0.0125706214689266,0.745
"4:1",1600,400,186,"MMR",0.6975,0.0424948594928033,1459,0.918371486581921,0.0678672316384181,0.8035
"4:1",1600,400,186,"ComBat",0.794,0.174636174636175,1924,0.951907644774011,0.115112994350282,0.883
"4:1",1600,400,186,"ComBat_seq",0.7685,0.0429638854296389,1606,0.951694438559322,0.0588983050847458,0.858
"4:1",1600,400,186,"RNABC",0.848,0.287394957983193,2380,0.950324929378531,0.186793785310734,0.908
"4:1",1600,400,186,"limma",0.8155,0.192174343734522,2019,0.949643785310734,0.12909604519774,0.8955
"4:1",1600,400,186,"MNN",0.5875,0.253968253968254,1575,0.87297595338983,0.149364406779661,0.766
"9:1",1800,200,186,"QN",0.5485,0.212491026561378,1393,0.880620268361582,0.117725988700565,0.739
"9:1",1800,200,186,"Angel",0.5485,0.212491026561378,1393,0.880572157485876,0.118149717514124,0.7385
"9:1",1800,200,186,"TDM",0.5035,0.0108055009823183,1018,0.955891419491525,0.0122881355932203,0.7465
"9:1",1800,200,186,"MMR",0.705,0.043331076506432,1477,0.91643290960452,0.0678672316384181,0.806
"9:1",1800,200,186,"ComBat",0.786,0.25426944971537,2108,0.938932697740113,0.139971751412429,0.87
"9:1",1800,200,186,"ComBat_seq",0.7845,0.0427089688834655,1639,0.952646204096045,0.0577683615819209,0.869
"9:1",1800,200,186,"RNABC",0.8475,0.485428051001822,3294,0.933551800847458,0.248587570621469,0.9065
"9:1",1800,200,186,"limma",0.7985,0.266421681212678,2177,0.934330190677966,0.155014124293785,0.875
"9:1",1800,200,186,"MNN",0.5485,0.110300081103001,1233,0.891123870056497,0.102189265536723,0.7615
"1:0",2000,0,186,"QN",0.5605,0.459498553519769,2074,0.835206426553672,0.206638418079096,0.7255
"1:0",2000,0,186,"Angel",0.5605,0.461575408261287,2082,0.835009781073446,0.207485875706215,0.725
"1:0",2000,0,186,"TDM",0.5475,0.0126239855725879,1109,0.955103248587571,0.0122175141242938,0.774
"1:0",2000,0,186,"MMR",0.7155,0.042752171008684,1497,0.913582026836158,0.068361581920904,0.808
"1:0",2000,0,186,"ComBat",0.7845,0.35564681724846,2435,0.927181514830508,0.173305084745763,0.8615
"1:0",2000,0,186,"ComBat_seq",0.8055,0.0444839857651246,1686,0.963172528248588,0.0560028248587571,0.8905
"1:0",2000,0,186,"RNABC",0.8535,0.643111018189421,4783,0.911391984463277,0.323446327683616,0.8965
"1:0",2000,0,186,"limma",0.778,0.375601926163724,2492,0.918671486581921,0.192231638418079,0.8605
"1:0",2000,0,186,"MNN",0.5795,0.226817878585724,1499,0.869532980225989,0.150918079096045,0.761
