"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,172,"QN",0.481,0.034136546184739,996,0.963603601694915,0.0247175141242938,0.7465
"1:1",1000,1000,172,"Angel",0.4815,0.0341023069207623,997,0.963660734463277,0.0247881355932203,0.7465
"1:1",1000,1000,172,"TDM",0.386,0.00515463917525773,776,0.975977683615819,0.00677966101694915,0.684
"1:1",1000,1000,172,"MMR",0.6715,0.0274963820549928,1382,0.959831320621469,0.0290960451977401,0.83
"1:1",1000,1000,172,"ComBat",0.7815,0.0510018214936248,1647,0.974848446327684,0.0533898305084746,0.886
"1:1",1000,1000,172,"ComBat_seq",0.7025,0.0119549929676512,1422,0.946704166666667,0.0252824858757062,0.8185
"1:1",1000,1000,172,"RNABC",0.832,0.0755555555555556,1800,0.977562252824859,0.072316384180791,0.9295
"1:1",1000,1000,172,"limma",0.8455,0.0809782608695652,1840,0.97871103460452,0.0724576271186441,0.936
"1:1",1000,1000,172,"MNN",0.607,0.166208791208791,1456,0.922961758474576,0.0965395480225989,0.799
"2:1",1333,667,172,"QN",0.5255,0.0401826484018265,1095,0.962490607344633,0.0334039548022599,0.7695
"2:1",1333,667,172,"Angel",0.5255,0.0393053016453382,1094,0.962412605932203,0.0334745762711864,0.7695
"2:1",1333,667,172,"TDM",0.4245,0.00585480093676815,854,0.978574823446328,0.00699152542372881,0.704
"2:1",1333,667,172,"MMR",0.6715,0.0275162925416365,1381,0.962332556497175,0.0290960451977401,0.837
"2:1",1333,667,172,"ComBat",0.812,0.107692307692308,1820,0.974349770480226,0.0777542372881356,0.907
"2:1",1333,667,172,"ComBat_seq",0.75,0.0131578947368421,1520,0.960953548728814,0.0251412429378531,0.862
"2:1",1333,667,172,"RNABC",0.8565,0.103141361256545,1910,0.978766013418079,0.0853813559322034,0.9405
"2:1",1333,667,172,"limma",0.8485,0.121635610766046,1932,0.976938294491525,0.0915960451977401,0.937
"2:1",1333,667,172,"MNN",0.587,0.178446466060182,1429,0.913601094632768,0.0986581920903955,0.7815
"3:1",1500,500,172,"QN",0.5355,0.118518518518519,1215,0.946400617937853,0.0654661016949152,0.7735
"3:1",1500,500,172,"Angel",0.5355,0.118518518518519,1215,0.946407344632768,0.0655367231638418,0.7735
"3:1",1500,500,172,"TDM",0.447,0.00556173526140156,899,0.981397810734463,0.00692090395480226,0.7275
"3:1",1500,500,172,"MMR",0.6815,0.0271041369472183,1402,0.964916843220339,0.0293079096045198,0.848
"3:1",1500,500,172,"ComBat",0.8255,0.163627152988855,1974,0.973730331920904,0.0990819209039548,0.918
"3:1",1500,500,172,"ComBat_seq",0.7795,0.0139152435167615,1581,0.969705031779661,0.0264124293785311,0.8875
"3:1",1500,500,172,"RNABC",0.8685,0.21615523465704,2216,0.974232697740113,0.131991525423729,0.947
"3:1",1500,500,172,"limma",0.849,0.175327829043225,2059,0.975454696327684,0.113135593220339,0.938
"3:1",1500,500,172,"MNN",0.4485,0.19043321299639,1108,0.873814936440678,0.0984463276836158,0.6975
"4:1",1600,400,172,"QN",0.529,0.186153846153846,1300,0.928841560734463,0.0930084745762712,0.7605
"4:1",1600,400,172,"Angel",0.529,0.186153846153846,1300,0.928745568502825,0.0930790960451977,0.7605
