"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,123,"QN",0.526,0.0028436018957346,1055,0.978717425847458,0.00769774011299435,0.7835
"1:1",1000,1000,123,"Angel",0.526,0.00189753320683112,1054,0.978726288841808,0.00769774011299435,0.7835
"1:1",1000,1000,123,"TDM",0.4195,0.00356294536817102,842,0.970426906779661,0.0120762711864407,0.6915
"1:1",1000,1000,123,"MMR",0.6985,0.0416098226466576,1466,0.895644738700565,0.114124293785311,0.784
"1:1",1000,1000,123,"ComBat",0.785,0.0119572057898049,1589,0.982636281779661,0.0331920903954802,0.8855
"1:1",1000,1000,123,"ComBat_seq",0.689,0.0157142857142857,1400,0.932003336864407,0.0548022598870056,0.8035
"1:1",1000,1000,123,"RNABC",0.858,0.0115207373271889,1736,0.986273693502825,0.032274011299435,0.9355
"1:1",1000,1000,123,"limma",0.862,0.0148571428571429,1750,0.985458668785311,0.0374293785310734,0.9355
"1:1",1000,1000,123,"MNN",0.735,0.0582959641255605,1561,0.956513912429379,0.065819209039548,0.8835
"2:1",1333,667,123,"QN",0.55,0.0169794459338695,1119,0.960624576271186,0.0270480225988701,0.7805
"2:1",1333,667,123,"Angel",0.55,0.0169794459338695,1119,0.960627471751412,0.0270480225988701,0.7805
"2:1",1333,667,123,"TDM",0.4785,0.003125,960,0.977316242937853,0.0122175141242938,0.739
"2:1",1333,667,123,"MMR",0.748,0.0433673469387755,1568,0.91504572740113,0.114124293785311,0.831
"2:1",1333,667,123,"ComBat",0.798,0.036231884057971,1656,0.980041578389831,0.0497881355932203,0.9
"2:1",1333,667,123,"ComBat_seq",0.7675,0.0153944836433611,1559,0.954721980932203,0.0507062146892655,0.865
"2:1",1333,667,123,"RNABC",0.8565,0.073051948051948,1848,0.97727468220339,0.0867231638418079,0.936
"2:1",1333,667,123,"limma",0.85,0.0373725934314836,1766,0.982205843926554,0.0536016949152542,0.933
"2:1",1333,667,123,"MNN",0.697,0.197466896948762,1737,0.919674611581921,0.131991525423729,0.837
"3:1",1500,500,123,"QN",0.552,0.0699241786015164,1187,0.931521751412429,0.071045197740113,0.7695
"3:1",1500,500,123,"Angel",0.552,0.0699241786015164,1187,0.931479819915254,0.0712570621468927,0.7695
"3:1",1500,500,123,"TDM",0.5145,0.00290697674418605,1032,0.979122422316384,0.0122881355932203,0.7705
"3:1",1500,500,123,"MMR",0.77,0.0421836228287841,1612,0.925628566384181,0.114053672316384,0.848
"3:1",1500,500,123,"ComBat",0.81,0.0732265446224256,1748,0.974702418785311,0.0656073446327684,0.9025
"3:1",1500,500,123,"ComBat_seq",0.8055,0.0140758873929009,1634,0.963897475282486,0.0484463276836158,0.888
"3:1",1500,500,123,"RNABC",0.861,0.262526766595289,2335,0.963179625706215,0.169985875706215,0.9305
"3:1",1500,500,123,"limma",0.84,0.0707964601769911,1808,0.975764671610169,0.0687146892655367,0.923
"3:1",1500,500,123,"MNN",0.7015,0.311611954924057,2041,0.905176024011299,0.16885593220339,0.8325
"4:1",1600,400,123,"QN",0.552,0.136150234741784,1278,0.914732309322034,0.107838983050847,0.7585
"4:1",1600,400,123,"Angel",0.552,0.136150234741784,1278,0.914731956214689,0.107768361581921,0.7585
"4:1",1600,400,123,"TDM",0.5335,0.00280373831775701,1070,0.980445480225989,0.0124293785310734,0.7895
"4:1",1600,400,123,"MMR",0.7965,0.0414663461538462,1664,0.933415536723164,0.113983050847458,0.8655
