"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,192,"QN",0.4895,0.0458089668615984,1026,0.937050476694915,0.0458333333333333,0.751
"1:1",1000,1000,192,"Angel",0.49,0.0457643622200584,1027,0.937167955508475,0.0456920903954802,0.751
"1:1",1000,1000,192,"TDM",0.3845,0.0038860103626943,772,0.959255596751412,0.0166666666666667,0.709
"1:1",1000,1000,192,"MMR",0.6965,0.0515953835709437,1473,0.890741843220339,0.133968926553672,0.7925
"1:1",1000,1000,192,"ComBat",0.775,0.0967365967365967,1716,0.962130155367232,0.0889830508474576,0.8785
"1:1",1000,1000,192,"ComBat_seq",0.6815,0.046186144156753,1429,0.925276536016949,0.0641949152542373,0.7955
"1:1",1000,1000,192,"RNABC",0.8215,0.0932671081677704,1812,0.964281267655367,0.100423728813559,0.9105
"1:1",1000,1000,192,"limma",0.8475,0.104122621564482,1892,0.964096451271186,0.105649717514124,0.913
"1:1",1000,1000,192,"MNN",0.5585,0.165171898355755,1338,0.910584392655367,0.111793785310734,0.7925
"2:1",1333,667,192,"QN",0.535,0.0307971014492754,1104,0.944499276129944,0.030861581920904,0.7615
"2:1",1333,667,192,"Angel",0.535,0.0307971014492754,1104,0.944512782485876,0.0309322033898305,0.7615
"2:1",1333,667,192,"TDM",0.412,0.00483091787439614,828,0.95116186440678,0.0168785310734463,0.6955
"2:1",1333,667,192,"MMR",0.662,0.0553584102200142,1409,0.872397263418079,0.136935028248588,0.7615
"2:1",1333,667,192,"ComBat",0.79,0.198376458650431,1971,0.953467867231638,0.124929378531073,0.8795
"2:1",1333,667,192,"ComBat_seq",0.6975,0.0471311475409836,1464,0.933425723870057,0.0700564971751412,0.8135
"2:1",1333,667,192,"RNABC",0.8495,0.0967570441254652,1881,0.964413153248588,0.0975282485875706,0.9095
"2:1",1333,667,192,"limma",0.8355,0.197406340057637,2082,0.95311218220339,0.140889830508475,0.9025
"2:1",1333,667,192,"MNN",0.6445,0.215459525258673,1643,0.92519936440678,0.119562146892655,0.824
"3:1",1500,500,192,"QN",0.54,0.0584132519616391,1147,0.92977831920904,0.0475988700564972,0.7625
"3:1",1500,500,192,"Angel",0.54,0.0584132519616391,1147,0.929768008474576,0.0475988700564972,0.7625
"3:1",1500,500,192,"TDM",0.415,0.00479616306954436,834,0.949359251412429,0.017090395480226,0.687
"3:1",1500,500,192,"MMR",0.646,0.0551924473493101,1377,0.86627270480226,0.137429378531073,0.7485
"3:1",1500,500,192,"ComBat",0.8035,0.275146594497068,2217,0.948091719632768,0.15183615819209,0.8855
"3:1",1500,500,192,"ComBat_seq",0.717,0.0503311258278146,1510,0.938514918785311,0.0734463276836158,0.8285
"3:1",1500,500,192,"RNABC",0.848,0.162882527147088,2026,0.95829782838983,0.135734463276836,0.9145
"3:1",1500,500,192,"limma",0.8375,0.270470383275261,2296,0.946187906073446,0.16638418079096,0.899
"3:1",1500,500,192,"MNN",0.5295,0.129111842105263,1216,0.913104943502825,0.0918785310734463,0.7615
"4:1",1600,400,192,"QN",0.5325,0.0959252971137521,1178,0.914351094632768,0.066454802259887,0.754
"4:1",1600,400,192,"Angel",0.5325,0.0959252971137521,1178,0.91431103460452,0.0665960451977401,0.754
"4:1",1600,400,192,"TDM",0.416,0.00597371565113501,837,0.947821822033898,0.0165254237288136,0.6835
"4:1",1600,400,192,"MMR",0.6325,0.0563380281690141,1349,0.858788806497175,0.137782485875706,0.739
"4:1",1600,400,192,"ComBat",0.81,0.326683291770574,2406,0.943660222457627,0.166666666666667,0.881
"4:1",1600,400,192,"ComBat_seq",0.721,0.0531845042678923,1523,0.941533580508475,0.0750706214689266,0.8295
"4:1",1600,400,192,"RNABC",0.851,0.247568523430592,2262,0.952401447740113,0.17704802259887,0.913
"4:1",1600,400,192,"limma",0.8335,0.322082147214315,2459,0.940710928672316,0.182627118644068,0.8915
"4:1",1600,400,192,"MNN",0.4485,0.157746478873239,1065,0.879700600282486,0.0935734463276836,0.7085
"9:1",1800,200,192,"QN",0.5225,0.229918938835667,1357,0.878551094632768,0.118432203389831,0.724
"9:1",1800,200,192,"Angel",0.5225,0.229918938835667,1357,0.878666437146893,0.118361581920904,0.724
"9:1",1800,200,192,"TDM",0.4245,0.00701754385964912,855,0.947400459039548,0.0167372881355932,0.6755
"9:1",1800,200,192,"MMR",0.605,0.0551242236024845,1288,0.848147457627119,0.138206214689266,0.72
"9:1",1800,200,192,"ComBat",0.812,0.426958362738179,2834,0.93428667019774,0.199646892655367,0.881
"9:1",1800,200,192,"ComBat_seq",0.728,0.0618556701030928,1552,0.94546894420904,0.0810734463276836,0.8435
"9:1",1800,200,192,"RNABC",0.8675,0.453026481715006,3172,0.942699417372881,0.250423728813559,0.915
"9:1",1800,200,192,"limma",0.8255,0.432646048109966,2910,0.928703795903955,0.21659604519774,0.887
"9:1",1800,200,192,"MNN",0.434,0.17254528122021,1049,0.874681285310734,0.0984463276836158,0.684
"1:0",2000,0,192,"QN",0.513,0.479716024340771,1972,0.828018961864407,0.211016949152542,0.7065
"1:0",2000,0,192,"Angel",0.513,0.479979726305119,1973,0.828014918785311,0.211087570621469,0.7065
"1:0",2000,0,192,"TDM",0.4355,0.00684150513112885,877,0.948675070621469,0.0168785310734463,0.6755
"1:0",2000,0,192,"MMR",0.597,0.0542026708562451,1273,0.846752118644068,0.138912429378531,0.7085
"1:0",2000,0,192,"ComBat",0.8305,0.516307513104252,3434,0.924047651836158,0.237641242937853,0.886
"1:0",2000,0,192,"ComBat_seq",0.75,0.0706319702602231,1614,0.956441066384181,0.0842514124293785,0.8695
"1:0",2000,0,192,"RNABC",0.8865,0.638015516537362,4898,0.925634816384181,0.341313559322034,0.917
"1:0",2000,0,192,"limma",0.83,0.52894438138479,3524,0.913414777542373,0.257485875706215,0.88
"1:0",2000,0,192,"MNN",0.4945,0.235703245749614,1294,0.887182980225989,0.107274011299435,0.7305
