"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,171,"QN",0.4855,0.00715746421267894,978,0.96495031779661,0.0139124293785311,0.7465
"1:1",1000,1000,171,"Angel",0.4855,0.00715746421267894,978,0.964980508474576,0.0139124293785311,0.7455
"1:1",1000,1000,171,"TDM",0.3855,0.00129533678756477,772,0.964892125706215,0.0120762711864407,0.675
"1:1",1000,1000,171,"MMR",0.6745,0.0117216117216117,1365,0.916403531073446,0.048093220338983,0.794
"1:1",1000,1000,171,"ComBat",0.757,0.0301089045483664,1561,0.974629996468927,0.0444915254237288,0.868
"1:1",1000,1000,171,"ComBat_seq",0.6745,0.00662739322533137,1358,0.939109922316384,0.0328389830508475,0.8
"1:1",1000,1000,171,"RNABC",0.8185,0.0191731575793889,1669,0.981442973163842,0.0411016949152542,0.9205
"1:1",1000,1000,171,"limma",0.8165,0.0348699763593381,1692,0.976915536723164,0.0494350282485876,0.912
"1:1",1000,1000,171,"MNN",0.6905,0.00718907260963336,1391,0.973350988700565,0.0182203389830508,0.8725
"2:1",1333,667,171,"QN",0.524,0.0296296296296296,1080,0.94753010240113,0.0288135593220339,0.7525
"2:1",1333,667,171,"Angel",0.524,0.0296296296296296,1080,0.947454643361582,0.0288841807909605,0.7515
"2:1",1333,667,171,"TDM",0.448,0.0022271714922049,898,0.968822563559322,0.011864406779661,0.7045
"2:1",1333,667,171,"MMR",0.701,0.0126760563380282,1420,0.924802754237288,0.0482344632768362,0.809
"2:1",1333,667,171,"ComBat",0.768,0.078031212484994,1666,0.969945639124294,0.0658898305084746,0.875
"2:1",1333,667,171,"ComBat_seq",0.73,0.00680272108843537,1470,0.955690448446328,0.0310734463276836,0.8435
"2:1",1333,667,171,"RNABC",0.827,0.0639501980758348,1767,0.974102259887006,0.0800141242937853,0.921
"2:1",1333,667,171,"limma",0.8075,0.0776699029126214,1751,0.97143010240113,0.0711158192090395,0.905
"2:1",1333,667,171,"MNN",0.6245,0.0657698056801196,1338,0.935993997175141,0.0672316384180791,0.827
"3:1",1500,500,171,"QN",0.5325,0.0771230502599653,1154,0.923275370762712,0.0611581920903955,0.744
