"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,175,"QN",0.4905,0.018018018018018,999,0.946150759180791,0.0302966101694915,0.7495
"1:1",1000,1000,175,"Angel",0.4905,0.018018018018018,999,0.946161811440678,0.0303672316384181,0.749
"1:1",1000,1000,175,"TDM",0.388,0.00385109114249037,779,0.964951747881356,0.0104519774011299,0.681
"1:1",1000,1000,175,"MMR",0.6715,0.0337401292175162,1393,0.925480508474576,0.0737994350282486,0.8115
"1:1",1000,1000,175,"ComBat",0.7695,0.0684019370460048,1652,0.965245886299435,0.0703389830508475,0.875
"1:1",1000,1000,175,"ComBat_seq",0.7025,0.0270083102493075,1444,0.928160981638418,0.0451271186440678,0.806
"1:1",1000,1000,175,"RNABC",0.805,0.114411441144114,1818,0.962419738700565,0.111228813559322,0.9185
"1:1",1000,1000,175,"limma",0.8345,0.0789183222958057,1812,0.970577789548023,0.0833333333333333,0.922
"1:1",1000,1000,175,"MNN",0.66,0.141184124918673,1537,0.924381391242938,0.112005649717514,0.835
"2:1",1333,667,175,"QN",0.5415,0.0163487738419619,1101,0.952908845338983,0.0245762711864407,0.767
"2:1",1333,667,175,"Angel",0.5415,0.0163487738419619,1101,0.95294260240113,0.0245762711864407,0.767
"2:1",1333,667,175,"TDM",0.422,0.00354191263282172,847,0.964580790960452,0.0101694915254237,0.6885
"2:1",1333,667,175,"MMR",0.6685,0.0366906474820144,1390,0.92547895480226,0.0752824858757062,0.805
"2:1",1333,667,175,"ComBat",0.7885,0.142468733007069,1839,0.960711405367232,0.105649717514124,0.885
"2:1",1333,667,175,"ComBat_seq",0.732,0.0317460317460317,1512,0.943942831920904,0.0483757062146893,0.847
"2:1",1333,667,175,"RNABC",0.8425,0.108937070333157,1891,0.970425353107345,0.0889830508474576,0.924
"2:1",1333,667,175,"limma",0.834,0.141975308641975,1944,0.963024770480226,0.114194915254237,0.916
"2:1",1333,667,175,"MNN",0.634,0.136147038801906,1469,0.921787005649717,0.0984463276836158,0.803
"3:1",1500,500,175,"QN",0.537,0.0478723404255319,1128,0.934040519067797,0.0463983050847458,0.755
"3:1",1500,500,175,"Angel",0.537,0.0478723404255319,1128,0.933962482344633,0.0463983050847458,0.755
"3:1",1500,500,175,"TDM",0.427,0.00350058343057176,857,0.964024752824859,0.0101694915254237,0.695
"3:1",1500,500,175,"MMR",0.663,0.0375994215473608,1383,0.925904766949153,0.0758474576271186,0.8
"3:1",1500,500,175,"ComBat",0.8,0.21453117329406,2037,0.953682574152542,0.13135593220339,0.887
"3:1",1500,500,175,"ComBat_seq",0.762,0.0378787878787879,1584,0.950142496468927,0.0497175141242938,0.863
"3:1",1500,500,175,"RNABC",0.8445,0.161786600496278,2015,0.962925459039548,0.119985875706215,0.9205
"3:1",1500,500,175,"limma",0.826,0.206913106096976,2083,0.954188700564972,0.137358757062147,0.907
"3:1",1500,500,175,"MNN",0.596,0.201472556894244,1494,0.897367937853107,0.118149717514124,0.7665
"4:1",1600,400,175,"QN",0.5315,0.088336192109777,1166,0.916253990112994,0.0694915254237288,0.747
"4:1",1600,400,175,"Angel",0.5315,0.0898972602739726,1168,0.91624834039548,0.0695621468926554,0.747
"4:1",1600,400,175,"TDM",0.4355,0.0034324942791762,874,0.963711299435028,0.0103813559322034,0.6995
