"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,153,"QN",0.515,0.0143540669856459,1045,0.952703901836158,0.0225988700564972,0.7545
"1:1",1000,1000,153,"Angel",0.515,0.0134099616858238,1044,0.952718873587571,0.0225988700564972,0.7545
"1:1",1000,1000,153,"TDM",0.409,0.0144578313253012,830,0.944926324152542,0.0281073446327684,0.6945
"1:1",1000,1000,153,"MMR",0.6935,0.0480439258750858,1457,0.905403725282486,0.0792372881355932,0.794
"1:1",1000,1000,153,"ComBat",0.7595,0.0754716981132075,1643,0.960448446327684,0.0828389830508475,0.873
"1:1",1000,1000,153,"ComBat_seq",0.6825,0.0863453815261044,1494,0.918074788135593,0.0856638418079096,0.7885
"1:1",1000,1000,153,"RNABC",0.828,0.0896096756459593,1819,0.96516154661017,0.0976694915254237,0.9175
"1:1",1000,1000,153,"limma",0.827,0.0831485587583149,1804,0.96424980579096,0.0950564971751412,0.9145
"1:1",1000,1000,153,"MNN",0.7385,0.688814129520606,4756,0.833590854519774,0.342655367231638,0.8075
"2:1",1333,667,153,"QN",0.547,0.0310008857395926,1129,0.934795674435028,0.0442090395480226,0.755
"2:1",1333,667,153,"Angel",0.547,0.0310008857395926,1129,0.934736935028249,0.0442796610169492,0.755
"2:1",1333,667,153,"TDM",0.4845,0.0172413793103448,986,0.95106428319209,0.0281073446327684,0.723
"2:1",1333,667,153,"MMR",0.708,0.0515394912985274,1494,0.913716048728814,0.0791666666666667,0.8135
"2:1",1333,667,153,"ComBat",0.7785,0.107224770642202,1744,0.959228848870057,0.0908898305084746,0.876
"2:1",1333,667,153,"ComBat_seq",0.7425,0.0787841191066997,1612,0.939257680084746,0.0821327683615819,0.8345
"2:1",1333,667,153,"RNABC",0.839,0.290186125211506,2364,0.951592461158192,0.182203389830508,0.916
"2:1",1333,667,153,"limma",0.8195,0.112615051434759,1847,0.96042334039548,0.102895480225989,0.9085
"2:1",1333,667,153,"MNN",0.692,0.353573096683793,2141,0.873008615819209,0.226129943502825,0.8015
"3:1",1500,500,153,"QN",0.5475,0.107579462102689,1227,0.910253107344633,0.0800141242937853,0.7495
"3:1",1500,500,153,"Angel",0.5475,0.107579462102689,1227,0.910252648305085,0.0802966101694915,0.7495
"3:1",1500,500,153,"TDM",0.5005,0.015732546705998,1017,0.951103425141243,0.0284604519774011,0.7385
"3:1",1500,500,153,"MMR",0.7205,0.0513157894736842,1520,0.914299629237288,0.0786723163841808,0.8195
"3:1",1500,500,153,"ComBat",0.7785,0.15242242787153,1837,0.954783192090396,0.102471751412429,0.8745
"3:1",1500,500,153,"ComBat_seq",0.767,0.078125,1664,0.947929731638418,0.0791666666666667,0.854
"3:1",1500,500,153,"RNABC",0.845,0.481436023320037,3259,0.938551024011299,0.244420903954802,0.913
"3:1",1500,500,153,"limma",0.811,0.158713692946058,1928,0.954328548728814,0.116031073446328,0.8965
"3:1",1500,500,153,"MNN",0.7105,0.349656750572082,2185,0.895285911016949,0.219915254237288,0.838
"4:1",1600,400,153,"QN",0.5505,0.185048112509252,1351,0.895077012711864,0.111370056497175,0.7435
"4:1",1600,400,153,"Angel",0.551,0.186115214180207,1354,0.895072563559322,0.111511299435028,0.7435
"4:1",1600,400,153,"TDM",0.5225,0.0141509433962264,1060,0.95368010240113,0.0285310734463277,0.7535
"4:1",1600,400,153,"MMR",0.7325,0.0517464424320828,1546,0.917696504237288,0.0786016949152542,0.821
"4:1",1600,400,153,"ComBat",0.784,0.183333333333333,1920,0.951986246468927,0.112429378531073,0.8735
"4:1",1600,400,153,"ComBat_seq",0.7835,0.0782352941176471,1700,0.953125988700565,0.0786723163841808,0.867
"4:1",1600,400,153,"RNABC",0.853,0.559855521155831,3876,0.931105225988701,0.277966101694915,0.9125
"4:1",1600,400,153,"limma",0.8115,0.184831742842793,1991,0.950433403954802,0.124646892655367,0.8885
"4:1",1600,400,153,"MNN",0.666,0.368421052631579,2109,0.87753686440678,0.210734463276836,0.813
"9:1",1800,200,153,"QN",0.554,0.383073496659243,1796,0.857126059322034,0.170127118644068,0.722
"9:1",1800,200,153,"Angel",0.554,0.383416805787423,1797,0.857111705508475,0.170197740112994,0.7215
"9:1",1800,200,153,"TDM",0.5525,0.0142729705619982,1121,0.955028142655367,0.0279661016949153,0.7735
"9:1",1800,200,153,"MMR",0.7555,0.0508155583437892,1594,0.924628531073446,0.0786016949152542,0.841
"9:1",1800,200,153,"ComBat",0.769,0.251945525291829,2056,0.939974540960452,0.13545197740113,0.8605
"9:1",1800,200,153,"ComBat_seq",0.812,0.0751708428246014,1756,0.959158933615819,0.0765536723163842,0.884
"9:1",1800,200,153,"RNABC",0.8525,0.652395514780836,4905,0.912653072033898,0.326553672316384,0.905
"9:1",1800,200,153,"limma",0.7895,0.259033317691225,2131,0.935962588276836,0.148516949152542,0.868
"9:1",1800,200,153,"MNN",0.6555,0.45514950166113,2408,0.853230649717514,0.236299435028249,0.7955
"1:0",2000,0,153,"QN",0.5735,0.589917769038255,2797,0.814431585451977,0.252471751412429,0.7065
"1:0",2000,0,153,"Angel",0.5735,0.590210789567703,2799,0.814294120762712,0.253036723163842,0.7065
"1:0",2000,0,153,"TDM",0.597,0.0148514851485149,1212,0.958099894067797,0.0280367231638418,0.7935
"1:0",2000,0,153,"MMR",0.776,0.0501222493887531,1636,0.930720356638418,0.0788135593220339,0.8535
"1:0",2000,0,153,"ComBat",0.776,0.34953897736798,2386,0.927411423022599,0.167443502824859,0.859
"1:0",2000,0,153,"ComBat_seq",0.8415,0.0722160970231533,1814,0.972392125706215,0.0750706214689266,0.9115
"1:0",2000,0,153,"RNABC",0.859,0.705064377682403,5825,0.890389336158192,0.366101694915254,0.9
"1:0",2000,0,153,"limma",0.779,0.363302002451982,2447,0.919476889124294,0.182485875706215,0.856
"1:0",2000,0,153,"MNN",0.657,0.466314935064935,2464,0.847450918079096,0.241949152542373,0.7815
