"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,150,"QN",0.51,0.0154440154440154,1036,0.953647722457627,0.0272598870056497,0.765
"1:1",1000,1000,150,"Angel",0.51,0.0154440154440154,1036,0.953645921610169,0.0272598870056497,0.765
"1:1",1000,1000,150,"TDM",0.3935,0.00253485424588086,789,0.962695656779661,0.0119350282485876,0.6975
"1:1",1000,1000,150,"MMR",0.683,0.0186513629842181,1394,0.923818396892655,0.0503531073446328,0.8035
"1:1",1000,1000,150,"ComBat",0.7795,0.0725758477096966,1681,0.963751412429379,0.0703389830508475,0.8735
"1:1",1000,1000,150,"ComBat_seq",0.6975,0.0271966527196653,1434,0.930780208333333,0.0435028248587571,0.806
"1:1",1000,1000,150,"RNABC",0.8355,0.0711506392440245,1799,0.966984604519774,0.0827683615819209,0.915
"1:1",1000,1000,150,"limma",0.846,0.0883620689655172,1856,0.967735628531073,0.0874293785310735,0.923
"1:1",1000,1000,150,"MNN",0.646,0.174329501915709,1566,0.92150427259887,0.101765536723164,0.817
"2:1",1333,667,150,"QN",0.548,0.0335097001763668,1134,0.952934339689266,0.0336864406779661,0.776
"2:1",1333,667,150,"Angel",0.548,0.0335097001763668,1134,0.952944226694915,0.0336864406779661,0.776
"2:1",1333,667,150,"TDM",0.443,0.00337457817772778,889,0.967600776836158,0.0125,0.7345
"2:1",1333,667,150,"MMR",0.7185,0.0204220558202859,1469,0.933800105932203,0.0510593220338983,0.8275
"2:1",1333,667,150,"ComBat",0.8085,0.103658536585366,1804,0.965156038135593,0.0844632768361582,0.8925
"2:1",1333,667,150,"ComBat_seq",0.7625,0.0243122200895713,1563,0.949696221751412,0.0422316384180791,0.8555
"2:1",1333,667,150,"RNABC",0.8525,0.106394129979036,1908,0.966575723870057,0.101200564971751,0.9245
"2:1",1333,667,150,"limma",0.851,0.116303219106957,1926,0.967312570621469,0.0991525423728814,0.9225
"2:1",1333,667,150,"MNN",0.5925,0.479157525230364,2279,0.833802153954802,0.19385593220339,0.7295
"3:1",1500,500,150,"QN",0.551,0.0723905723905724,1188,0.937154360875706,0.0573446327683616,0.776
"3:1",1500,500,150,"Angel",0.5505,0.0724515585509688,1187,0.937153654661017,0.0574152542372881,0.776
"3:1",1500,500,150,"TDM",0.4685,0.00212992545260916,939,0.968085699152542,0.011864406779661,0.7415
"3:1",1500,500,150,"MMR",0.7335,0.0200267022696929,1498,0.939290042372881,0.0513418079096045,0.8365
"3:1",1500,500,150,"ComBat",0.815,0.152366094643786,1923,0.960833421610169,0.101765536723164,0.8965
"3:1",1500,500,150,"ComBat_seq",0.79,0.0264941466420209,1623,0.957802524717514,0.0413135593220339,0.8745
"3:1",1500,500,150,"RNABC",0.853,0.210185185185185,2160,0.958014865819209,0.142231638418079,0.9175
"3:1",1500,500,150,"limma",0.845,0.15752741774676,2006,0.961749876412429,0.116031073446328,0.9185
"3:1",1500,500,150,"MNN",0.5805,0.519834710743802,2420,0.818704201977401,0.21045197740113,0.7075
"4:1",1600,400,150,"QN",0.5625,0.12858249419055,1291,0.92208176200565,0.0832627118644068,0.7795
"4:1",1600,400,150,"Angel",0.5625,0.127906976744186,1290,0.922081426553672,0.0833333333333333,0.7795
"4:1",1600,400,150,"TDM",0.4805,0.00311203319502075,964,0.969295939265537,0.0125,0.759
"4:1",1600,400,150,"MMR",0.7425,0.0191419141914191,1515,0.939276765536723,0.0510593220338983,0.8455
"4:1",1600,400,150,"ComBat",0.8215,0.188641975308642,2025,0.958975670903955,0.113771186440678,0.8985
"4:1",1600,400,150,"ComBat_seq",0.8135,0.025748502994012,1670,0.962895303672316,0.0405367231638418,0.8865
"4:1",1600,400,150,"RNABC",0.861,0.315035799522673,2514,0.951293449858757,0.188206214689266,0.918
"4:1",1600,400,150,"limma",0.8445,0.194563662374821,2097,0.958707944915254,0.126483050847458,0.9145
"4:1",1600,400,150,"MNN",0.5565,0.433943089430894,1968,0.843160310734463,0.162782485875706,0.711
"9:1",1800,200,150,"QN",0.5595,0.291323622545915,1579,0.886917655367232,0.142090395480226,0.761
"9:1",1800,200,150,"Angel",0.5595,0.291772151898734,1580,0.886904749293785,0.142161016949153,0.761
"9:1",1800,200,150,"TDM",0.5065,0.00295275590551181,1016,0.968756850282486,0.0126412429378531,0.7735
"9:1",1800,200,150,"MMR",0.763,0.0192678227360308,1557,0.945071716101695,0.0511299435028249,0.8615
"9:1",1800,200,150,"ComBat",0.816,0.267504488330341,2228,0.94956709039548,0.138276836158192,0.8925
"9:1",1800,200,150,"ComBat_seq",0.83,0.0269636576787808,1706,0.967996733757062,0.0403954802259887,0.9025
"9:1",1800,200,150,"RNABC",0.8635,0.51719317864132,3577,0.934308245056497,0.261935028248588,0.9135
"9:1",1800,200,150,"limma",0.8365,0.272924815297697,2301,0.94729343220339,0.152824858757062,0.902
"9:1",1800,200,150,"MNN",0.5735,0.476775956284153,2196,0.83131677259887,0.182132768361582,0.7165
"1:0",2000,0,150,"QN",0.5755,0.521811383464894,2407,0.843088541666667,0.224717514124294,0.739
"1:0",2000,0,150,"Angel",0.5755,0.521811383464894,2407,0.843079325564972,0.22478813559322,0.739
"1:0",2000,0,150,"TDM",0.546,0.00364963503649635,1096,0.968656461864407,0.0127118644067797,0.7875
"1:0",2000,0,150,"MMR",0.7745,0.0202403542061986,1581,0.945885610875706,0.0516242937853107,0.8705
"1:0",2000,0,150,"ComBat",0.8245,0.381470367591898,2666,0.939670709745763,0.171680790960452,0.895
"1:0",2000,0,150,"ComBat_seq",0.8585,0.026091888825865,1763,0.97875656779661,0.0404661016949153,0.9255
"1:0",2000,0,150,"RNABC",0.8665,0.651518198270662,4973,0.911539689265537,0.335169491525424,0.9055
"1:0",2000,0,150,"limma",0.82,0.388059701492537,2680,0.933599629237288,0.187994350282486,0.8905
