"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,184,"QN",0.5015,0.00791295746785361,1011,0.976820056497175,0.0161016949152542,0.7545
"1:1",1000,1000,184,"Angel",0.5015,0.00791295746785361,1011,0.976823711158192,0.0161016949152542,0.7545
"1:1",1000,1000,184,"TDM",0.372,0,744,0.990505049435028,0.0028954802259887,0.712
"1:1",1000,1000,184,"MMR",0.667,0.00743494423791822,1345,0.968401765536723,0.0153954802259887,0.829
"1:1",1000,1000,184,"ComBat",0.7965,0.0148423005565863,1617,0.989272651836158,0.0240112994350282,0.9055
"1:1",1000,1000,184,"ComBat_seq",0.7085,0.00281491907107671,1421,0.962594668079096,0.0104519774011299,0.839
"1:1",1000,1000,184,"RNABC",0.8555,0.0155350978135788,1738,0.991268185028249,0.0309322033898305,0.956
"1:1",1000,1000,184,"limma",0.8655,0.02423900789177,1774,0.991286440677966,0.0324858757062147,0.9545
"1:1",1000,1000,184,"MNN",0.7735,0.270843146490815,2123,0.937302436440678,0.158757062146893,0.88
"2:1",1333,667,184,"QN",0.538,0.00462534690101758,1081,0.981482750706215,0.011228813559322,0.785
"2:1",1333,667,184,"Angel",0.538,0.00462534690101758,1081,0.981489106638418,0.011228813559322,0.785
"2:1",1333,667,184,"TDM",0.41,0,820,0.989296610169492,0.00261299435028249,0.7205
"2:1",1333,667,184,"MMR",0.6585,0.00752445447705041,1329,0.966897810734463,0.015183615819209,0.82
"2:1",1333,667,184,"ComBat",0.8255,0.0462160600808781,1731,0.986047545903955,0.048093220338983,0.9245
"2:1",1333,667,184,"ComBat_seq",0.747,0.00267022696929239,1498,0.97202206920904,0.0114406779661017,0.871
"2:1",1333,667,184,"RNABC",0.884,0.0386079390973355,1839,0.989544985875706,0.0483757062146893,0.959
"2:1",1333,667,184,"limma",0.868,0.047723532638508,1823,0.98810561440678,0.0520480225988701,0.954
"2:1",1333,667,184,"MNN",0.7165,0.505513439007581,2902,0.882708298022599,0.215677966101695,0.8195
"3:1",1500,500,184,"QN",0.546,0.0179856115107914,1112,0.970135098870057,0.0261299435028249,0.7815
"3:1",1500,500,184,"Angel",0.546,0.0188679245283019,1113,0.970141560734463,0.0261299435028249,0.7815
"3:1",1500,500,184,"TDM",0.4315,0,863,0.990505755649718,0.00254237288135593,0.7235
"3:1",1500,500,184,"MMR",0.6555,0.0075642965204236,1322,0.965309357344633,0.0153248587570621,0.811
"3:1",1500,500,184,"ComBat",0.8375,0.0811848601206802,1823,0.983964459745763,0.0694209039548023,0.9315
"3:1",1500,500,184,"ComBat_seq",0.768,0.0025974025974026,1540,0.977341172316384,0.0127118644067797,0.8895
