"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,119,"QN",0.0286079182630907,0.788,0.776,0.8,35.7
"500_1:1",500,"1:1",250,250,119,"Angel",0.0287994891443167,0.788,0.776,0.8,37.4
"500_1:1",500,"1:1",250,250,119,"TDM",0.0330140485312899,0.714,0.868,0.56,47.2
"500_1:1",500,"1:1",250,250,119,"MMR",0.112707535121328,0.744,0.864,0.624,35.1
"500_1:1",500,"1:1",250,250,119,"ComBat",0.0924648786717752,0.93,0.92,0.94,40.4
"500_1:1",500,"1:1",250,250,119,"ComBat_seq",0.10779054916986,0.878,0.952,0.804,63.4
"500_1:1",500,"1:1",250,250,119,"RNABC",0.150574712643678,0.926,0.928,0.924,34.9
"500_1:1",500,"1:1",250,250,119,"limma",0.107662835249042,0.922,0.916,0.928,35.1
"500_1:1",500,"1:1",250,250,119,"MNN",0.246424010217114,0.752,0.804,0.7,39
"1000_1:1",1000,"1:1",500,500,119,"QN",0.0273087071240106,0.766,0.784,0.748,35.6
"1000_1:1",1000,"1:1",500,500,119,"Angel",0.0273087071240106,0.766,0.784,0.748,36.9
"1000_1:1",1000,"1:1",500,500,119,"TDM",0.0326517150395778,0.713,0.842,0.584,46.5
"1000_1:1",1000,"1:1",500,500,119,"MMR",0.112203166226913,0.745,0.88,0.61,33.7
"1000_1:1",1000,"1:1",500,500,119,"ComBat",0.0903693931398417,0.923,0.912,0.934,36.6
"1000_1:1",1000,"1:1",500,500,119,"ComBat_seq",0.105540897097625,0.89,0.948,0.832,59.8
"1000_1:1",1000,"1:1",500,500,119,"RNABC",0.13410290237467,0.92,0.93,0.91,35.3
"1000_1:1",1000,"1:1",500,500,119,"limma",0.107058047493404,0.926,0.914,0.938,35.3
"1000_1:1",1000,"1:1",500,500,119,"MNN",0.251187335092348,0.797,0.826,0.768,36.9
"2000_1:1",2000,"1:1",1000,1000,119,"QN",0.0265536723163842,0.7595,0.755,0.764,34.4
"2000_1:1",2000,"1:1",1000,1000,119,"Angel",0.0264830508474576,0.76,0.755,0.765,35.9
"2000_1:1",2000,"1:1",1000,1000,119,"TDM",0.0324858757062147,0.6895,0.831,0.548,45.7
"2000_1:1",2000,"1:1",1000,1000,119,"MMR",0.112782485875706,0.686,0.86,0.512,33.1
"2000_1:1",2000,"1:1",1000,1000,119,"ComBat",0.0899011299435028,0.8725,0.899,0.846,35.9
"2000_1:1",2000,"1:1",1000,1000,119,"ComBat_seq",0.10614406779661,0.7825,0.937,0.628,60.8
"2000_1:1",2000,"1:1",1000,1000,119,"RNABC",0.124081920903955,0.9205,0.915,0.926,35.5
"2000_1:1",2000,"1:1",1000,1000,119,"limma",0.107697740112994,0.9175,0.904,0.931,35.6
"2000_1:1",2000,"1:1",1000,1000,119,"MNN",0.239477401129944,0.8215,0.844,0.799,37.4
"4000_1:1",4000,"1:1",2000,2000,119,"QN",0.0398848684210526,0.80475,0.7595,0.85,35.4
"4000_1:1",4000,"1:1",2000,2000,119,"Angel",0.0398026315789474,0.805,0.7595,0.8505,34.6
"4000_1:1",4000,"1:1",2000,2000,119,"TDM",0.0324013157894737,0.72575,0.8345,0.617,44.9
"4000_1:1",4000,"1:1",2000,2000,119,"MMR",0.1140625,0.70625,0.8785,0.534,33.3
"4000_1:1",4000,"1:1",2000,2000,119,"ComBat",0.0964638157894737,0.8585,0.8935,0.8235,35.8
"4000_1:1",4000,"1:1",2000,2000,119,"ComBat_seq",0.103947368421053,0.78425,0.94,0.6285,62.1
"4000_1:1",4000,"1:1",2000,2000,119,"RNABC",0.220230263157895,0.92475,0.914,0.9355,34.9
"4000_1:1",4000,"1:1",2000,2000,119,"limma",0.1203125,0.91525,0.894,0.9365,35
"4000_1:1",4000,"1:1",2000,2000,119,"MNN",0.268503289473684,0.77175,0.783,0.7605,38.1
"500_2:1",500,"2:1",333,167,119,"QN",0.0308429118773946,0.778,0.771771771771772,0.790419161676647,34.7
"500_2:1",500,"2:1",333,167,119,"Angel",0.0308429118773946,0.778,0.771771771771772,0.790419161676647,35.7
"500_2:1",500,"2:1",333,167,119,"TDM",0.033205619412516,0.76,0.84984984984985,0.580838323353293,44.1
"500_2:1",500,"2:1",333,167,119,"MMR",0.112899106002554,0.782,0.864864864864865,0.616766467065868,33.9
"500_2:1",500,"2:1",333,167,119,"ComBat",0.0902298850574713,0.926,0.918918918918919,0.940119760479042,35.2
"500_2:1",500,"2:1",333,167,119,"ComBat_seq",0.106641123882503,0.912,0.957957957957958,0.820359281437126,60.9
"500_2:1",500,"2:1",333,167,119,"RNABC",0.15823754789272,0.93,0.93993993993994,0.910179640718563,36.3
"500_2:1",500,"2:1",333,167,119,"limma",0.107598978288633,0.926,0.927927927927928,0.922155688622755,34.4
"500_2:1",500,"2:1",333,167,119,"MNN",0.127777777777778,0.816,0.870870870870871,0.706586826347305,37.5
"1000_2:1",1000,"2:1",667,333,119,"QN",0.0305408970976253,0.766,0.761619190404798,0.774774774774775,34.4
"1000_2:1",1000,"2:1",667,333,119,"Angel",0.0305408970976253,0.766,0.761619190404798,0.774774774774775,35.3
"1000_2:1",1000,"2:1",667,333,119,"TDM",0.0325857519788918,0.757,0.836581709145427,0.597597597597598,44.2
"1000_2:1",1000,"2:1",667,333,119,"MMR",0.112137203166227,0.772,0.859070464767616,0.597597597597598,33.9
"1000_2:1",1000,"2:1",667,333,119,"ComBat",0.0910949868073879,0.919,0.904047976011994,0.948948948948949,35
"1000_2:1",1000,"2:1",667,333,119,"ComBat_seq",0.102770448548813,0.902,0.940029985007496,0.825825825825826,59.8
"1000_2:1",1000,"2:1",667,333,119,"RNABC",0.149208443271768,0.924,0.923538230884558,0.924924924924925,36.1
"1000_2:1",1000,"2:1",667,333,119,"limma",0.107981530343008,0.919,0.905547226386807,0.945945945945946,34.4
"1000_2:1",1000,"2:1",667,333,119,"MNN",0.17401055408971,0.801,0.853073463268366,0.696696696696697,37.7
"2000_2:1",2000,"2:1",1333,667,119,"QN",0.0603107344632768,0.758,0.735183795948987,0.80359820089955,34.8
"2000_2:1",2000,"2:1",1333,667,119,"Angel",0.0605225988700565,0.7575,0.7344336084021,0.80359820089955,37.1
"2000_2:1",2000,"2:1",1333,667,119,"TDM",0.0328389830508475,0.7305,0.822955738934734,0.545727136431784,48
"2000_2:1",2000,"2:1",1333,667,119,"MMR",0.112429378531073,0.743,0.861965491372843,0.505247376311844,35.9
"2000_2:1",2000,"2:1",1333,667,119,"ComBat",0.103742937853107,0.8785,0.884471117779445,0.866566716641679,35.3
"2000_2:1",2000,"2:1",1333,667,119,"ComBat_seq",0.100141242937853,0.845,0.941485371342836,0.652173913043478,64.5
"2000_2:1",2000,"2:1",1333,667,119,"RNABC",0.226200564971751,0.92,0.916729182295574,0.926536731634183,36.8
"2000_2:1",2000,"2:1",1333,667,119,"limma",0.121610169491525,0.8995,0.882970742685671,0.932533733133433,38.8
"2000_2:1",2000,"2:1",1333,667,119,"MNN",0.206920903954802,0.7755,0.792948237059265,0.740629685157421,39.1
"4000_2:1",4000,"2:1",2667,1333,119,"QN",0.278453947368421,0.7885,0.752155980502437,0.861215303825956,37.3
"4000_2:1",4000,"2:1",2667,1333,119,"Angel",0.278536184210526,0.7885,0.751781027371579,0.861965491372843,36.9
"4000_2:1",4000,"2:1",2667,1333,119,"TDM",0.0331414473684211,0.75875,0.847019122609674,0.582145536384096,49.9
"4000_2:1",4000,"2:1",2667,1333,119,"MMR",0.114226973684211,0.771,0.889763779527559,0.533383345836459,37.1
"4000_2:1",4000,"2:1",2667,1333,119,"ComBat",0.173273026315789,0.868,0.880764904386952,0.842460615153788,38.8
"4000_2:1",4000,"2:1",2667,1333,119,"ComBat_seq",0.0972039473684211,0.83375,0.940007499062617,0.621155288822205,62.6
"4000_2:1",4000,"2:1",2667,1333,119,"RNABC",0.393667763157895,0.91425,0.909261342332208,0.924231057764441,36.9
"4000_2:1",4000,"2:1",2667,1333,119,"limma",0.189638157894737,0.89775,0.880389951256093,0.932483120780195,37.6
"4000_2:1",4000,"2:1",2667,1333,119,"MNN",0.544407894736842,0.603,0.617172853393326,0.574643660915229,37.9
"500_4:1",500,"4:1",400,100,119,"QN",0.0363346104725415,0.77,0.77,0.77,35.8
"500_4:1",500,"4:1",400,100,119,"Angel",0.0363346104725415,0.77,0.77,0.77,36.8
"500_4:1",500,"4:1",400,100,119,"TDM",0.0331417624521073,0.774,0.84,0.51,44.8
"500_4:1",500,"4:1",400,100,119,"MMR",0.112962962962963,0.81,0.8725,0.56,33.5
"500_4:1",500,"4:1",400,100,119,"ComBat",0.0915708812260536,0.916,0.915,0.92,35.1
"500_4:1",500,"4:1",400,100,119,"ComBat_seq",0.106385696040868,0.922,0.95,0.81,61.7
"500_4:1",500,"4:1",400,100,119,"RNABC",0.169795657726692,0.924,0.93,0.9,35.9
"500_4:1",500,"4:1",400,100,119,"limma",0.10779054916986,0.918,0.92,0.91,36
"500_4:1",500,"4:1",400,100,119,"MNN",0.146551724137931,0.85,0.89,0.69,38.1
"1000_4:1",1000,"4:1",800,200,119,"QN",0.0378627968337731,0.753,0.74125,0.8,35.1
"1000_4:1",1000,"4:1",800,200,119,"Angel",0.0378627968337731,0.752,0.74,0.8,37.1
"1000_4:1",1000,"4:1",800,200,119,"TDM",0.0327176781002639,0.795,0.83125,0.65,48.5
"1000_4:1",1000,"4:1",800,200,119,"MMR",0.112071240105541,0.807,0.855,0.615,38.1
"1000_4:1",1000,"4:1",800,200,119,"ComBat",0.0965699208443272,0.904,0.895,0.94,38.3
"1000_4:1",1000,"4:1",800,200,119,"ComBat_seq",0.100131926121372,0.925,0.9425,0.855,65.3
"1000_4:1",1000,"4:1",800,200,119,"RNABC",0.166754617414248,0.919,0.92,0.915,39
"1000_4:1",1000,"4:1",800,200,119,"limma",0.112335092348285,0.905,0.89625,0.94,35.9
"1000_4:1",1000,"4:1",800,200,119,"MNN",0.189511873350923,0.805,0.82375,0.73,38.1
"2000_4:1",2000,"4:1",1600,400,119,"QN",0.148587570621469,0.742,0.728125,0.7975,37
"2000_4:1",2000,"4:1",1600,400,119,"Angel",0.148516949152542,0.7415,0.7275,0.7975,36.8
"2000_4:1",2000,"4:1",1600,400,119,"TDM",0.0329802259887006,0.767,0.83125,0.51,47.6
"2000_4:1",2000,"4:1",1600,400,119,"MMR",0.111935028248588,0.792,0.865,0.5,33.6
"2000_4:1",2000,"4:1",1600,400,119,"ComBat",0.126341807909605,0.8795,0.880625,0.875,37.6
"2000_4:1",2000,"4:1",1600,400,119,"ComBat_seq",0.0968220338983051,0.8825,0.941875,0.645,62.6
"2000_4:1",2000,"4:1",1600,400,119,"RNABC",0.312146892655367,0.9115,0.90875,0.9225,36.5
"2000_4:1",2000,"4:1",1600,400,119,"limma",0.142867231638418,0.887,0.875625,0.9325,36.8
"2000_4:1",2000,"4:1",1600,400,119,"MNN",0.287429378531073,0.7185,0.725,0.6925,39.9
"4000_4:1",4000,"4:1",3200,800,119,"QN",0.366776315789474,0.757,0.726875,0.8775,37
"4000_4:1",4000,"4:1",3200,800,119,"Angel",0.366694078947368,0.757,0.7265625,0.87875,39.3
"4000_4:1",4000,"4:1",3200,800,119,"TDM",0.0333059210526316,0.794,0.8475,0.58,48.7
