"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,169,"XPN",0.0411238825031928,0.94,0.912,0.968,263
"1000_1:1",1000,"1:1",500,500,169,"XPN",0.0420184696569921,0.944,0.944,0.944,270.4
"2000_1:1",2000,"1:1",1000,1000,169,"XPN",0.0438559322033898,0.942,0.944,0.94,275.8
"4000_1:1",4000,"1:1",2000,2000,169,"XPN",0.0748355263157895,0.93775,0.943,0.9325,270.2
"500_2:1",500,"2:1",333,167,169,"XPN",0.0426564495530013,0.948,0.936936936936937,0.970059880239521,261.9
"1000_2:1",1000,"2:1",667,333,169,"XPN",0.0401715039577836,0.941,0.943028485757121,0.936936936936937,266.1
"2000_2:1",2000,"2:1",1333,667,169,"XPN",0.0467514124293785,0.9475,0.947486871717929,0.947526236881559,260.2
"4000_2:1",4000,"2:1",2667,1333,169,"XPN",0.076233552631579,0.9365,0.944131983502062,0.921230307576894,264.1
"500_4:1",500,"4:1",400,100,169,"XPN",0.0439974457215837,0.938,0.935,0.95,272.4
"1000_4:1",1000,"4:1",800,200,169,"XPN",0.0389841688654354,0.942,0.94625,0.925,269
"2000_4:1",2000,"4:1",1600,400,169,"XPN",0.0535310734463277,0.9425,0.9425,0.9425,275.2
"4000_4:1",4000,"4:1",3200,800,169,"XPN",0.0719572368421053,0.93525,0.9403125,0.915,288.7
