"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,183,"QN",0.0198595146871009,0.82,0.82,0.82,52.5
"500_1:1",500,"1:1",250,250,183,"Angel",0.0198595146871009,0.82,0.82,0.82,53.7
"500_1:1",500,"1:1",250,250,183,"TDM",0.00932311621966794,0.776,0.712,0.84,65.8
"500_1:1",500,"1:1",250,250,183,"MMR",0.0189016602809706,0.832,0.752,0.912,50.9
"500_1:1",500,"1:1",250,250,183,"ComBat",0.0779054916985951,0.94,0.936,0.944,57.1
"500_1:1",500,"1:1",250,250,183,"ComBat_seq",0.0448275862068966,0.91,0.9,0.92,95.3
"500_1:1",500,"1:1",250,250,183,"RNABC",0.0818007662835249,0.94,0.936,0.944,51.1
"500_1:1",500,"1:1",250,250,183,"limma",0.0898467432950192,0.938,0.936,0.94,51.6
"500_1:1",500,"1:1",250,250,183,"MNN",0.0462324393358876,0.848,0.852,0.844,54.1
"1000_1:1",1000,"1:1",500,500,183,"QN",0.0213060686015831,0.787,0.796,0.778,51.6
"1000_1:1",1000,"1:1",500,500,183,"Angel",0.0213060686015831,0.788,0.798,0.778,51.2
"1000_1:1",1000,"1:1",500,500,183,"TDM",0.00949868073878628,0.743,0.7,0.786,64.7
"1000_1:1",1000,"1:1",500,500,183,"MMR",0.0187994722955145,0.815,0.77,0.86,48.7
"1000_1:1",1000,"1:1",500,500,183,"ComBat",0.0806728232189974,0.928,0.948,0.908,52.5
"1000_1:1",1000,"1:1",500,500,183,"ComBat_seq",0.0448548812664908,0.916,0.926,0.906,91.4
"1000_1:1",1000,"1:1",500,500,183,"RNABC",0.0865435356200528,0.924,0.946,0.902,51.1
"1000_1:1",1000,"1:1",500,500,183,"limma",0.0920184696569921,0.919,0.938,0.9,52.1
"1000_1:1",1000,"1:1",500,500,183,"MNN",0.0515831134564644,0.826,0.828,0.824,53.6
"2000_1:1",2000,"1:1",1000,1000,183,"QN",0.0298728813559322,0.7615,0.784,0.739,51.2
"2000_1:1",2000,"1:1",1000,1000,183,"Angel",0.0298728813559322,0.761,0.784,0.738,51.4
"2000_1:1",2000,"1:1",1000,1000,183,"TDM",0.00925141242937853,0.696,0.696,0.696,64.5
"2000_1:1",2000,"1:1",1000,1000,183,"MMR",0.0185734463276836,0.7525,0.772,0.733,48.9
"2000_1:1",2000,"1:1",1000,1000,183,"ComBat",0.0891949152542373,0.892,0.951,0.833,52.9
"2000_1:1",2000,"1:1",1000,1000,183,"ComBat_seq",0.044138418079096,0.8165,0.92,0.713,93.3
"2000_1:1",2000,"1:1",1000,1000,183,"RNABC",0.0981638418079096,0.9265,0.949,0.904,51.6
"2000_1:1",2000,"1:1",1000,1000,183,"limma",0.104449152542373,0.9325,0.947,0.918,51.9
"2000_1:1",2000,"1:1",1000,1000,183,"MNN",0.144985875706215,0.8055,0.83,0.781,53.2
"4000_1:1",4000,"1:1",2000,2000,183,"QN",0.0294407894736842,0.78525,0.773,0.7975,50.9
"4000_1:1",4000,"1:1",2000,2000,183,"Angel",0.0294407894736842,0.785,0.773,0.797,52.8
"4000_1:1",4000,"1:1",2000,2000,183,"TDM",0.00863486842105263,0.70025,0.7065,0.694,66.9
"4000_1:1",4000,"1:1",2000,2000,183,"MMR",0.0178453947368421,0.73375,0.786,0.6815,49.8
"4000_1:1",4000,"1:1",2000,2000,183,"ComBat",0.126398026315789,0.85925,0.945,0.7735,52.5
"4000_1:1",4000,"1:1",2000,2000,183,"ComBat_seq",0.0478618421052632,0.7865,0.91,0.663,96.1
"4000_1:1",4000,"1:1",2000,2000,183,"RNABC",0.124095394736842,0.9275,0.9485,0.9065,54.3
"4000_1:1",4000,"1:1",2000,2000,183,"limma",0.143092105263158,0.9235,0.943,0.904,54.5
"4000_1:1",4000,"1:1",2000,2000,183,"MNN",0.101233552631579,0.6745,0.707,0.642,56
"500_2:1",500,"2:1",333,167,183,"QN",0.0200510855683269,0.8,0.801801801801802,0.796407185628742,53.7
"500_2:1",500,"2:1",333,167,183,"Angel",0.0199872286079183,0.798,0.798798798798799,0.796407185628742,54.1
"500_2:1",500,"2:1",333,167,183,"TDM",0.00932311621966794,0.744,0.708708708708709,0.81437125748503,66.8
"500_2:1",500,"2:1",333,167,183,"MMR",0.0189655172413793,0.806,0.756756756756757,0.904191616766467,50.2
"500_2:1",500,"2:1",333,167,183,"ComBat",0.0849297573435504,0.932,0.927927927927928,0.940119760479042,54.1
"500_2:1",500,"2:1",333,167,183,"ComBat_seq",0.0460408684546616,0.904,0.897897897897898,0.916167664670659,96.5
"500_2:1",500,"2:1",333,167,183,"RNABC",0.0849297573435504,0.932,0.927927927927928,0.940119760479042,53.5
"500_2:1",500,"2:1",333,167,183,"limma",0.0984035759897829,0.928,0.927927927927928,0.92814371257485,52.6
"500_2:1",500,"2:1",333,167,183,"MNN",0.0814814814814815,0.82,0.834834834834835,0.790419161676647,56.4
"1000_2:1",1000,"2:1",667,333,183,"QN",0.020844327176781,0.773,0.767616191904048,0.783783783783784,52.9
"1000_2:1",1000,"2:1",667,333,183,"Angel",0.020844327176781,0.773,0.767616191904048,0.783783783783784,55
"1000_2:1",1000,"2:1",667,333,183,"TDM",0.00936675461741425,0.73,0.697151424287856,0.795795795795796,66.9
"1000_2:1",1000,"2:1",667,333,183,"MMR",0.0187335092348285,0.79,0.760119940029985,0.84984984984985,51.3
"1000_2:1",1000,"2:1",667,333,183,"ComBat",0.0939973614775726,0.93,0.944527736131934,0.900900900900901,53.5
"1000_2:1",1000,"2:1",667,333,183,"ComBat_seq",0.0470976253298153,0.908,0.911544227886057,0.900900900900901,95.3
"1000_2:1",1000,"2:1",667,333,183,"RNABC",0.0920184696569921,0.93,0.947526236881559,0.894894894894895,55.5
"1000_2:1",1000,"2:1",667,333,183,"limma",0.10877308707124,0.924,0.938530734632684,0.894894894894895,53.6
"1000_2:1",1000,"2:1",667,333,183,"MNN",0.08344327176781,0.783,0.814092953523238,0.720720720720721,57.3
"2000_2:1",2000,"2:1",1333,667,183,"QN",0.0347457627118644,0.767,0.754688672168042,0.79160419790105,54.4
"2000_2:1",2000,"2:1",1333,667,183,"Angel",0.0346751412429378,0.7675,0.754688672168042,0.793103448275862,55
"2000_2:1",2000,"2:1",1333,667,183,"TDM",0.00918079096045198,0.695,0.691672918229557,0.701649175412294,68.9
"2000_2:1",2000,"2:1",1333,667,183,"MMR",0.0190677966101695,0.7575,0.768192048012003,0.736131934032983,50.9
"2000_2:1",2000,"2:1",1333,667,183,"ComBat",0.129661016949153,0.905,0.939234808702176,0.836581709145427,54.6
"2000_2:1",2000,"2:1",1333,667,183,"ComBat_seq",0.0480225988700565,0.8485,0.917479369842461,0.710644677661169,96.6
"2000_2:1",2000,"2:1",1333,667,183,"RNABC",0.123375706214689,0.9365,0.950487621905476,0.908545727136432,52.9
"2000_2:1",2000,"2:1",1333,667,183,"limma",0.14159604519774,0.927,0.933983495873968,0.91304347826087,53.4
"2000_2:1",2000,"2:1",1333,667,183,"MNN",0.17069209039548,0.7505,0.762940735183796,0.725637181409295,57.8
"4000_2:1",4000,"2:1",2667,1333,183,"QN",0.254029605263158,0.7825,0.758155230596176,0.831207801950488,55.7
"4000_2:1",4000,"2:1",2667,1333,183,"Angel",0.253865131578947,0.78275,0.758155230596176,0.831957989497374,56.1
"4000_2:1",4000,"2:1",2667,1333,183,"TDM",0.00888157894736842,0.7195,0.738282714660667,0.68192048012003,69
"4000_2:1",4000,"2:1",2667,1333,183,"MMR",0.0182565789473684,0.76475,0.807274090738658,0.67966991747937,52.7
"4000_2:1",4000,"2:1",2667,1333,183,"ComBat",0.234703947368421,0.89475,0.935883014623172,0.81245311327832,56.2
"4000_2:1",4000,"2:1",2667,1333,183,"ComBat_seq",0.0537828947368421,0.83175,0.919010123734533,0.657164291072768,102.8
"4000_2:1",4000,"2:1",2667,1333,183,"RNABC",0.412746710526316,0.93525,0.950131233595801,0.905476369092273,55
"4000_2:1",4000,"2:1",2667,1333,183,"limma",0.245065789473684,0.9245,0.928758905136858,0.915978994748687,55.1
"4000_2:1",4000,"2:1",2667,1333,183,"MNN",0.188322368421053,0.70175,0.725534308211474,0.654163540885221,57.8
"500_4:1",500,"4:1",400,100,183,"QN",0.0209450830140485,0.802,0.8,0.81,51.9
"500_4:1",500,"4:1",400,100,183,"Angel",0.0209450830140485,0.802,0.8,0.81,54.7
"500_4:1",500,"4:1",400,100,183,"TDM",0.00925925925925926,0.736,0.715,0.82,68.5
"500_4:1",500,"4:1",400,100,183,"MMR",0.0192209450830141,0.794,0.7675,0.9,52.5
"500_4:1",500,"4:1",400,100,183,"ComBat",0.0913793103448276,0.94,0.94,0.94,54
"500_4:1",500,"4:1",400,100,183,"ComBat_seq",0.0464878671775224,0.916,0.9125,0.93,98.8
"500_4:1",500,"4:1",400,100,183,"RNABC",0.0885696040868455,0.94,0.94,0.94,55.9
"500_4:1",500,"4:1",400,100,183,"limma",0.105555555555556,0.94,0.94,0.94,52.9
"500_4:1",500,"4:1",400,100,183,"MNN",0.0798850574712644,0.812,0.8175,0.79,55.8
"1000_4:1",1000,"4:1",800,200,183,"QN",0.025131926121372,0.772,0.7625,0.81,54.2
"1000_4:1",1000,"4:1",800,200,183,"Angel",0.025197889182058,0.772,0.7625,0.81,56.1
"1000_4:1",1000,"4:1",800,200,183,"TDM",0.00923482849604222,0.72,0.6975,0.81,66.3
"1000_4:1",1000,"4:1",800,200,183,"MMR",0.0187994722955145,0.787,0.77,0.855,51
"1000_4:1",1000,"4:1",800,200,183,"ComBat",0.1094327176781,0.94,0.945,0.92,54.2
"1000_4:1",1000,"4:1",800,200,183,"ComBat_seq",0.0489445910290237,0.922,0.92625,0.905,95
"1000_4:1",1000,"4:1",800,200,183,"RNABC",0.0996042216358839,0.946,0.9525,0.92,54.4
"1000_4:1",1000,"4:1",800,200,183,"limma",0.123153034300792,0.935,0.94,0.915,53.3
"1000_4:1",1000,"4:1",800,200,183,"MNN",0.0853562005277045,0.806,0.815,0.77,57.7
"2000_4:1",2000,"4:1",1600,400,183,"QN",0.0797316384180791,0.7615,0.744375,0.83,53.4
"2000_4:1",2000,"4:1",1600,400,183,"Angel",0.0796610169491525,0.7615,0.744375,0.83,53.4
