"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,175,"XPN",0.0620689655172414,0.93,0.92,0.94,220.1
"1000_1:1",1000,"1:1",500,500,175,"XPN",0.0615435356200528,0.921,0.942,0.9,212.3
"2000_1:1",2000,"1:1",1000,1000,175,"XPN",0.0663135593220339,0.935,0.945,0.925,221.8
"4000_1:1",4000,"1:1",2000,2000,175,"XPN",0.0523026315789474,0.935,0.9415,0.9285,218.1
"500_2:1",500,"2:1",333,167,175,"XPN",0.0644316730523627,0.938,0.93993993993994,0.934131736526946,208.1
"1000_2:1",1000,"2:1",667,333,175,"XPN",0.0649736147757256,0.934,0.938530734632684,0.924924924924925,214.3
"2000_2:1",2000,"2:1",1333,667,175,"XPN",0.0607344632768362,0.933,0.938484621155289,0.922038980509745,215.3
"4000_2:1",4000,"2:1",2667,1333,175,"XPN",0.115871710526316,0.92925,0.937382827146607,0.91297824456114,206.2
"500_4:1",500,"4:1",400,100,175,"XPN",0.0635376756066411,0.948,0.9475,0.95,210.4
"1000_4:1",1000,"4:1",800,200,175,"XPN",0.0662269129287599,0.931,0.93375,0.92,215.8
"2000_4:1",2000,"4:1",1600,400,175,"XPN",0.078319209039548,0.9225,0.926875,0.905,221
"4000_4:1",4000,"4:1",3200,800,175,"XPN",0.0886513157894737,0.9225,0.9234375,0.91875,213.1
