"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,102,"XPN",0.0633461047254151,0.918,0.896,0.94,270.7
"1000_1:1",1000,"1:1",500,500,102,"XPN",0.0655013192612137,0.937,0.924,0.95,259.6
"2000_1:1",2000,"1:1",1000,1000,102,"XPN",0.0600988700564972,0.9275,0.923,0.932,285.9
"4000_1:1",4000,"1:1",2000,2000,102,"XPN",0.0776315789473684,0.93125,0.9365,0.926,263.5
"500_2:1",500,"2:1",333,167,102,"XPN",0.0615581098339719,0.93,0.921921921921922,0.946107784431138,261.6
"1000_2:1",1000,"2:1",667,333,102,"XPN",0.0647757255936676,0.933,0.920539730134933,0.957957957957958,257.7
"2000_2:1",2000,"2:1",1333,667,102,"XPN",0.0606638418079096,0.9295,0.933233308327082,0.922038980509745,278.6
"4000_2:1",4000,"2:1",2667,1333,102,"XPN",0.115049342105263,0.9335,0.939632545931758,0.921230307576894,273.9
"500_4:1",500,"4:1",400,100,102,"XPN",0.0601532567049808,0.93,0.925,0.95,261
"1000_4:1",1000,"4:1",800,200,102,"XPN",0.062335092348285,0.93,0.925,0.95,269.7
"2000_4:1",2000,"4:1",1600,400,102,"XPN",0.0583333333333333,0.933,0.931875,0.9375,260.3
"4000_4:1",4000,"4:1",3200,800,102,"XPN",0.102302631578947,0.92925,0.9359375,0.9025,260.4
