"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,189,"QN",0.00734355044699872,0.804,0.808,0.8,46.7
"500_1:1",500,"1:1",250,250,189,"Angel",0.00747126436781609,0.806,0.808,0.804,47.5
"500_1:1",500,"1:1",250,250,189,"TDM",0.00446998722860792,0.766,0.808,0.724,59.4
"500_1:1",500,"1:1",250,250,189,"MMR",0.022477650063857,0.846,0.876,0.816,43.8
"500_1:1",500,"1:1",250,250,189,"ComBat",0.0278416347381865,0.922,0.912,0.932,49.2
"500_1:1",500,"1:1",250,250,189,"ComBat_seq",0.019029374201788,0.906,0.912,0.9,84.6
"500_1:1",500,"1:1",250,250,189,"RNABC",0.0301404853128991,0.922,0.908,0.936,44.9
"500_1:1",500,"1:1",250,250,189,"limma",0.0333333333333333,0.928,0.92,0.936,45.5
"500_1:1",500,"1:1",250,250,189,"MNN",0.0528735632183908,0.666,0.7,0.632,47.5
"1000_1:1",1000,"1:1",500,500,189,"QN",0.00738786279683377,0.797,0.796,0.798,45.6
"1000_1:1",1000,"1:1",500,500,189,"Angel",0.00738786279683377,0.796,0.794,0.798,45.1
"1000_1:1",1000,"1:1",500,500,189,"TDM",0.00422163588390501,0.763,0.798,0.728,58.7
"1000_1:1",1000,"1:1",500,500,189,"MMR",0.0215039577836412,0.82,0.864,0.776,43.2
"1000_1:1",1000,"1:1",500,500,189,"ComBat",0.0261873350923483,0.939,0.926,0.952,46.7
"1000_1:1",1000,"1:1",500,500,189,"ComBat_seq",0.0185356200527704,0.918,0.912,0.924,83.5
"1000_1:1",1000,"1:1",500,500,189,"RNABC",0.0283641160949868,0.942,0.93,0.954,47.1
"1000_1:1",1000,"1:1",500,500,189,"limma",0.0322559366754617,0.939,0.926,0.952,44.7
"1000_1:1",1000,"1:1",500,500,189,"MNN",0.0395118733509235,0.704,0.724,0.684,48.2
"2000_1:1",2000,"1:1",1000,1000,189,"QN",0.0086864406779661,0.7675,0.772,0.763,45.2
"2000_1:1",2000,"1:1",1000,1000,189,"Angel",0.0086864406779661,0.767,0.771,0.763,46.4
"2000_1:1",2000,"1:1",1000,1000,189,"TDM",0.00402542372881356,0.7025,0.783,0.622,58.5
"2000_1:1",2000,"1:1",1000,1000,189,"MMR",0.0218926553672316,0.75,0.85,0.65,44.1
"2000_1:1",2000,"1:1",1000,1000,189,"ComBat",0.0288841807909605,0.88,0.915,0.845,47
"2000_1:1",2000,"1:1",1000,1000,189,"ComBat_seq",0.0180790960451977,0.8035,0.9,0.707,83.6
"2000_1:1",2000,"1:1",1000,1000,189,"RNABC",0.0297316384180791,0.927,0.915,0.939,45.6
"2000_1:1",2000,"1:1",1000,1000,189,"limma",0.0360875706214689,0.9265,0.916,0.937,46
"2000_1:1",2000,"1:1",1000,1000,189,"MNN",0.0538841807909605,0.6745,0.685,0.664,47.7
"4000_1:1",4000,"1:1",2000,2000,189,"QN",0.0117598684210526,0.80975,0.77,0.8495,45.9
"4000_1:1",4000,"1:1",2000,2000,189,"Angel",0.0117598684210526,0.80975,0.77,0.8495,45.7
"4000_1:1",4000,"1:1",2000,2000,189,"TDM",0.00419407894736842,0.7285,0.789,0.668,58.7
"4000_1:1",4000,"1:1",2000,2000,189,"MMR",0.0219572368421053,0.753,0.86,0.646,43.6
"4000_1:1",4000,"1:1",2000,2000,189,"ComBat",0.0446546052631579,0.86275,0.916,0.8095,46.7
"4000_1:1",4000,"1:1",2000,2000,189,"ComBat_seq",0.0175164473684211,0.797,0.91,0.684,84.3
"4000_1:1",4000,"1:1",2000,2000,189,"RNABC",0.0754111842105263,0.938,0.917,0.959,46
"4000_1:1",4000,"1:1",2000,2000,189,"limma",0.0542763157894737,0.93275,0.914,0.9515,45.9
"4000_1:1",4000,"1:1",2000,2000,189,"MNN",0.192023026315789,0.7455,0.732,0.759,47.8
"500_2:1",500,"2:1",333,167,189,"QN",0.00747126436781609,0.804,0.804804804804805,0.802395209580838,44.9
"500_2:1",500,"2:1",333,167,189,"Angel",0.00747126436781609,0.804,0.801801801801802,0.808383233532934,46.3
"500_2:1",500,"2:1",333,167,189,"TDM",0.00434227330779055,0.792,0.816816816816817,0.74251497005988,58.5
"500_2:1",500,"2:1",333,167,189,"MMR",0.022477650063857,0.844,0.867867867867868,0.796407185628742,43.6
"500_2:1",500,"2:1",333,167,189,"ComBat",0.0288633461047254,0.924,0.915915915915916,0.940119760479042,46.5
"500_2:1",500,"2:1",333,167,189,"ComBat_seq",0.0191570881226054,0.914,0.90990990990991,0.922155688622755,82.3
"500_2:1",500,"2:1",333,167,189,"RNABC",0.0342273307790549,0.922,0.915915915915916,0.934131736526946,47.7
"500_2:1",500,"2:1",333,167,189,"limma",0.0348020434227331,0.928,0.924924924924925,0.934131736526946,45.7
"500_2:1",500,"2:1",333,167,189,"MNN",0.0395913154533844,0.746,0.771771771771772,0.694610778443114,49.1
"1000_2:1",1000,"2:1",667,333,189,"QN",0.00811345646437995,0.78,0.767616191904048,0.804804804804805,46.4
"1000_2:1",1000,"2:1",667,333,189,"Angel",0.00811345646437995,0.781,0.767616191904048,0.807807807807808,46.7
"1000_2:1",1000,"2:1",667,333,189,"TDM",0.004155672823219,0.764,0.781109445277361,0.72972972972973,58.6
"1000_2:1",1000,"2:1",667,333,189,"MMR",0.0215699208443272,0.831,0.853073463268366,0.786786786786787,46.1
"1000_2:1",1000,"2:1",667,333,189,"ComBat",0.0327176781002639,0.924,0.908545727136432,0.954954954954955,46.9
"1000_2:1",1000,"2:1",667,333,189,"ComBat_seq",0.0173482849604222,0.909,0.901049475262369,0.924924924924925,84.4
"1000_2:1",1000,"2:1",667,333,189,"RNABC",0.0348284960422164,0.926,0.911544227886057,0.954954954954955,47
"1000_2:1",1000,"2:1",667,333,189,"limma",0.0383905013192612,0.928,0.914542728635682,0.954954954954955,47.1
"1000_2:1",1000,"2:1",667,333,189,"MNN",0.0622691292875989,0.731,0.745127436281859,0.702702702702703,48.8
"2000_2:1",2000,"2:1",1333,667,189,"QN",0.0193502824858757,0.7675,0.753188297074269,0.796101949025487,46.1
"2000_2:1",2000,"2:1",1333,667,189,"Angel",0.0192796610169492,0.7675,0.753188297074269,0.796101949025487,47.7
"2000_2:1",2000,"2:1",1333,667,189,"TDM",0.00409604519774011,0.7285,0.781695423855964,0.622188905547226,60.2
"2000_2:1",2000,"2:1",1333,667,189,"MMR",0.0222457627118644,0.784,0.853713428357089,0.644677661169415,44.8
"2000_2:1",2000,"2:1",1333,667,189,"ComBat",0.0489406779661017,0.891,0.903225806451613,0.866566716641679,47.9
"2000_2:1",2000,"2:1",1333,667,189,"ComBat_seq",0.0169491525423729,0.8425,0.906976744186046,0.713643178410795,86.1
"2000_2:1",2000,"2:1",1333,667,189,"RNABC",0.0797316384180791,0.922,0.90847711927982,0.949025487256372,47.1
"2000_2:1",2000,"2:1",1333,667,189,"limma",0.0557909604519774,0.919,0.904726181545386,0.947526236881559,47
"2000_2:1",2000,"2:1",1333,667,189,"MNN",0.16885593220339,0.728,0.717929482370593,0.748125937031484,49.9
"4000_2:1",4000,"2:1",2667,1333,189,"QN",0.239555921052632,0.79275,0.757405324334458,0.863465866466617,46.2
"4000_2:1",4000,"2:1",2667,1333,189,"Angel",0.239555921052632,0.792,0.756655418072741,0.86271567891973,48
"4000_2:1",4000,"2:1",2667,1333,189,"TDM",0.00411184210526316,0.75625,0.809148856392951,0.650412603150788,60.1
"4000_2:1",4000,"2:1",2667,1333,189,"MMR",0.0222861842105263,0.79375,0.868016497937758,0.645161290322581,44.7
"4000_2:1",4000,"2:1",2667,1333,189,"ComBat",0.139473684210526,0.8795,0.898762654668167,0.840960240060015,48.2
"4000_2:1",4000,"2:1",2667,1333,189,"ComBat_seq",0.015625,0.843,0.918260217472816,0.692423105776444,85.5
"4000_2:1",4000,"2:1",2667,1333,189,"RNABC",0.354358552631579,0.93075,0.916010498687664,0.960240060015004,47.4
