"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,138,"XPN",0.029757343550447,0.942,0.932,0.952,262
"1000_1:1",1000,"1:1",500,500,138,"XPN",0.0299472295514512,0.943,0.932,0.954,259.4
"2000_1:1",2000,"1:1",1000,1000,138,"XPN",0.0324858757062147,0.938,0.935,0.941,257.3
"4000_1:1",4000,"1:1",2000,2000,138,"XPN",0.103125,0.939,0.9375,0.9405,258.1
"500_2:1",500,"2:1",333,167,138,"XPN",0.0295019157088123,0.942,0.93993993993994,0.946107784431138,261.2
"1000_2:1",1000,"2:1",667,333,138,"XPN",0.0286279683377309,0.938,0.92503748125937,0.963963963963964,254.9
"2000_2:1",2000,"2:1",1333,667,138,"XPN",0.0403248587570621,0.928,0.926481620405101,0.931034482758621,263
"4000_2:1",4000,"2:1",2667,1333,138,"XPN",0.0985197368421053,0.94,0.944131983502062,0.931732933233308,268.4
"500_4:1",500,"4:1",400,100,138,"XPN",0.0292464878671775,0.934,0.935,0.93,257
"1000_4:1",1000,"4:1",800,200,138,"XPN",0.0380606860158311,0.937,0.93,0.965,254.5
"2000_4:1",2000,"4:1",1600,400,138,"XPN",0.0406779661016949,0.9305,0.9325,0.9225,268.6
"4000_4:1",4000,"4:1",3200,800,138,"XPN",0.105838815789474,0.93225,0.935,0.92125,262
