"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,103,"XPN",0.0505108556832695,0.93,0.924,0.936,267.4
"1000_1:1",1000,"1:1",500,500,103,"XPN",0.0534960422163588,0.914,0.922,0.906,280.1
"2000_1:1",2000,"1:1",1000,1000,103,"XPN",0.0480225988700565,0.9385,0.943,0.934,249.6
"4000_1:1",4000,"1:1",2000,2000,103,"XPN",0.0697368421052632,0.9325,0.9425,0.9225,269.1
"500_2:1",500,"2:1",333,167,103,"XPN",0.0488505747126437,0.932,0.924924924924925,0.946107784431138,276.7
"1000_2:1",1000,"2:1",667,333,103,"XPN",0.0511213720316623,0.925,0.934032983508246,0.906906906906907,282
"2000_2:1",2000,"2:1",1333,667,103,"XPN",0.0478813559322034,0.9315,0.938484621155289,0.917541229385307,272.3
"4000_2:1",4000,"2:1",2667,1333,103,"XPN",0.0756578947368421,0.92825,0.938882639670041,0.906976744186046,267.5
"500_4:1",500,"4:1",400,100,103,"XPN",0.0494891443167305,0.942,0.94,0.95,275.4
"1000_4:1",1000,"4:1",800,200,103,"XPN",0.0512532981530343,0.934,0.94,0.91,277.6
"2000_4:1",2000,"4:1",1600,400,103,"XPN",0.0476694915254237,0.936,0.93875,0.925,254.3
"4000_4:1",4000,"4:1",3200,800,103,"XPN",0.0967105263157895,0.9285,0.9353125,0.90125,254.6
