"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,121,"XPN",0.0698595146871009,0.92,0.908,0.932,268.9
"1000_1:1",1000,"1:1",500,500,121,"XPN",0.0804749340369393,0.923,0.916,0.93,254.2
"2000_1:1",2000,"1:1",1000,1000,121,"XPN",0.0807203389830509,0.9165,0.906,0.927,271.9
"4000_1:1",4000,"1:1",2000,2000,121,"XPN",0.108799342105263,0.92575,0.9165,0.935,244.9
"500_2:1",500,"2:1",333,167,121,"XPN",0.0697956577266922,0.918,0.900900900900901,0.952095808383233,265.6
"1000_2:1",1000,"2:1",667,333,121,"XPN",0.0821240105540897,0.919,0.91304347826087,0.930930930930931,255.7
"2000_2:1",2000,"2:1",1333,667,121,"XPN",0.0860169491525424,0.9225,0.918979744936234,0.929535232383808,279.5
"4000_2:1",4000,"2:1",2667,1333,121,"XPN",0.130016447368421,0.92175,0.917510311211099,0.930232558139535,258.6
"500_4:1",500,"4:1",400,100,121,"XPN",0.0685823754789272,0.918,0.91,0.95,263.5
"1000_4:1",1000,"4:1",800,200,121,"XPN",0.0774406332453826,0.915,0.9075,0.945,260.7
"2000_4:1",2000,"4:1",1600,400,121,"XPN",0.0856638418079096,0.9185,0.916875,0.925,262.8
"4000_4:1",4000,"4:1",3200,800,121,"XPN",0.136677631578947,0.91825,0.9140625,0.935,253.2
