"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,132,"XPN",0.0265644955300128,0.948,0.928,0.968,261.8
"1000_1:1",1000,"1:1",500,500,132,"XPN",0.024934036939314,0.94,0.944,0.936,273.3
"2000_1:1",2000,"1:1",1000,1000,132,"XPN",0.0304378531073446,0.9545,0.959,0.95,281.3
"4000_1:1",4000,"1:1",2000,2000,132,"XPN",0.132483552631579,0.948,0.9605,0.9355,289.6
"500_2:1",500,"2:1",333,167,132,"XPN",0.025095785440613,0.952,0.93993993993994,0.976047904191617,260.4
"1000_2:1",1000,"2:1",667,333,132,"XPN",0.0244063324538259,0.945,0.946026986506747,0.942942942942943,273.4
"2000_2:1",2000,"2:1",1333,667,132,"XPN",0.0298728813559322,0.9505,0.95198799699925,0.947526236881559,269.6
"4000_2:1",4000,"2:1",2667,1333,132,"XPN",0.141118421052632,0.94525,0.95313085864267,0.929482370592648,288.4
"500_4:1",500,"4:1",400,100,132,"XPN",0.0260536398467433,0.952,0.9475,0.97,272.1
"1000_4:1",1000,"4:1",800,200,132,"XPN",0.0256596306068602,0.948,0.94875,0.945,273.8
"2000_4:1",2000,"4:1",1600,400,132,"XPN",0.0299435028248588,0.9445,0.946875,0.935,288.8
"4000_4:1",4000,"4:1",3200,800,132,"XPN",0.150575657894737,0.949,0.9553125,0.92375,263.8
