"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,183,"XPN",0.113537675606641,0.944,0.924,0.964,236.9
"1000_1:1",1000,"1:1",500,500,183,"XPN",0.11787598944591,0.921,0.922,0.92,248.8
"2000_1:1",2000,"1:1",1000,1000,183,"XPN",0.153813559322034,0.922,0.909,0.935,223
"4000_1:1",4000,"1:1",2000,2000,183,"XPN",0.155592105263158,0.91975,0.9215,0.918,219.7
"500_2:1",500,"2:1",333,167,183,"XPN",0.118582375478927,0.934,0.921921921921922,0.958083832335329,232.2
"1000_2:1",1000,"2:1",667,333,183,"XPN",0.123218997361478,0.916,0.91904047976012,0.90990990990991,261.9
"2000_2:1",2000,"2:1",1333,667,183,"XPN",0.165395480225989,0.908,0.900225056264066,0.923538230884558,212.8
"4000_2:1",4000,"2:1",2667,1333,183,"XPN",0.153289473684211,0.92925,0.935133108361455,0.917479369842461,204.4
"500_4:1",500,"4:1",400,100,183,"XPN",0.117432950191571,0.928,0.925,0.94,233.9
"1000_4:1",1000,"4:1",800,200,183,"XPN",0.120316622691293,0.926,0.9275,0.92,241.1
"2000_4:1",2000,"4:1",1600,400,183,"XPN",0.167725988700565,0.9085,0.90375,0.9275,218.3
"4000_4:1",4000,"4:1",3200,800,183,"XPN",0.163815789473684,0.9295,0.9340625,0.91125,231.3
