"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,102,"QN",0.0174329501915709,0.768,0.76,0.776,49.9
"500_1:1",500,"1:1",250,250,102,"Angel",0.0174329501915709,0.77,0.76,0.78,50.4
"500_1:1",500,"1:1",250,250,102,"TDM",0.00938697318007663,0.74,0.772,0.708,62.9
"500_1:1",500,"1:1",250,250,102,"MMR",0.0478927203065134,0.79,0.836,0.744,46.1
"500_1:1",500,"1:1",250,250,102,"ComBat",0.0596424010217114,0.902,0.872,0.932,52.2
"500_1:1",500,"1:1",250,250,102,"ComBat_seq",0.0399744572158365,0.878,0.892,0.864,84.6
"500_1:1",500,"1:1",250,250,102,"RNABC",0.0671136653895275,0.898,0.856,0.94,48.7
"500_1:1",500,"1:1",250,250,102,"limma",0.072477650063857,0.908,0.888,0.928,47.3
"500_1:1",500,"1:1",250,250,102,"MNN",0.0342911877394636,0.864,0.84,0.888,50.4
"1000_1:1",1000,"1:1",500,500,102,"QN",0.016688654353562,0.768,0.78,0.756,45.1
"1000_1:1",1000,"1:1",500,500,102,"Angel",0.016622691292876,0.769,0.78,0.758,46.5
"1000_1:1",1000,"1:1",500,500,102,"TDM",0.0095646437994723,0.744,0.784,0.704,60.3
"1000_1:1",1000,"1:1",500,500,102,"MMR",0.0462401055408971,0.792,0.87,0.714,44.6
"1000_1:1",1000,"1:1",500,500,102,"ComBat",0.0596965699208443,0.93,0.912,0.948,48.3
"1000_1:1",1000,"1:1",500,500,102,"ComBat_seq",0.0392480211081794,0.913,0.916,0.91,81.6
"1000_1:1",1000,"1:1",500,500,102,"RNABC",0.0639182058047493,0.923,0.894,0.952,45.4
"1000_1:1",1000,"1:1",500,500,102,"limma",0.0732189973614776,0.926,0.914,0.938,46.4
"1000_1:1",1000,"1:1",500,500,102,"MNN",0.0353562005277045,0.88,0.856,0.904,49.9
"2000_1:1",2000,"1:1",1000,1000,102,"QN",0.0180790960451977,0.7555,0.774,0.737,47.4
"2000_1:1",2000,"1:1",1000,1000,102,"Angel",0.0180084745762712,0.755,0.774,0.736,47.4
"2000_1:1",2000,"1:1",1000,1000,102,"TDM",0.00903954802259887,0.6695,0.776,0.563,61.3
"2000_1:1",2000,"1:1",1000,1000,102,"MMR",0.0438559322033898,0.7295,0.862,0.597,45.7
"2000_1:1",2000,"1:1",1000,1000,102,"ComBat",0.0628531073446328,0.8655,0.908,0.823,49.5
"2000_1:1",2000,"1:1",1000,1000,102,"ComBat_seq",0.0385593220338983,0.7975,0.918,0.677,84.1
"2000_1:1",2000,"1:1",1000,1000,102,"RNABC",0.0684322033898305,0.918,0.9,0.936,47.7
"2000_1:1",2000,"1:1",1000,1000,102,"limma",0.0788135593220339,0.9165,0.912,0.921,47.7
"2000_1:1",2000,"1:1",1000,1000,102,"MNN",0.0377824858757062,0.8825,0.876,0.889,52.7
"4000_1:1",4000,"1:1",2000,2000,102,"QN",0.0310032894736842,0.806,0.774,0.838,49.2
"4000_1:1",4000,"1:1",2000,2000,102,"Angel",0.0310032894736842,0.806,0.774,0.838,51
"4000_1:1",4000,"1:1",2000,2000,102,"TDM",0.00921052631578947,0.7165,0.7905,0.6425,65.1
"4000_1:1",4000,"1:1",2000,2000,102,"MMR",0.0442434210526316,0.744,0.8745,0.6135,46.6
"4000_1:1",4000,"1:1",2000,2000,102,"ComBat",0.0767269736842105,0.85925,0.9215,0.797,49.9
"4000_1:1",4000,"1:1",2000,2000,102,"ComBat_seq",0.0361019736842105,0.7955,0.93,0.661,79.5
"4000_1:1",4000,"1:1",2000,2000,102,"RNABC",0.121052631578947,0.9285,0.916,0.941,46.8
