"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,134,"XPN",0.0659642401021711,0.942,0.94,0.944,287.2
"1000_1:1",1000,"1:1",500,500,134,"XPN",0.0565303430079156,0.934,0.95,0.918,291.2
"2000_1:1",2000,"1:1",1000,1000,134,"XPN",0.0656073446327684,0.9425,0.95,0.935,282.3
"4000_1:1",4000,"1:1",2000,2000,134,"XPN",0.122697368421053,0.9385,0.95,0.927,251.8
"500_2:1",500,"2:1",333,167,134,"XPN",0.065389527458493,0.942,0.942942942942943,0.940119760479042,279.1
"1000_2:1",1000,"2:1",667,333,134,"XPN",0.0586411609498681,0.939,0.946026986506747,0.924924924924925,268.9
"2000_2:1",2000,"2:1",1333,667,134,"XPN",0.069138418079096,0.9465,0.947486871717929,0.944527736131934,293.6
"4000_2:1",4000,"2:1",2667,1333,134,"XPN",0.106578947368421,0.944,0.95575553055868,0.920480120030007,252.1
"500_4:1",500,"4:1",400,100,134,"XPN",0.0656449553001277,0.94,0.945,0.92,282.4
"1000_4:1",1000,"4:1",800,200,134,"XPN",0.0613456464379947,0.943,0.945,0.935,286
"2000_4:1",2000,"4:1",1600,400,134,"XPN",0.0564265536723164,0.9455,0.94625,0.9425,298
"4000_4:1",4000,"4:1",3200,800,134,"XPN",0.102384868421053,0.941,0.9484375,0.91125,267.1
