"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,192,"XPN",0.0558109833971903,0.952,0.928,0.976,209.5
"1000_1:1",1000,"1:1",500,500,192,"XPN",0.0566622691292876,0.931,0.926,0.936,225.4
"2000_1:1",2000,"1:1",1000,1000,192,"XPN",0.0621468926553672,0.945,0.933,0.957,232.7
"4000_1:1",4000,"1:1",2000,2000,192,"XPN",0.140625,0.93075,0.9305,0.931,219.4
"500_2:1",500,"2:1",333,167,192,"XPN",0.0623882503192848,0.94,0.927927927927928,0.964071856287425,210
"1000_2:1",1000,"2:1",667,333,192,"XPN",0.0611477572559367,0.935,0.935532233883059,0.933933933933934,227.6
"2000_2:1",2000,"2:1",1333,667,192,"XPN",0.067725988700565,0.9335,0.924981245311328,0.950524737631184,217.7
"4000_2:1",4000,"2:1",2667,1333,192,"XPN",0.174671052631579,0.93075,0.937382827146607,0.917479369842461,212.2
"500_4:1",500,"4:1",400,100,192,"XPN",0.0585568326947637,0.938,0.9325,0.96,210.2
"1000_4:1",1000,"4:1",800,200,192,"XPN",0.0577176781002639,0.929,0.93,0.925,224.7
"2000_4:1",2000,"4:1",1600,400,192,"XPN",0.078954802259887,0.9265,0.921875,0.945,226.7
"4000_4:1",4000,"4:1",3200,800,192,"XPN",0.199177631578947,0.932,0.9365625,0.91375,210
