"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,131,"QN",0.0172413793103448,0.794,0.8,0.788,73.7
"500_1:1",500,"1:1",250,250,131,"Angel",0.0174329501915709,0.794,0.8,0.788,77.2
"500_1:1",500,"1:1",250,250,131,"TDM",0.00581098339719029,0.744,0.684,0.804,96
"500_1:1",500,"1:1",250,250,131,"MMR",0.0199233716475096,0.816,0.74,0.892,72.7
"500_1:1",500,"1:1",250,250,131,"ComBat",0.0279693486590038,0.946,0.956,0.936,84.3
"500_1:1",500,"1:1",250,250,131,"ComBat_seq",0.0242656449553001,0.922,0.9,0.944,148.4
"500_1:1",500,"1:1",250,250,131,"RNABC",0.053639846743295,0.946,0.952,0.94,76.4
"500_1:1",500,"1:1",250,250,131,"limma",0.0348659003831418,0.942,0.944,0.94,67.6
"500_1:1",500,"1:1",250,250,131,"MNN",0.0857598978288633,0.744,0.8,0.688,75.5
"1000_1:1",1000,"1:1",500,500,131,"QN",0.0217678100263852,0.78,0.802,0.758,67.6
"1000_1:1",1000,"1:1",500,500,131,"Angel",0.0216358839050132,0.78,0.802,0.758,74.3
"1000_1:1",1000,"1:1",500,500,131,"TDM",0.00547493403693931,0.753,0.698,0.808,89.6
"1000_1:1",1000,"1:1",500,500,131,"MMR",0.0197889182058048,0.814,0.758,0.87,72.8
"1000_1:1",1000,"1:1",500,500,131,"ComBat",0.028957783641161,0.942,0.95,0.934,68.6
"1000_1:1",1000,"1:1",500,500,131,"ComBat_seq",0.0241424802110818,0.924,0.908,0.94,140.2
"1000_1:1",1000,"1:1",500,500,131,"RNABC",0.0674142480211082,0.94,0.948,0.932,76.6
"1000_1:1",1000,"1:1",500,500,131,"limma",0.0362796833773087,0.939,0.942,0.936,67.4
"1000_1:1",1000,"1:1",500,500,131,"MNN",0.146437994722955,0.607,0.58,0.634,76.1
"2000_1:1",2000,"1:1",1000,1000,131,"QN",0.0355225988700565,0.751,0.775,0.727,67.9
"2000_1:1",2000,"1:1",1000,1000,131,"Angel",0.0355225988700565,0.7505,0.775,0.726,71.5
"2000_1:1",2000,"1:1",1000,1000,131,"TDM",0.00501412429378531,0.701,0.683,0.719,90.4
"2000_1:1",2000,"1:1",1000,1000,131,"MMR",0.019138418079096,0.7445,0.748,0.741,69.7
"2000_1:1",2000,"1:1",1000,1000,131,"ComBat",0.0350988700564972,0.8895,0.947,0.832,68.2
"2000_1:1",2000,"1:1",1000,1000,131,"ComBat_seq",0.0240819209039548,0.816,0.896,0.736,138.8
"2000_1:1",2000,"1:1",1000,1000,131,"RNABC",0.0875,0.9225,0.947,0.898,76.5
"2000_1:1",2000,"1:1",1000,1000,131,"limma",0.0445621468926554,0.9435,0.946,0.941,66.6
"2000_1:1",2000,"1:1",1000,1000,131,"MNN",0.101059322033898,0.7385,0.759,0.718,77.3
"4000_1:1",4000,"1:1",2000,2000,131,"QN",0.0158717105263158,0.78025,0.765,0.7955,68.2
"4000_1:1",4000,"1:1",2000,2000,131,"Angel",0.0157072368421053,0.78025,0.765,0.7955,70.9
"4000_1:1",4000,"1:1",2000,2000,131,"TDM",0.0046875,0.693,0.682,0.704,91.2
"4000_1:1",4000,"1:1",2000,2000,131,"MMR",0.0194078947368421,0.732,0.758,0.706,68
"4000_1:1",4000,"1:1",2000,2000,131,"ComBat",0.0633223684210526,0.86825,0.9465,0.79,71.3
"4000_1:1",4000,"1:1",2000,2000,131,"ComBat_seq",0.0253289473684211,0.79725,0.904,0.6905,142.8
"4000_1:1",4000,"1:1",2000,2000,131,"RNABC",0.0555098684210526,0.939,0.9465,0.9315,75.3
"4000_1:1",4000,"1:1",2000,2000,131,"limma",0.0756578947368421,0.936,0.9395,0.9325,68.7
"4000_1:1",4000,"1:1",2000,2000,131,"MNN",0.179358552631579,0.6695,0.675,0.664,80.2
"500_2:1",500,"2:1",333,167,131,"QN",0.0143039591315453,0.788,0.786786786786787,0.790419161676647,67.3
"500_2:1",500,"2:1",333,167,131,"Angel",0.0143039591315453,0.788,0.786786786786787,0.790419161676647,71.7
"500_2:1",500,"2:1",333,167,131,"TDM",0.00581098339719029,0.734,0.702702702702703,0.796407185628742,87.6
"500_2:1",500,"2:1",333,167,131,"MMR",0.0199233716475096,0.798,0.753753753753754,0.88622754491018,70.3
"500_2:1",500,"2:1",333,167,131,"ComBat",0.0317369093231162,0.934,0.936936936936937,0.92814371257485,70.9
"500_2:1",500,"2:1",333,167,131,"ComBat_seq",0.0247765006385696,0.914,0.897897897897898,0.946107784431138,138.5
"500_2:1",500,"2:1",333,167,131,"RNABC",0.0474457215836526,0.942,0.945945945945946,0.934131736526946,75.6
"500_2:1",500,"2:1",333,167,131,"limma",0.0393358876117497,0.932,0.930930930930931,0.934131736526946,66.8
"500_2:1",500,"2:1",333,167,131,"MNN",0.208365261813538,0.738,0.780780780780781,0.652694610778443,75.2
"1000_2:1",1000,"2:1",667,333,131,"QN",0.0158311345646438,0.778,0.778110944527736,0.777777777777778,69
"1000_2:1",1000,"2:1",667,333,131,"Angel",0.0158311345646438,0.778,0.778110944527736,0.777777777777778,71.5
"1000_2:1",1000,"2:1",667,333,131,"TDM",0.00560686015831135,0.717,0.674662668665667,0.801801801801802,87.9
"1000_2:1",1000,"2:1",667,333,131,"MMR",0.0197229551451187,0.788,0.749625187406297,0.864864864864865,68.6
"1000_2:1",1000,"2:1",667,333,131,"ComBat",0.0381926121372032,0.938,0.941529235382309,0.930930930930931,71
"1000_2:1",1000,"2:1",667,333,131,"ComBat_seq",0.024934036939314,0.91,0.893553223388306,0.942942942942943,125.8
"1000_2:1",1000,"2:1",667,333,131,"RNABC",0.0550791556728232,0.941,0.944527736131934,0.933933933933934,77.6
"1000_2:1",1000,"2:1",667,333,131,"limma",0.0453825857519789,0.939,0.940029985007496,0.936936936936937,68.6
"1000_2:1",1000,"2:1",667,333,131,"MNN",0.108707124010554,0.824,0.83208395802099,0.807807807807808,77.3
"2000_2:1",2000,"2:1",1333,667,131,"QN",0.0154661016949153,0.769,0.747936984246061,0.811094452773613,68.2
"2000_2:1",2000,"2:1",1333,667,131,"Angel",0.0154661016949153,0.769,0.747936984246061,0.811094452773613,70.4
"2000_2:1",2000,"2:1",1333,667,131,"TDM",0.00557909604519774,0.6965,0.68417104276069,0.721139430284858,88
"2000_2:1",2000,"2:1",1333,667,131,"MMR",0.0194209039548023,0.7485,0.750937734433608,0.743628185907046,70.5
"2000_2:1",2000,"2:1",1333,667,131,"ComBat",0.0685028248587571,0.908,0.935483870967742,0.853073463268366,69.6
"2000_2:1",2000,"2:1",1333,667,131,"ComBat_seq",0.0252824858757062,0.842,0.891972993248312,0.742128935532234,126.5
"2000_2:1",2000,"2:1",1333,667,131,"RNABC",0.0543785310734463,0.943,0.942985746436609,0.943028485757121,76
"2000_2:1",2000,"2:1",1333,667,131,"limma",0.0733050847457627,0.9375,0.932483120780195,0.947526236881559,66.4
"2000_2:1",2000,"2:1",1333,667,131,"MNN",0.131567796610169,0.66,0.644411102775694,0.691154422788606,78.2
"4000_2:1",4000,"2:1",2667,1333,131,"QN",0.220559210526316,0.78325,0.746156730408699,0.857464366091523,67.9
"4000_2:1",4000,"2:1",2667,1333,131,"Angel",0.220065789473684,0.78325,0.746156730408699,0.857464366091523,70.9
"4000_2:1",4000,"2:1",2667,1333,131,"TDM",0.00452302631578947,0.70925,0.714285714285714,0.699174793698425,89.3
"4000_2:1",4000,"2:1",2667,1333,131,"MMR",0.0194078947368421,0.764,0.79002624671916,0.711927981995499,70.5
"4000_2:1",4000,"2:1",2667,1333,131,"ComBat",0.186266447368421,0.89975,0.937007874015748,0.825206301575394,71.2
"4000_2:1",4000,"2:1",2667,1333,131,"ComBat_seq",0.0284539473684211,0.83875,0.912260967379078,0.691672918229557,124.5
"4000_2:1",4000,"2:1",2667,1333,131,"RNABC",0.358634868421053,0.94525,0.949756280464942,0.936234058514629,67.9
"4000_2:1",4000,"2:1",2667,1333,131,"limma",0.193585526315789,0.936,0.932133483314586,0.943735933983496,62.6
"4000_2:1",4000,"2:1",2667,1333,131,"MNN",0.277467105263158,0.6895,0.681664791901012,0.705176294073518,67.1
"500_4:1",500,"4:1",400,100,131,"QN",0.0127713920817369,0.794,0.8,0.77,67.1
"500_4:1",500,"4:1",400,100,131,"Angel",0.0124521072796935,0.794,0.8,0.77,64.2
"500_4:1",500,"4:1",400,100,131,"TDM",0.00581098339719029,0.718,0.705,0.77,83.2
"500_4:1",500,"4:1",400,100,131,"MMR",0.0199233716475096,0.786,0.7675,0.86,62.6
"500_4:1",500,"4:1",400,100,131,"ComBat",0.036845466155811,0.936,0.9425,0.91,63.1
"500_4:1",500,"4:1",400,100,131,"ComBat_seq",0.0251596424010217,0.896,0.8925,0.91,116.5
"500_4:1",500,"4:1",400,100,131,"RNABC",0.043933588761175,0.938,0.945,0.91,62.3
"500_4:1",500,"4:1",400,100,131,"limma",0.0434865900383142,0.93,0.935,0.91,62.6
"500_4:1",500,"4:1",400,100,131,"MNN",0.0388250319284802,0.85,0.8575,0.82,68
"1000_4:1",1000,"4:1",800,200,131,"QN",0.0141820580474934,0.766,0.76125,0.785,61.5
"1000_4:1",1000,"4:1",800,200,131,"Angel",0.0141820580474934,0.766,0.76125,0.785,65.1
"1000_4:1",1000,"4:1",800,200,131,"TDM",0.00573878627968338,0.7,0.67125,0.815,79.4
"1000_4:1",1000,"4:1",800,200,131,"MMR",0.0197229551451187,0.77,0.74125,0.885,64.8
"1000_4:1",1000,"4:1",800,200,131,"ComBat",0.0502638522427441,0.938,0.9375,0.94,64.2
"1000_4:1",1000,"4:1",800,200,131,"ComBat_seq",0.0253957783641161,0.898,0.8925,0.92,117
"1000_4:1",1000,"4:1",800,200,131,"RNABC",0.0527704485488127,0.942,0.94375,0.935,67.2
"1000_4:1",1000,"4:1",800,200,131,"limma",0.0552770448548813,0.936,0.93375,0.945,64
"1000_4:1",1000,"4:1",800,200,131,"MNN",0.0650395778364116,0.819,0.80875,0.86,66.5
"2000_4:1",2000,"4:1",1600,400,131,"QN",0.0391949152542373,0.7625,0.735625,0.87,61.6
"2000_4:1",2000,"4:1",1600,400,131,"Angel",0.0391949152542373,0.7625,0.735625,0.87,62.8
"2000_4:1",2000,"4:1",1600,400,131,"TDM",0.00557909604519774,0.697,0.685625,0.7425,85.7
"2000_4:1",2000,"4:1",1600,400,131,"MMR",0.0194915254237288,0.756,0.754375,0.7625,61
"2000_4:1",2000,"4:1",1600,400,131,"ComBat",0.112005649717514,0.9205,0.93125,0.8775,66.9
"2000_4:1",2000,"4:1",1600,400,131,"ComBat_seq",0.0274717514124294,0.8715,0.900625,0.755,119.5
"2000_4:1",2000,"4:1",1600,400,131,"RNABC",0.101483050847458,0.948,0.944375,0.9625,62.3
"2000_4:1",2000,"4:1",1600,400,131,"limma",0.117867231638418,0.9355,0.925625,0.975,61
"2000_4:1",2000,"4:1",1600,400,131,"MNN",0.174858757062147,0.6465,0.629375,0.715,68.5
"4000_4:1",4000,"4:1",3200,800,131,"QN",0.395476973684211,0.7485,0.72125,0.8575,58.9
"4000_4:1",4000,"4:1",3200,800,131,"Angel",0.395476973684211,0.7485,0.72125,0.8575,64.5
"4000_4:1",4000,"4:1",3200,800,131,"TDM",0.00493421052631579,0.709,0.721875,0.6575,79.8
"4000_4:1",4000,"4:1",3200,800,131,"MMR",0.0191611842105263,0.76975,0.790625,0.68625,62.8
"4000_4:1",4000,"4:1",3200,800,131,"ComBat",0.270723684210526,0.90625,0.9221875,0.8425,62.6
"4000_4:1",4000,"4:1",3200,800,131,"ComBat_seq",0.0315789473684211,0.86625,0.9146875,0.6725,115.6
"4000_4:1",4000,"4:1",3200,800,131,"RNABC",0.467023026315789,0.944,0.946875,0.9325,64.7
"4000_4:1",4000,"4:1",3200,800,131,"limma",0.279440789473684,0.92425,0.915625,0.95875,62.3
"4000_4:1",4000,"4:1",3200,800,131,"MNN",0.360855263157895,0.7065,0.700625,0.73,66.2
