"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,153,"XPN",0.146487867177522,0.912,0.916,0.908,270.3
"1000_1:1",1000,"1:1",500,500,153,"XPN",0.143799472295515,0.907,0.926,0.888,281.8
"2000_1:1",2000,"1:1",1000,1000,153,"XPN",0.124929378531073,0.915,0.919,0.911,274.3
"4000_1:1",4000,"1:1",2000,2000,153,"XPN",0.174424342105263,0.9195,0.9315,0.9075,271.5
"500_2:1",500,"2:1",333,167,153,"XPN",0.146743295019157,0.914,0.915915915915916,0.910179640718563,281
"1000_2:1",1000,"2:1",667,333,153,"XPN",0.141160949868074,0.916,0.926536731634183,0.894894894894895,274.6
"2000_2:1",2000,"2:1",1333,667,153,"XPN",0.115395480225989,0.924,0.924981245311328,0.922038980509745,281.1
"4000_2:1",4000,"2:1",2667,1333,153,"XPN",0.256825657894737,0.92475,0.937757780277465,0.898724681170293,255.6
"500_4:1",500,"4:1",400,100,153,"XPN",0.148148148148148,0.914,0.92,0.89,275.1
"1000_4:1",1000,"4:1",800,200,153,"XPN",0.139313984168865,0.914,0.91875,0.895,281.4
"2000_4:1",2000,"4:1",1600,400,153,"XPN",0.112853107344633,0.925,0.924375,0.9275,276
"4000_4:1",4000,"4:1",3200,800,153,"XPN",0.234950657894737,0.92875,0.934375,0.90625,257.6
