"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,164,"QN",0.010727969348659,0.794,0.8,0.788,53.5
"500_1:1",500,"1:1",250,250,164,"Angel",0.010727969348659,0.796,0.8,0.792,52.9
"500_1:1",500,"1:1",250,250,164,"TDM",0.0115581098339719,0.76,0.844,0.676,65.4
"500_1:1",500,"1:1",250,250,164,"MMR",0.0825670498084291,0.804,0.872,0.736,52.8
"500_1:1",500,"1:1",250,250,164,"ComBat",0.0482120051085568,0.934,0.92,0.948,59.1
"500_1:1",500,"1:1",250,250,164,"ComBat_seq",0.0408684546615581,0.924,0.948,0.9,98.1
"500_1:1",500,"1:1",250,250,164,"RNABC",0.0547892720306513,0.936,0.928,0.944,54.7
"500_1:1",500,"1:1",250,250,164,"limma",0.0581098339719029,0.936,0.924,0.948,52.4
"500_1:1",500,"1:1",250,250,164,"MNN",0.0384418901660281,0.77,0.868,0.672,55.4
"1000_1:1",1000,"1:1",500,500,164,"QN",0.0114116094986807,0.791,0.798,0.784,51.1
"1000_1:1",1000,"1:1",500,500,164,"Angel",0.0114116094986807,0.791,0.798,0.784,53.1
"1000_1:1",1000,"1:1",500,500,164,"TDM",0.0114116094986807,0.762,0.852,0.672,64.6
"1000_1:1",1000,"1:1",500,500,164,"MMR",0.0815963060686016,0.818,0.886,0.75,51.6
"1000_1:1",1000,"1:1",500,500,164,"ComBat",0.0467018469656992,0.945,0.936,0.954,53.5
"1000_1:1",1000,"1:1",500,500,164,"ComBat_seq",0.0402374670184697,0.93,0.956,0.904,95.2
"1000_1:1",1000,"1:1",500,500,164,"RNABC",0.0517810026385224,0.947,0.946,0.948,53.4
"1000_1:1",1000,"1:1",500,500,164,"limma",0.0558047493403694,0.941,0.936,0.946,53.3
"1000_1:1",1000,"1:1",500,500,164,"MNN",0.0502638522427441,0.742,0.86,0.624,56.1
"2000_1:1",2000,"1:1",1000,1000,164,"QN",0.0155367231638418,0.756,0.76,0.752,52.6
"2000_1:1",2000,"1:1",1000,1000,164,"Angel",0.0155367231638418,0.756,0.76,0.752,54.3
"2000_1:1",2000,"1:1",1000,1000,164,"TDM",0.0110875706214689,0.713,0.824,0.602,66.8
"2000_1:1",2000,"1:1",1000,1000,164,"MMR",0.081638418079096,0.748,0.872,0.624,50.7
"2000_1:1",2000,"1:1",1000,1000,164,"ComBat",0.0481638418079096,0.887,0.916,0.858,55.7
"2000_1:1",2000,"1:1",1000,1000,164,"ComBat_seq",0.0406779661016949,0.82,0.938,0.702,96.1
"2000_1:1",2000,"1:1",1000,1000,164,"RNABC",0.048728813559322,0.934,0.93,0.938,53.1
"2000_1:1",2000,"1:1",1000,1000,164,"limma",0.0574858757062147,0.929,0.912,0.946,53.5
"2000_1:1",2000,"1:1",1000,1000,164,"MNN",0.0645480225988701,0.7365,0.812,0.661,55.3
"4000_1:1",4000,"1:1",2000,2000,164,"QN",0.0123355263157895,0.797,0.7555,0.8385,53.8
"4000_1:1",4000,"1:1",2000,2000,164,"Angel",0.0123355263157895,0.797,0.7555,0.8385,53.7
"4000_1:1",4000,"1:1",2000,2000,164,"TDM",0.0111842105263158,0.728,0.816,0.64,66.9
"4000_1:1",4000,"1:1",2000,2000,164,"MMR",0.0817434210526316,0.75275,0.885,0.6205,51.2
"4000_1:1",4000,"1:1",2000,2000,164,"ComBat",0.0515625,0.8695,0.914,0.825,55.2
"4000_1:1",4000,"1:1",2000,2000,164,"ComBat_seq",0.0404605263157895,0.80075,0.9395,0.662,95.1
"4000_1:1",4000,"1:1",2000,2000,164,"RNABC",0.0680921052631579,0.93825,0.932,0.9445,50.6
"4000_1:1",4000,"1:1",2000,2000,164,"limma",0.0668585526315789,0.92975,0.9085,0.951,52.2
"4000_1:1",4000,"1:1",2000,2000,164,"MNN",0.237088815789474,0.7765,0.842,0.711,54
"500_2:1",500,"2:1",333,167,164,"QN",0.0102809706257982,0.792,0.795795795795796,0.784431137724551,49.7
"500_2:1",500,"2:1",333,167,164,"Angel",0.0102171136653895,0.794,0.795795795795796,0.790419161676647,54.2
"500_2:1",500,"2:1",333,167,164,"TDM",0.0116858237547893,0.782,0.858858858858859,0.62874251497006,64.5
"500_2:1",500,"2:1",333,167,164,"MMR",0.0826309067688378,0.836,0.882882882882883,0.74251497005988,49.8
"500_2:1",500,"2:1",333,167,164,"ComBat",0.0469987228607918,0.938,0.930930930930931,0.952095808383233,53.2
"500_2:1",500,"2:1",333,167,164,"ComBat_seq",0.0406130268199234,0.936,0.951951951951952,0.904191616766467,90.3
"500_2:1",500,"2:1",333,167,164,"RNABC",0.0508939974457216,0.936,0.933933933933934,0.940119760479042,50
"500_2:1",500,"2:1",333,167,164,"limma",0.0565772669220945,0.93,0.924924924924925,0.940119760479042,47.3
"500_2:1",500,"2:1",333,167,164,"MNN",0.0399106002554278,0.776,0.855855855855856,0.616766467065868,51
"1000_2:1",1000,"2:1",667,333,164,"QN",0.0100923482849604,0.781,0.766116941529235,0.810810810810811,47.5
"1000_2:1",1000,"2:1",667,333,164,"Angel",0.0101583113456464,0.781,0.766116941529235,0.810810810810811,48
"1000_2:1",1000,"2:1",667,333,164,"TDM",0.0114116094986807,0.781,0.827586206896552,0.687687687687688,60
"1000_2:1",1000,"2:1",667,333,164,"MMR",0.0816622691292876,0.837,0.877061469265367,0.756756756756757,45.3
