"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,156,"QN",0.0070242656449553,0.782,0.764,0.8,59.5
"500_1:1",500,"1:1",250,250,156,"Angel",0.0070242656449553,0.784,0.764,0.804,60.3
"500_1:1",500,"1:1",250,250,156,"TDM",0.00197956577266922,0.742,0.692,0.792,73.3
"500_1:1",500,"1:1",250,250,156,"MMR",0.00810983397190294,0.832,0.78,0.884,57.8
"500_1:1",500,"1:1",250,250,156,"ComBat",0.014176245210728,0.948,0.924,0.972,65.2
"500_1:1",500,"1:1",250,250,156,"ComBat_seq",0.00472541507024266,0.936,0.916,0.956,107
"500_1:1",500,"1:1",250,250,156,"RNABC",0.0186462324393359,0.946,0.916,0.976,61
"500_1:1",500,"1:1",250,250,156,"limma",0.0199872286079183,0.948,0.928,0.968,58.2
"500_1:1",500,"1:1",250,250,156,"MNN",0.0312899106002554,0.876,0.88,0.872,62.8
"1000_1:1",1000,"1:1",500,500,156,"QN",0.00949868073878628,0.779,0.776,0.782,57.4
"1000_1:1",1000,"1:1",500,500,156,"Angel",0.00949868073878628,0.779,0.776,0.782,59.7
"1000_1:1",1000,"1:1",500,500,156,"TDM",0.00178100263852243,0.748,0.736,0.76,73
"1000_1:1",1000,"1:1",500,500,156,"MMR",0.00798153034300792,0.808,0.77,0.846,56.5
"1000_1:1",1000,"1:1",500,500,156,"ComBat",0.0151715039577836,0.942,0.942,0.942,60.5
"1000_1:1",1000,"1:1",500,500,156,"ComBat_seq",0.00474934036939314,0.929,0.936,0.922,107.1
"1000_1:1",1000,"1:1",500,500,156,"RNABC",0.0243403693931398,0.937,0.936,0.938,63.7
"1000_1:1",1000,"1:1",500,500,156,"limma",0.020910290237467,0.945,0.946,0.944,65.1
"1000_1:1",1000,"1:1",500,500,156,"MNN",0.0327836411609499,0.869,0.894,0.844,66.7
"2000_1:1",2000,"1:1",1000,1000,156,"QN",0.0160310734463277,0.755,0.777,0.733,64.1
"2000_1:1",2000,"1:1",1000,1000,156,"Angel",0.0161016949152542,0.7555,0.777,0.734,64.3
"2000_1:1",2000,"1:1",1000,1000,156,"TDM",0.00176553672316384,0.711,0.741,0.681,79.4
