"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,126,"XPN",0.0355044699872286,0.94,0.916,0.964,327.7
"1000_1:1",1000,"1:1",500,500,126,"XPN",0.0395778364116095,0.954,0.942,0.966,284.9
"2000_1:1",2000,"1:1",1000,1000,126,"XPN",0.0367231638418079,0.9475,0.941,0.954,272.7
"4000_1:1",4000,"1:1",2000,2000,126,"XPN",0.100493421052632,0.95125,0.9465,0.956,270.7
"500_2:1",500,"2:1",333,167,126,"XPN",0.0369731800766284,0.94,0.930930930930931,0.958083832335329,286.5
"1000_2:1",1000,"2:1",667,333,126,"XPN",0.0354881266490765,0.951,0.938530734632684,0.975975975975976,272.5
"2000_2:1",2000,"2:1",1333,667,126,"XPN",0.0400423728813559,0.9465,0.944486121530383,0.950524737631184,296.9
"4000_2:1",4000,"2:1",2667,1333,126,"XPN",0.106743421052632,0.943,0.940007499062617,0.948987246811703,288.4
"500_4:1",500,"4:1",400,100,126,"XPN",0.0366538952745849,0.946,0.945,0.95,299.8
"1000_4:1",1000,"4:1",800,200,126,"XPN",0.0384564643799472,0.954,0.9475,0.98,276.8
"2000_4:1",2000,"4:1",1600,400,126,"XPN",0.0432909604519774,0.944,0.93875,0.965,306.6
"4000_4:1",4000,"4:1",3200,800,126,"XPN",0.0953947368421053,0.936,0.9315625,0.95375,284.9
