"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,143,"XPN",0.0262452107279693,0.944,0.948,0.94,266.4
"1000_1:1",1000,"1:1",500,500,143,"XPN",0.0304749340369393,0.944,0.96,0.928,274.7
"2000_1:1",2000,"1:1",1000,1000,143,"XPN",0.0240819209039548,0.951,0.965,0.937,262.3
"4000_1:1",4000,"1:1",2000,2000,143,"XPN",0.0436677631578947,0.9335,0.9555,0.9115,291.8
"500_2:1",500,"2:1",333,167,143,"XPN",0.0268199233716475,0.956,0.954954954954955,0.958083832335329,256.6
"1000_2:1",1000,"2:1",667,333,143,"XPN",0.025197889182058,0.951,0.956521739130435,0.93993993993994,270.3
"2000_2:1",2000,"2:1",1333,667,143,"XPN",0.0277542372881356,0.9575,0.960240060015004,0.952023988005997,266.7
"4000_2:1",4000,"2:1",2667,1333,143,"XPN",0.0350328947368421,0.9445,0.955380577427822,0.922730682670668,276.3
"500_4:1",500,"4:1",400,100,143,"XPN",0.0253512132822478,0.954,0.955,0.95,268.1
"1000_4:1",1000,"4:1",800,200,143,"XPN",0.0253298153034301,0.959,0.96125,0.95,263.4
"2000_4:1",2000,"4:1",1600,400,143,"XPN",0.0367937853107345,0.956,0.956875,0.9525,268.5
"4000_4:1",4000,"4:1",3200,800,143,"XPN",0.0765625,0.93575,0.9484375,0.885,280.1
