"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,174,"XPN",0.0320561941251596,0.958,0.936,0.98,205.6
"1000_1:1",1000,"1:1",500,500,174,"XPN",0.0312005277044855,0.948,0.94,0.956,198.5
"2000_1:1",2000,"1:1",1000,1000,174,"XPN",0.0334745762711864,0.947,0.939,0.955,215.2
"4000_1:1",4000,"1:1",2000,2000,174,"XPN",0.0664473684210526,0.939,0.9365,0.9415,213.5
"500_2:1",500,"2:1",333,167,174,"XPN",0.0326309067688378,0.948,0.936936936936937,0.970059880239521,207.7
"1000_2:1",1000,"2:1",667,333,174,"XPN",0.033179419525066,0.953,0.943028485757121,0.972972972972973,206.6
"2000_2:1",2000,"2:1",1333,667,174,"XPN",0.0389124293785311,0.943,0.938484621155289,0.952023988005997,216.8
"4000_2:1",4000,"2:1",2667,1333,174,"XPN",0.0622532894736842,0.94275,0.946756655418073,0.934733683420855,214.1
"500_4:1",500,"4:1",400,100,174,"XPN",0.0323754789272031,0.94,0.9325,0.97,195.4
"1000_4:1",1000,"4:1",800,200,174,"XPN",0.0327836411609499,0.95,0.945,0.97,206.3
"2000_4:1",2000,"4:1",1600,400,174,"XPN",0.0383474576271186,0.942,0.940625,0.9475,206.6
"4000_4:1",4000,"4:1",3200,800,174,"XPN",0.0498355263157895,0.94,0.94125,0.935,214
