"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,114,"QN",0.0253512132822478,0.79,0.784,0.796,42.3
"500_1:1",500,"1:1",250,250,114,"Angel",0.0252873563218391,0.792,0.784,0.8,43.4
"500_1:1",500,"1:1",250,250,114,"TDM",0.0180715197956577,0.76,0.688,0.832,54.5
"500_1:1",500,"1:1",250,250,114,"MMR",0.110791826309068,0.796,0.708,0.884,41.1
"500_1:1",500,"1:1",250,250,114,"ComBat",0.0664750957854406,0.926,0.924,0.928,48.8
"500_1:1",500,"1:1",250,250,114,"ComBat_seq",0.0594508301404853,0.896,0.872,0.92,76.4
"500_1:1",500,"1:1",250,250,114,"RNABC",0.0726053639846743,0.93,0.94,0.92,41.9
"500_1:1",500,"1:1",250,250,114,"limma",0.0794380587484036,0.932,0.924,0.94,39.9
"500_1:1",500,"1:1",250,250,114,"MNN",0.15823754789272,0.796,0.796,0.796,44.7
"1000_1:1",1000,"1:1",500,500,114,"QN",0.0318601583113456,0.785,0.786,0.784,39.7
"1000_1:1",1000,"1:1",500,500,114,"Angel",0.0318601583113456,0.785,0.786,0.784,41.1
"1000_1:1",1000,"1:1",500,500,114,"TDM",0.0180079155672823,0.739,0.694,0.784,53.3
"1000_1:1",1000,"1:1",500,500,114,"MMR",0.10976253298153,0.787,0.736,0.838,40.6
"1000_1:1",1000,"1:1",500,500,114,"ComBat",0.0678759894459103,0.908,0.918,0.898,42.3
"1000_1:1",1000,"1:1",500,500,114,"ComBat_seq",0.0589709762532982,0.886,0.88,0.892,74.9
"1000_1:1",1000,"1:1",500,500,114,"RNABC",0.0800791556728232,0.911,0.936,0.886,40.4
"1000_1:1",1000,"1:1",500,500,114,"limma",0.0804749340369393,0.914,0.92,0.908,41.6
"1000_1:1",1000,"1:1",500,500,114,"MNN",0.244261213720317,0.798,0.798,0.798,47.8
"2000_1:1",2000,"1:1",1000,1000,114,"QN",0.046680790960452,0.755,0.769,0.741,51
"2000_1:1",2000,"1:1",1000,1000,114,"Angel",0.0463983050847458,0.756,0.77,0.742,49.8
"2000_1:1",2000,"1:1",1000,1000,114,"TDM",0.0180790960451977,0.715,0.686,0.744,64
"2000_1:1",2000,"1:1",1000,1000,114,"MMR",0.107415254237288,0.7405,0.729,0.752,47.4
"2000_1:1",2000,"1:1",1000,1000,114,"ComBat",0.0762005649717514,0.8795,0.922,0.837,51.6
"2000_1:1",2000,"1:1",1000,1000,114,"ComBat_seq",0.0582627118644068,0.808,0.894,0.722,83.9
"2000_1:1",2000,"1:1",1000,1000,114,"RNABC",0.0889124293785311,0.9185,0.929,0.908,53.7
"2000_1:1",2000,"1:1",1000,1000,114,"limma",0.0907485875706215,0.925,0.921,0.929,49
"2000_1:1",2000,"1:1",1000,1000,114,"MNN",0.145409604519774,0.802,0.814,0.79,55.4
"4000_1:1",4000,"1:1",2000,2000,114,"QN",0.0233552631578947,0.77675,0.7595,0.794,49.6
"4000_1:1",4000,"1:1",2000,2000,114,"Angel",0.0234375,0.777,0.759,0.795,51.5
"4000_1:1",4000,"1:1",2000,2000,114,"TDM",0.0172697368421053,0.71775,0.6955,0.74,64.4
"4000_1:1",4000,"1:1",2000,2000,114,"MMR",0.1078125,0.72575,0.752,0.6995,50.9
"4000_1:1",4000,"1:1",2000,2000,114,"ComBat",0.106167763157895,0.85825,0.913,0.8035,50
"4000_1:1",4000,"1:1",2000,2000,114,"ComBat_seq",0.0623355263157895,0.78275,0.8885,0.677,83.4
"4000_1:1",4000,"1:1",2000,2000,114,"RNABC",0.0935032894736842,0.92575,0.9265,0.925,49.8
"4000_1:1",4000,"1:1",2000,2000,114,"limma",0.123848684210526,0.9225,0.912,0.933,50.3
"4000_1:1",4000,"1:1",2000,2000,114,"MNN",0.312253289473684,0.68925,0.706,0.6725,48.3
"500_2:1",500,"2:1",333,167,114,"QN",0.0215836526181354,0.776,0.783783783783784,0.760479041916168,46.6
"500_2:1",500,"2:1",333,167,114,"Angel",0.0218390804597701,0.778,0.783783783783784,0.766467065868264,43.3
"500_2:1",500,"2:1",333,167,114,"TDM",0.0180715197956577,0.722,0.687687687687688,0.790419161676647,53.9
"500_2:1",500,"2:1",333,167,114,"MMR",0.11066411238825,0.78,0.732732732732733,0.874251497005988,38.1
"500_2:1",500,"2:1",333,167,114,"ComBat",0.0727330779054917,0.92,0.915915915915916,0.92814371257485,41.6
"500_2:1",500,"2:1",333,167,114,"ComBat_seq",0.0604086845466156,0.9,0.885885885885886,0.92814371257485,77.4
"500_2:1",500,"2:1",333,167,114,"RNABC",0.0713920817369093,0.926,0.927927927927928,0.922155688622755,46.5
"500_2:1",500,"2:1",333,167,114,"limma",0.0865261813537676,0.918,0.912912912912913,0.92814371257485,43
"500_2:1",500,"2:1",333,167,114,"MNN",0.113729246487867,0.632,0.660660660660661,0.574850299401198,46.5
"1000_2:1",1000,"2:1",667,333,114,"QN",0.0237467018469657,0.766,0.749625187406297,0.798798798798799,43.3
"1000_2:1",1000,"2:1",667,333,114,"Angel",0.0238126649076517,0.766,0.749625187406297,0.798798798798799,45.3
"1000_2:1",1000,"2:1",667,333,114,"TDM",0.0176781002638522,0.721,0.680659670164918,0.801801801801802,57.9
"1000_2:1",1000,"2:1",667,333,114,"MMR",0.10976253298153,0.758,0.72263868065967,0.828828828828829,42.4
"1000_2:1",1000,"2:1",667,333,114,"ComBat",0.0815303430079156,0.915,0.917541229385307,0.90990990990991,44.7
"1000_2:1",1000,"2:1",667,333,114,"ComBat_seq",0.0616754617414248,0.887,0.87856071964018,0.903903903903904,76.3
"1000_2:1",1000,"2:1",667,333,114,"RNABC",0.0767810026385224,0.912,0.92503748125937,0.885885885885886,44.7
"1000_2:1",1000,"2:1",667,333,114,"limma",0.0951846965699208,0.914,0.916041979010495,0.90990990990991,43.9
"1000_2:1",1000,"2:1",667,333,114,"MNN",0.225593667546174,0.698,0.719640179910045,0.654654654654655,47.9
"2000_2:1",2000,"2:1",1333,667,114,"QN",0.0252118644067797,0.773,0.749437359339835,0.820089955022489,44.3
"2000_2:1",2000,"2:1",1333,667,114,"Angel",0.0251412429378531,0.773,0.749437359339835,0.820089955022489,45.4
