"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,172,"QN",0.0165389527458493,0.786,0.796,0.776,57.3
"500_1:1",500,"1:1",250,250,172,"Angel",0.016602809706258,0.786,0.796,0.776,58.3
"500_1:1",500,"1:1",250,250,172,"TDM",0.00715197956577267,0.748,0.756,0.74,72.3
"500_1:1",500,"1:1",250,250,172,"MMR",0.0144955300127714,0.838,0.876,0.8,55.3
"500_1:1",500,"1:1",250,250,172,"ComBat",0.0478288633461047,0.934,0.948,0.92,61.8
"500_1:1",500,"1:1",250,250,172,"ComBat_seq",0.0257982120051086,0.918,0.932,0.904,95.9
"500_1:1",500,"1:1",250,250,172,"RNABC",0.0554916985951469,0.93,0.94,0.92,56.2
"500_1:1",500,"1:1",250,250,172,"limma",0.0638569604086845,0.93,0.944,0.916,53.1
"500_1:1",500,"1:1",250,250,172,"MNN",0.0325031928480204,0.872,0.868,0.876,57.4
"1000_1:1",1000,"1:1",500,500,172,"QN",0.0188654353562005,0.784,0.812,0.756,52.5
"1000_1:1",1000,"1:1",500,500,172,"Angel",0.0188654353562005,0.784,0.812,0.756,54.7
"1000_1:1",1000,"1:1",500,500,172,"TDM",0.00712401055408971,0.755,0.772,0.738,67.5
"1000_1:1",1000,"1:1",500,500,172,"MMR",0.0145118733509235,0.847,0.874,0.82,50.5
"1000_1:1",1000,"1:1",500,500,172,"ComBat",0.049868073878628,0.954,0.964,0.944,54.8
"1000_1:1",1000,"1:1",500,500,172,"ComBat_seq",0.0260554089709763,0.938,0.948,0.928,97
"1000_1:1",1000,"1:1",500,500,172,"RNABC",0.062664907651715,0.955,0.958,0.952,53.6
"1000_1:1",1000,"1:1",500,500,172,"limma",0.066490765171504,0.951,0.958,0.944,53.1
"1000_1:1",1000,"1:1",500,500,172,"MNN",0.0371372031662269,0.82,0.814,0.826,56.3
"2000_1:1",2000,"1:1",1000,1000,172,"QN",0.0247175141242938,0.7465,0.781,0.712,50.8
"2000_1:1",2000,"1:1",1000,1000,172,"Angel",0.0247881355932203,0.7465,0.781,0.712,52.8
