"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,111,"XPN",0.0413154533844189,0.954,0.96,0.948,287.4
"1000_1:1",1000,"1:1",500,500,111,"XPN",0.0437335092348285,0.96,0.972,0.948,273.6
"2000_1:1",2000,"1:1",1000,1000,111,"XPN",0.0449152542372881,0.95,0.963,0.937,265.9
"4000_1:1",4000,"1:1",2000,2000,111,"XPN",0.0633223684210526,0.95575,0.9595,0.952,251.4
"500_2:1",500,"2:1",333,167,111,"XPN",0.0413793103448276,0.966,0.975975975975976,0.946107784431138,276.5
"1000_2:1",1000,"2:1",667,333,111,"XPN",0.041622691292876,0.964,0.96551724137931,0.960960960960961,271.6
"2000_2:1",2000,"2:1",1333,667,111,"XPN",0.0436440677966102,0.955,0.957989497374344,0.949025487256372,259.9
"4000_2:1",4000,"2:1",2667,1333,111,"XPN",0.064391447368421,0.95425,0.958380202474691,0.945986496624156,265
"500_4:1",500,"4:1",400,100,111,"XPN",0.0411238825031928,0.962,0.9725,0.92,275.7
"1000_4:1",1000,"4:1",800,200,111,"XPN",0.0414248021108179,0.965,0.965,0.965,279.7
"2000_4:1",2000,"4:1",1600,400,111,"XPN",0.0399717514124294,0.9535,0.9575,0.9375,272.5
"4000_4:1",4000,"4:1",3200,800,111,"XPN",0.0907894736842105,0.9515,0.9546875,0.93875,243.7
