"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,185,"QN",0.0178799489144317,0.802,0.796,0.808,52.7
"500_1:1",500,"1:1",250,250,185,"Angel",0.0176883780332056,0.802,0.796,0.808,54.1
"500_1:1",500,"1:1",250,250,185,"TDM",0.00887611749680715,0.76,0.74,0.78,66
"500_1:1",500,"1:1",250,250,185,"MMR",0.0286717752234994,0.792,0.736,0.848,50.3
"500_1:1",500,"1:1",250,250,185,"ComBat",0.0443805874840358,0.938,0.928,0.948,55.5
"500_1:1",500,"1:1",250,250,185,"ComBat_seq",0.0363346104725415,0.92,0.908,0.932,94.1
"500_1:1",500,"1:1",250,250,185,"RNABC",0.0512771392081737,0.94,0.924,0.956,51.1
"500_1:1",500,"1:1",250,250,185,"limma",0.0547254150702427,0.938,0.924,0.952,50.4
"500_1:1",500,"1:1",250,250,185,"MNN",0.0454022988505747,0.886,0.892,0.88,54.4
"1000_1:1",1000,"1:1",500,500,185,"QN",0.0199208443271768,0.78,0.81,0.75,50.9
"1000_1:1",1000,"1:1",500,500,185,"Angel",0.0198548812664908,0.78,0.81,0.75,51.6
"1000_1:1",1000,"1:1",500,500,185,"TDM",0.0087730870712401,0.742,0.73,0.754,63.8
"1000_1:1",1000,"1:1",500,500,185,"MMR",0.0271108179419525,0.781,0.76,0.802,48.7
"1000_1:1",1000,"1:1",500,500,185,"ComBat",0.0434036939313984,0.923,0.928,0.918,51.1
"1000_1:1",1000,"1:1",500,500,185,"ComBat_seq",0.0364116094986807,0.898,0.91,0.886,91.9
"1000_1:1",1000,"1:1",500,500,185,"RNABC",0.0572559366754617,0.919,0.932,0.906,52.8
"1000_1:1",1000,"1:1",500,500,185,"limma",0.0550131926121372,0.921,0.928,0.914,50.9
"1000_1:1",1000,"1:1",500,500,185,"MNN",0.0475593667546174,0.887,0.906,0.868,55.3
"2000_1:1",2000,"1:1",1000,1000,185,"QN",0.0326271186440678,0.759,0.778,0.74,51.2
"2000_1:1",2000,"1:1",1000,1000,185,"Angel",0.032274011299435,0.759,0.778,0.74,52.7
"2000_1:1",2000,"1:1",1000,1000,185,"TDM",0.00925141242937853,0.7085,0.719,0.698,63.3
"2000_1:1",2000,"1:1",1000,1000,185,"MMR",0.0257768361581921,0.722,0.75,0.694,47.4
"2000_1:1",2000,"1:1",1000,1000,185,"ComBat",0.0507768361581921,0.8955,0.94,0.851,51.3
"2000_1:1",2000,"1:1",1000,1000,185,"ComBat_seq",0.0358757062146893,0.8175,0.917,0.718,86.9
"2000_1:1",2000,"1:1",1000,1000,185,"RNABC",0.0696327683615819,0.933,0.947,0.919,49.2
"2000_1:1",2000,"1:1",1000,1000,185,"limma",0.0615819209039548,0.937,0.937,0.937,49.2
"2000_1:1",2000,"1:1",1000,1000,185,"MNN",0.0979519774011299,0.865,0.869,0.861,50.8
"4000_1:1",4000,"1:1",2000,2000,185,"QN",0.0188322368421053,0.77275,0.7605,0.785,49.6
"4000_1:1",4000,"1:1",2000,2000,185,"Angel",0.0189967105263158,0.77275,0.7605,0.785,49.6
"4000_1:1",4000,"1:1",2000,2000,185,"TDM",0.00929276315789474,0.70925,0.718,0.7005,64.1
"4000_1:1",4000,"1:1",2000,2000,185,"MMR",0.0252467105263158,0.71675,0.7685,0.665,46.6
"4000_1:1",4000,"1:1",2000,2000,185,"ComBat",0.0730263157894737,0.862,0.931,0.793,49
"4000_1:1",4000,"1:1",2000,2000,185,"ComBat_seq",0.0393092105263158,0.78925,0.915,0.6635,92.9
"4000_1:1",4000,"1:1",2000,2000,185,"RNABC",0.0662828947368421,0.9345,0.9415,0.9275,52.3
"4000_1:1",4000,"1:1",2000,2000,185,"limma",0.0905427631578947,0.92525,0.9245,0.926,50.4
"4000_1:1",4000,"1:1",2000,2000,185,"MNN",0.285690789473684,0.8015,0.8045,0.7985,54.8
"500_2:1",500,"2:1",333,167,185,"QN",0.0159003831417625,0.798,0.798798798798799,0.796407185628742,50.3
"500_2:1",500,"2:1",333,167,185,"Angel",0.0160280970625798,0.798,0.798798798798799,0.796407185628742,51
"500_2:1",500,"2:1",333,167,185,"TDM",0.00887611749680715,0.752,0.744744744744745,0.766467065868264,63
"500_2:1",500,"2:1",333,167,185,"MMR",0.0286717752234994,0.77,0.747747747747748,0.81437125748503,49.6
"500_2:1",500,"2:1",333,167,185,"ComBat",0.0466794380587484,0.926,0.918918918918919,0.940119760479042,51.3
"500_2:1",500,"2:1",333,167,185,"ComBat_seq",0.0369093231162197,0.916,0.906906906906907,0.934131736526946,91.6
"500_2:1",500,"2:1",333,167,185,"RNABC",0.0493614303959132,0.928,0.921921921921922,0.940119760479042,52.8
"500_2:1",500,"2:1",333,167,185,"limma",0.0576628352490421,0.918,0.912912912912913,0.92814371257485,50.4
"500_2:1",500,"2:1",333,167,185,"MNN",0.0312899106002554,0.9,0.900900900900901,0.898203592814371,54.2
"1000_2:1",1000,"2:1",667,333,185,"QN",0.0170844327176781,0.768,0.779610194902549,0.744744744744745,50.7
"1000_2:1",1000,"2:1",667,333,185,"Angel",0.0170844327176781,0.768,0.779610194902549,0.744744744744745,52.3
"1000_2:1",1000,"2:1",667,333,185,"TDM",0.00883905013192612,0.733,0.718140929535232,0.762762762762763,64
"1000_2:1",1000,"2:1",667,333,185,"MMR",0.0274406332453826,0.766,0.755622188905547,0.786786786786787,51.5
"1000_2:1",1000,"2:1",667,333,185,"ComBat",0.0532321899736148,0.916,0.916041979010495,0.915915915915916,52.6
"1000_2:1",1000,"2:1",667,333,185,"ComBat_seq",0.0377968337730871,0.897,0.904047976011994,0.882882882882883,91.3
"1000_2:1",1000,"2:1",667,333,185,"RNABC",0.0544854881266491,0.921,0.931034482758621,0.900900900900901,53.9
"1000_2:1",1000,"2:1",667,333,185,"limma",0.0641820580474934,0.914,0.910044977511244,0.921921921921922,51.2
"1000_2:1",1000,"2:1",667,333,185,"MNN",0.0401055408970976,0.893,0.896551724137931,0.885885885885886,54.8
