"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,105,"XPN",0.045338441890166,0.944,0.928,0.96,272.8
"1000_1:1",1000,"1:1",500,500,105,"XPN",0.037467018469657,0.939,0.95,0.928,267
"2000_1:1",2000,"1:1",1000,1000,105,"XPN",0.0483050847457627,0.934,0.947,0.921,283.6
"4000_1:1",4000,"1:1",2000,2000,105,"XPN",0.0445723684210526,0.93925,0.95,0.9285,273.4
"500_2:1",500,"2:1",333,167,105,"XPN",0.0432311621966794,0.946,0.942942942942943,0.952095808383233,271.9
"1000_2:1",1000,"2:1",667,333,105,"XPN",0.0380606860158311,0.943,0.944527736131934,0.93993993993994,272.2
"2000_2:1",2000,"2:1",1333,667,105,"XPN",0.0497881355932203,0.937,0.942235558889722,0.926536731634183,281.3
"4000_2:1",4000,"2:1",2667,1333,105,"XPN",0.0808388157894737,0.93225,0.940382452193476,0.915978994748687,278.2
"500_4:1",500,"4:1",400,100,105,"XPN",0.0411238825031928,0.95,0.9475,0.96,281.2
"1000_4:1",1000,"4:1",800,200,105,"XPN",0.0401055408970976,0.942,0.9425,0.94,271.8
"2000_4:1",2000,"4:1",1600,400,105,"XPN",0.0603107344632768,0.931,0.93625,0.91,302.2
"4000_4:1",4000,"4:1",3200,800,105,"XPN",0.0932565789473684,0.93475,0.9403125,0.9125,270.4
