"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,147,"XPN",0.0542784163473819,0.934,0.896,0.972,359.5
"1000_1:1",1000,"1:1",500,500,147,"XPN",0.0536939313984169,0.938,0.912,0.964,312.3
"2000_1:1",2000,"1:1",1000,1000,147,"XPN",0.05,0.94,0.915,0.965,329.7
"4000_1:1",4000,"1:1",2000,2000,147,"XPN",0.0925986842105263,0.917,0.9125,0.9215,351
"500_2:1",500,"2:1",333,167,147,"XPN",0.0535121328224777,0.938,0.918918918918919,0.976047904191617,327.1
"1000_2:1",1000,"2:1",667,333,147,"XPN",0.0510554089709763,0.934,0.91304347826087,0.975975975975976,302.5
"2000_2:1",2000,"2:1",1333,667,147,"XPN",0.0805790960451977,0.9255,0.912228057014254,0.952023988005997,292.4
"4000_2:1",4000,"2:1",2667,1333,147,"XPN",0.105838815789474,0.9145,0.909261342332208,0.924981245311328,314
"500_4:1",500,"4:1",400,100,147,"XPN",0.0547254150702427,0.932,0.92,0.98,329.2
"1000_4:1",1000,"4:1",800,200,147,"XPN",0.0509234828496042,0.926,0.915,0.97,341.7
"2000_4:1",2000,"4:1",1600,400,147,"XPN",0.0875,0.9175,0.9075,0.9575,349.3
"4000_4:1",4000,"4:1",3200,800,147,"XPN",0.134539473684211,0.9055,0.906875,0.9,326.1
