"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,113,"QN",0.0102809706257982,0.778,0.772,0.784,59.4
"500_1:1",500,"1:1",250,250,113,"Angel",0.010536398467433,0.78,0.772,0.788,59.6
"500_1:1",500,"1:1",250,250,113,"TDM",0.00446998722860792,0.738,0.64,0.836,73.4
"500_1:1",500,"1:1",250,250,113,"MMR",0.0323116219667944,0.78,0.668,0.892,57
"500_1:1",500,"1:1",250,250,113,"ComBat",0.0205619412515964,0.948,0.936,0.96,66.4
"500_1:1",500,"1:1",250,250,113,"ComBat_seq",0.0207535121328225,0.908,0.864,0.952,107.1
"500_1:1",500,"1:1",250,250,113,"RNABC",0.0362068965517241,0.944,0.928,0.96,57.5
"500_1:1",500,"1:1",250,250,113,"limma",0.0272669220945083,0.95,0.932,0.968,58.4
"500_1:1",500,"1:1",250,250,113,"MNN",0.0220945083014049,0.67,0.68,0.66,59.9
"1000_1:1",1000,"1:1",500,500,113,"QN",0.0143799472295515,0.788,0.788,0.788,58.1
"1000_1:1",1000,"1:1",500,500,113,"Angel",0.0145118733509235,0.788,0.788,0.788,56.8
"1000_1:1",1000,"1:1",500,500,113,"TDM",0.00448548812664908,0.731,0.646,0.816,72.6
"1000_1:1",1000,"1:1",500,500,113,"MMR",0.0310686015831135,0.785,0.698,0.872,55.4
"1000_1:1",1000,"1:1",500,500,113,"ComBat",0.0203166226912929,0.942,0.948,0.936,58.8
"1000_1:1",1000,"1:1",500,500,113,"ComBat_seq",0.0205804749340369,0.913,0.884,0.942,102.4
"1000_1:1",1000,"1:1",500,500,113,"RNABC",0.0480211081794195,0.943,0.948,0.938,56.4
"1000_1:1",1000,"1:1",500,500,113,"limma",0.0274406332453826,0.942,0.944,0.94,56.8
"1000_1:1",1000,"1:1",500,500,113,"MNN",0.0321899736147757,0.716,0.738,0.694,57.4
"2000_1:1",2000,"1:1",1000,1000,113,"QN",0.0268361581920904,0.7525,0.777,0.728,55.6
"2000_1:1",2000,"1:1",1000,1000,113,"Angel",0.0269067796610169,0.7525,0.777,0.728,52.6
"2000_1:1",2000,"1:1",1000,1000,113,"TDM",0.00508474576271186,0.6815,0.646,0.717,66.2
"2000_1:1",2000,"1:1",1000,1000,113,"MMR",0.0305084745762712,0.7305,0.707,0.754,47.5
"2000_1:1",2000,"1:1",1000,1000,113,"ComBat",0.0269067796610169,0.9015,0.951,0.852,52
"2000_1:1",2000,"1:1",1000,1000,113,"ComBat_seq",0.0207627118644068,0.8195,0.892,0.747,98
"2000_1:1",2000,"1:1",1000,1000,113,"RNABC",0.0630649717514124,0.936,0.947,0.925,50.9
"2000_1:1",2000,"1:1",1000,1000,113,"limma",0.036864406779661,0.951,0.945,0.957,50.9
"2000_1:1",2000,"1:1",1000,1000,113,"MNN",0.0435028248587571,0.7095,0.715,0.704,52.6
"4000_1:1",4000,"1:1",2000,2000,113,"QN",0.0111019736842105,0.78575,0.765,0.8065,50.7
"4000_1:1",4000,"1:1",2000,2000,113,"Angel",0.0111019736842105,0.7855,0.765,0.806,51.6
"4000_1:1",4000,"1:1",2000,2000,113,"TDM",0.00501644736842105,0.68775,0.6585,0.717,67.2
"4000_1:1",4000,"1:1",2000,2000,113,"MMR",0.0310855263157895,0.71875,0.7185,0.719,48.4
"4000_1:1",4000,"1:1",2000,2000,113,"ComBat",0.0480263157894737,0.8705,0.941,0.8,50
"4000_1:1",4000,"1:1",2000,2000,113,"ComBat_seq",0.0250822368421053,0.797,0.894,0.7,95.7
"4000_1:1",4000,"1:1",2000,2000,113,"RNABC",0.0398848684210526,0.94475,0.945,0.9445,53
"4000_1:1",4000,"1:1",2000,2000,113,"limma",0.065625,0.93925,0.9335,0.945,50.3
"4000_1:1",4000,"1:1",2000,2000,113,"MNN",0.053125,0.6835,0.706,0.661,53.9
"500_2:1",500,"2:1",333,167,113,"QN",0.00893997445721584,0.772,0.783783783783784,0.748502994011976,51.2
"500_2:1",500,"2:1",333,167,113,"Angel",0.00887611749680715,0.774,0.783783783783784,0.754491017964072,52.5
"500_2:1",500,"2:1",333,167,113,"TDM",0.00446998722860792,0.694,0.645645645645646,0.790419161676647,64.7
"500_2:1",500,"2:1",333,167,113,"MMR",0.0325670498084291,0.734,0.663663663663664,0.874251497005988,49.1
"500_2:1",500,"2:1",333,167,113,"ComBat",0.0249680715197957,0.946,0.942942942942943,0.952095808383233,52.1
"500_2:1",500,"2:1",333,167,113,"ComBat_seq",0.0207535121328225,0.9,0.87987987987988,0.940119760479042,93.8
"500_2:1",500,"2:1",333,167,113,"RNABC",0.0326947637292465,0.94,0.933933933933934,0.952095808383233,50.2
"500_2:1",500,"2:1",333,167,113,"limma",0.0317369093231162,0.944,0.936936936936937,0.958083832335329,51.4
"500_2:1",500,"2:1",333,167,113,"MNN",0.0242656449553001,0.672,0.681681681681682,0.652694610778443,53.6
"1000_2:1",1000,"2:1",667,333,113,"QN",0.0105540897097625,0.79,0.776611694152924,0.816816816816817,51.3
"1000_2:1",1000,"2:1",667,333,113,"Angel",0.0105540897097625,0.79,0.776611694152924,0.816816816816817,50.7
"1000_2:1",1000,"2:1",667,333,113,"TDM",0.00441952506596306,0.7,0.638680659670165,0.822822822822823,67.1
"1000_2:1",1000,"2:1",667,333,113,"MMR",0.0313984168865435,0.756,0.694152923538231,0.87987987987988,48.7
"1000_2:1",1000,"2:1",667,333,113,"ComBat",0.0295514511873351,0.942,0.940029985007496,0.945945945945946,51.1
"1000_2:1",1000,"2:1",667,333,113,"ComBat_seq",0.0229551451187335,0.906,0.88455772113943,0.948948948948949,91.8
"1000_2:1",1000,"2:1",667,333,113,"RNABC",0.0388522427440633,0.944,0.941529235382309,0.948948948948949,53.8
"1000_2:1",1000,"2:1",667,333,113,"limma",0.0364775725593668,0.94,0.932533733133433,0.954954954954955,50.9
"1000_2:1",1000,"2:1",667,333,113,"MNN",0.0316622691292876,0.715,0.725637181409295,0.693693693693694,55.5
"2000_2:1",2000,"2:1",1333,667,113,"QN",0.0115819209039548,0.772,0.749437359339835,0.817091454272864,50.7
"2000_2:1",2000,"2:1",1333,667,113,"Angel",0.0115819209039548,0.772,0.749437359339835,0.817091454272864,51.4
"2000_2:1",2000,"2:1",1333,667,113,"TDM",0.0047316384180791,0.674,0.649662415603901,0.72263868065967,65.7
"2000_2:1",2000,"2:1",1333,667,113,"MMR",0.0311440677966102,0.7285,0.715678919729932,0.754122938530735,49.4
"2000_2:1",2000,"2:1",1333,667,113,"ComBat",0.055225988700565,0.914,0.940735183795949,0.860569715142429,53
"2000_2:1",2000,"2:1",1333,667,113,"ComBat_seq",0.025,0.8495,0.894223555888972,0.760119940029985,92.5
"2000_2:1",2000,"2:1",1333,667,113,"RNABC",0.0404661016949153,0.9495,0.948237059264816,0.952023988005997,51.1
"2000_2:1",2000,"2:1",1333,667,113,"limma",0.061228813559322,0.9425,0.934733683420855,0.958020989505247,50.8
"2000_2:1",2000,"2:1",1333,667,113,"MNN",0.0351694915254237,0.6865,0.678169542385596,0.703148425787106,54.5
"4000_2:1",4000,"2:1",2667,1333,113,"QN",0.206496710526316,0.7895,0.755155605549306,0.85821455363841,54.3
