"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,120,"XPN",0.0373563218390805,0.94,0.94,0.94,331.4
"1000_1:1",1000,"1:1",500,500,120,"XPN",0.0348284960422164,0.945,0.948,0.942,353.2
"2000_1:1",2000,"1:1",1000,1000,120,"XPN",0.0367231638418079,0.9435,0.94,0.947,314.4
"4000_1:1",4000,"1:1",2000,2000,120,"XPN",0.121957236842105,0.91975,0.9355,0.904,308
"500_2:1",500,"2:1",333,167,120,"XPN",0.0361430395913155,0.944,0.93993993993994,0.952095808383233,317.5
"1000_2:1",1000,"2:1",667,333,120,"XPN",0.0347625329815303,0.954,0.950524737631184,0.960960960960961,332.7
"2000_2:1",2000,"2:1",1333,667,120,"XPN",0.0519774011299435,0.943,0.942235558889722,0.944527736131934,334.6
"4000_2:1",4000,"2:1",2667,1333,120,"XPN",0.130098684210526,0.92225,0.938132733408324,0.890472618154539,341.3
"500_4:1",500,"4:1",400,100,120,"XPN",0.0362707535121328,0.942,0.9475,0.92,302.7
"1000_4:1",1000,"4:1",800,200,120,"XPN",0.0357519788918206,0.95,0.94875,0.955,321.2
"2000_4:1",2000,"4:1",1600,400,120,"XPN",0.0455508474576271,0.945,0.93875,0.97,331.5
"4000_4:1",4000,"4:1",3200,800,120,"XPN",0.1671875,0.914,0.93,0.85,316.3
