"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,156,"XPN",0.0153256704980843,0.964,0.948,0.98,278.4
"1000_1:1",1000,"1:1",500,500,156,"XPN",0.0159630606860158,0.952,0.952,0.952,256.5
"2000_1:1",2000,"1:1",1000,1000,156,"XPN",0.0180790960451977,0.9585,0.963,0.954,279.2
"4000_1:1",4000,"1:1",2000,2000,156,"XPN",0.0844572368421053,0.95525,0.9575,0.953,268.3
"500_2:1",500,"2:1",333,167,156,"XPN",0.0155172413793103,0.962,0.951951951951952,0.982035928143713,271.5
"1000_2:1",1000,"2:1",667,333,156,"XPN",0.0154353562005277,0.964,0.95952023988006,0.972972972972973,254.9
"2000_2:1",2000,"2:1",1333,667,156,"XPN",0.0196327683615819,0.9585,0.960240060015004,0.955022488755622,279.3
"4000_2:1",4000,"2:1",2667,1333,156,"XPN",0.0940789473684211,0.9485,0.954630671166104,0.936234058514629,261.6
"500_4:1",500,"4:1",400,100,156,"XPN",0.0153256704980843,0.964,0.96,0.98,263.4
"1000_4:1",1000,"4:1",800,200,156,"XPN",0.016622691292876,0.961,0.95625,0.98,253.6
"2000_4:1",2000,"4:1",1600,400,156,"XPN",0.0299435028248588,0.9565,0.955625,0.96,272.4
"4000_4:1",4000,"4:1",3200,800,156,"XPN",0.109375,0.9455,0.9484375,0.93375,248.6
