"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,177,"QN",0.00568326947637292,0.784,0.776,0.792,50.9
"500_1:1",500,"1:1",250,250,177,"Angel",0.00568326947637292,0.784,0.776,0.792,52
"500_1:1",500,"1:1",250,250,177,"TDM",0.00274584929757344,0.73,0.656,0.804,63
"500_1:1",500,"1:1",250,250,177,"MMR",0.0130268199233716,0.77,0.696,0.844,49
"500_1:1",500,"1:1",250,250,177,"ComBat",0.0127713920817369,0.946,0.936,0.956,54.7
"500_1:1",500,"1:1",250,250,177,"ComBat_seq",0.0113665389527458,0.926,0.908,0.944,91.2
"500_1:1",500,"1:1",250,250,177,"RNABC",0.0213282247765006,0.942,0.928,0.956,50.7
"500_1:1",500,"1:1",250,250,177,"limma",0.0174968071519796,0.948,0.936,0.96,48.9
"500_1:1",500,"1:1",250,250,177,"MNN",0.0434865900383142,0.796,0.788,0.804,52.8
"1000_1:1",1000,"1:1",500,500,177,"QN",0.0079155672823219,0.79,0.788,0.792,48.7
"1000_1:1",1000,"1:1",500,500,177,"Angel",0.00784960422163588,0.79,0.788,0.792,50.6
"1000_1:1",1000,"1:1",500,500,177,"TDM",0.00263852242744063,0.733,0.678,0.788,63.2
"1000_1:1",1000,"1:1",500,500,177,"MMR",0.0129287598944591,0.797,0.746,0.848,47.5
"1000_1:1",1000,"1:1",500,500,177,"ComBat",0.0129947229551451,0.944,0.944,0.944,50.8
"1000_1:1",1000,"1:1",500,500,177,"ComBat_seq",0.0108179419525066,0.93,0.918,0.942,89.4
"1000_1:1",1000,"1:1",500,500,177,"RNABC",0.0305408970976253,0.945,0.946,0.944,49.7
"1000_1:1",1000,"1:1",500,500,177,"limma",0.0178759894459103,0.945,0.95,0.94,48.6
"1000_1:1",1000,"1:1",500,500,177,"MNN",0.0178100263852243,0.904,0.904,0.904,52.8
"2000_1:1",2000,"1:1",1000,1000,177,"QN",0.0155367231638418,0.7435,0.766,0.721,49.7
"2000_1:1",2000,"1:1",1000,1000,177,"Angel",0.015819209039548,0.7435,0.766,0.721,49.6
"2000_1:1",2000,"1:1",1000,1000,177,"TDM",0.00218926553672316,0.6715,0.664,0.679,62.9
"2000_1:1",2000,"1:1",1000,1000,177,"MMR",0.0119350282485876,0.7225,0.732,0.713,47.2
"2000_1:1",2000,"1:1",1000,1000,177,"ComBat",0.0184322033898305,0.8975,0.949,0.846,50.8
"2000_1:1",2000,"1:1",1000,1000,177,"ComBat_seq",0.0109463276836158,0.827,0.918,0.736,88.2
"2000_1:1",2000,"1:1",1000,1000,177,"RNABC",0.0452683615819209,0.935,0.946,0.924,51.4
"2000_1:1",2000,"1:1",1000,1000,177,"limma",0.0254237288135593,0.95,0.946,0.954,49
"2000_1:1",2000,"1:1",1000,1000,177,"MNN",0.0358050847457627,0.891,0.914,0.868,52.5
"4000_1:1",4000,"1:1",2000,2000,177,"QN",0.00879934210526316,0.78675,0.752,0.8215,48.9
