"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,194,"QN",0.00606641123882503,0.816,0.82,0.812,68.8
"500_1:1",500,"1:1",250,250,194,"Angel",0.00606641123882503,0.816,0.82,0.812,67.2
"500_1:1",500,"1:1",250,250,194,"TDM",0.00185185185185185,0.784,0.796,0.772,79.9
"500_1:1",500,"1:1",250,250,194,"MMR",0.00606641123882503,0.86,0.884,0.836,64.4
"500_1:1",500,"1:1",250,250,194,"ComBat",0.0151340996168582,0.972,0.968,0.976,71.8
"500_1:1",500,"1:1",250,250,194,"ComBat_seq",0.0045338441890166,0.948,0.96,0.936,116.7
"500_1:1",500,"1:1",250,250,194,"RNABC",0.0184546615581098,0.968,0.968,0.968,65.4
"500_1:1",500,"1:1",250,250,194,"limma",0.0220945083014049,0.97,0.964,0.976,64.9
"500_1:1",500,"1:1",250,250,194,"MNN",0.00945083014048531,0.938,0.932,0.944,69.2
"1000_1:1",1000,"1:1",500,500,194,"QN",0.00857519788918206,0.801,0.824,0.778,68.4
"1000_1:1",1000,"1:1",500,500,194,"Angel",0.00857519788918206,0.801,0.824,0.778,66.2
"1000_1:1",1000,"1:1",500,500,194,"TDM",0.00171503957783641,0.774,0.804,0.744,80.2
"1000_1:1",1000,"1:1",500,500,194,"MMR",0.00580474934036939,0.854,0.908,0.8,61.8
"1000_1:1",1000,"1:1",500,500,194,"ComBat",0.0150395778364116,0.964,0.968,0.96,67.4
"1000_1:1",1000,"1:1",500,500,194,"ComBat_seq",0.00428759894459103,0.948,0.962,0.934,111.7
"1000_1:1",1000,"1:1",500,500,194,"RNABC",0.0239445910290237,0.961,0.966,0.956,69.6
"1000_1:1",1000,"1:1",500,500,194,"limma",0.0228891820580475,0.963,0.964,0.962,65.2
"1000_1:1",1000,"1:1",500,500,194,"MNN",0.0179419525065963,0.89,0.912,0.868,68.9
"2000_1:1",2000,"1:1",1000,1000,194,"QN",0.0144774011299435,0.764,0.79,0.738,63.6
"2000_1:1",2000,"1:1",1000,1000,194,"Angel",0.0145480225988701,0.764,0.79,0.738,66.8
"2000_1:1",2000,"1:1",1000,1000,194,"TDM",0.00169491525423729,0.7195,0.783,0.656,81.4
"2000_1:1",2000,"1:1",1000,1000,194,"MMR",0.00550847457627119,0.7835,0.901,0.666,66.2
"2000_1:1",2000,"1:1",1000,1000,194,"ComBat",0.018361581920904,0.907,0.964,0.85,67.6
"2000_1:1",2000,"1:1",1000,1000,194,"ComBat_seq",0.00430790960451977,0.8395,0.962,0.717,120.6
"2000_1:1",2000,"1:1",1000,1000,194,"RNABC",0.0297316384180791,0.9525,0.964,0.941,73
"2000_1:1",2000,"1:1",1000,1000,194,"limma",0.0261299435028249,0.962,0.963,0.961,68.4
"2000_1:1",2000,"1:1",1000,1000,194,"MNN",0.0321327683615819,0.861,0.892,0.83,73.7
"4000_1:1",4000,"1:1",2000,2000,194,"QN",0.0109375,0.8065,0.7845,0.8285,66
"4000_1:1",4000,"1:1",2000,2000,194,"Angel",0.0109375,0.8065,0.7845,0.8285,69
"4000_1:1",4000,"1:1",2000,2000,194,"TDM",0.00172697368421053,0.73175,0.781,0.6825,81.8
"4000_1:1",4000,"1:1",2000,2000,194,"MMR",0.00493421052631579,0.78675,0.9035,0.67,68.4
"4000_1:1",4000,"1:1",2000,2000,194,"ComBat",0.0362664473684211,0.88575,0.957,0.8145,66.2
"4000_1:1",4000,"1:1",2000,2000,194,"ComBat_seq",0.00452302631578947,0.81725,0.9575,0.677,109.4
"4000_1:1",4000,"1:1",2000,2000,194,"RNABC",0.0368421052631579,0.9585,0.958,0.959,63.9
"4000_1:1",4000,"1:1",2000,2000,194,"limma",0.0482730263157895,0.957,0.957,0.957,65.4
"4000_1:1",4000,"1:1",2000,2000,194,"MNN",0.113898026315789,0.77075,0.801,0.7405,68.1
"500_2:1",500,"2:1",333,167,194,"QN",0.00568326947637292,0.828,0.843843843843844,0.796407185628742,65.7
"500_2:1",500,"2:1",333,167,194,"Angel",0.00568326947637292,0.828,0.843843843843844,0.796407185628742,67.7
"500_2:1",500,"2:1",333,167,194,"TDM",0.00178799489144317,0.79,0.804804804804805,0.760479041916168,80.5
"500_2:1",500,"2:1",333,167,194,"MMR",0.00606641123882503,0.862,0.891891891891892,0.802395209580838,62.8
"500_2:1",500,"2:1",333,167,194,"ComBat",0.0164112388250319,0.972,0.963963963963964,0.988023952095808,65.5
"500_2:1",500,"2:1",333,167,194,"ComBat_seq",0.00434227330779055,0.95,0.954954954954955,0.940119760479042,105.4
"500_2:1",500,"2:1",333,167,194,"RNABC",0.0170498084291188,0.966,0.960960960960961,0.976047904191617,58.9
"500_2:1",500,"2:1",333,167,194,"limma",0.0240102171136654,0.966,0.957957957957958,0.982035928143713,60.6
"500_2:1",500,"2:1",333,167,194,"MNN",0.00989782886334611,0.93,0.921921921921922,0.946107784431138,61.8
"1000_2:1",1000,"2:1",667,333,194,"QN",0.00699208443271768,0.796,0.794602698650675,0.798798798798799,59.6
"1000_2:1",1000,"2:1",667,333,194,"Angel",0.00699208443271768,0.796,0.794602698650675,0.798798798798799,61.7
"1000_2:1",1000,"2:1",667,333,194,"TDM",0.00178100263852243,0.774,0.781109445277361,0.75975975975976,74.6
"1000_2:1",1000,"2:1",667,333,194,"MMR",0.00593667546174142,0.869,0.901049475262369,0.804804804804805,59.2
"1000_2:1",1000,"2:1",667,333,194,"ComBat",0.0194591029023747,0.964,0.961019490254873,0.96996996996997,59.2
"1000_2:1",1000,"2:1",667,333,194,"ComBat_seq",0.00448548812664908,0.948,0.952023988005997,0.93993993993994,103.9
"1000_2:1",1000,"2:1",667,333,194,"RNABC",0.0193931398416887,0.962,0.962518740629685,0.960960960960961,59.1
"1000_2:1",1000,"2:1",667,333,194,"limma",0.0267810026385224,0.959,0.95352323838081,0.96996996996997,57.4
"1000_2:1",1000,"2:1",667,333,194,"MNN",0.0256596306068602,0.872,0.890554722638681,0.834834834834835,61.8
"2000_2:1",2000,"2:1",1333,667,194,"QN",0.0149717514124294,0.79,0.77344336084021,0.823088455772114,56.8
"2000_2:1",2000,"2:1",1333,667,194,"Angel",0.0149717514124294,0.79,0.77344336084021,0.823088455772114,59.3
"2000_2:1",2000,"2:1",1333,667,194,"TDM",0.0018361581920904,0.7435,0.786196549137284,0.658170914542729,71.9
"2000_2:1",2000,"2:1",1333,667,194,"MMR",0.00564971751412429,0.8175,0.890472618154539,0.671664167916042,56.7
"2000_2:1",2000,"2:1",1333,667,194,"ComBat",0.0400423728813559,0.922,0.954988747186797,0.856071964017991,58.7
"2000_2:1",2000,"2:1",1333,667,194,"ComBat_seq",0.00466101694915254,0.8815,0.959489872468117,0.725637181409295,108.4
