"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,139,"XPN",0.025095785440613,0.948,0.916,0.98,259.7
"1000_1:1",1000,"1:1",500,500,139,"XPN",0.0242744063324538,0.951,0.942,0.96,282.7
"2000_1:1",2000,"1:1",1000,1000,139,"XPN",0.0245056497175141,0.941,0.943,0.939,295.1
"4000_1:1",4000,"1:1",2000,2000,139,"XPN",0.046875,0.936,0.937,0.935,249.1
"500_2:1",500,"2:1",333,167,139,"XPN",0.0251596424010217,0.944,0.921921921921922,0.988023952095808,261.1
"1000_2:1",1000,"2:1",667,333,139,"XPN",0.0257255936675462,0.946,0.934032983508246,0.96996996996997,280
"2000_2:1",2000,"2:1",1333,667,139,"XPN",0.0252118644067797,0.943,0.940735183795949,0.947526236881559,282
"4000_2:1",4000,"2:1",2667,1333,139,"XPN",0.0439144736842105,0.93925,0.943757030371204,0.930232558139535,265.9
"500_4:1",500,"4:1",400,100,139,"XPN",0.0256704980842912,0.94,0.9325,0.97,262.5
"1000_4:1",1000,"4:1",800,200,139,"XPN",0.0257255936675462,0.942,0.93375,0.975,277.8
"2000_4:1",2000,"4:1",1600,400,139,"XPN",0.0278954802259887,0.9415,0.9425,0.9375,271.3
"4000_4:1",4000,"4:1",3200,800,139,"XPN",0.0461348684210526,0.934,0.936875,0.9225,252.8
