"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,167,"QN",0.00740740740740741,0.798,0.824,0.772,60.6
"500_1:1",500,"1:1",250,250,167,"Angel",0.00727969348659004,0.8,0.824,0.776,62.4
"500_1:1",500,"1:1",250,250,167,"TDM",0.00210727969348659,0.762,0.772,0.752,74.9
"500_1:1",500,"1:1",250,250,167,"MMR",0.00766283524904215,0.81,0.828,0.792,59.2
"500_1:1",500,"1:1",250,250,167,"ComBat",0.0166666666666667,0.94,0.948,0.932,67.6
"500_1:1",500,"1:1",250,250,167,"ComBat_seq",0.00721583652618135,0.932,0.94,0.924,109.6
"500_1:1",500,"1:1",250,250,167,"RNABC",0.0232439335887612,0.94,0.94,0.94,63.3
"500_1:1",500,"1:1",250,250,167,"limma",0.0211366538952746,0.934,0.94,0.928,59.3
"500_1:1",500,"1:1",250,250,167,"MNN",0.0466794380587484,0.868,0.888,0.848,65.6
"1000_1:1",1000,"1:1",500,500,167,"QN",0.00930079155672823,0.783,0.808,0.758,60.9
"1000_1:1",1000,"1:1",500,500,167,"Angel",0.00930079155672823,0.783,0.808,0.758,62.1
"1000_1:1",1000,"1:1",500,500,167,"TDM",0.00211081794195251,0.734,0.736,0.732,72.6
"1000_1:1",1000,"1:1",500,500,167,"MMR",0.00705804749340369,0.81,0.842,0.778,59.1
"1000_1:1",1000,"1:1",500,500,167,"ComBat",0.0173482849604222,0.945,0.956,0.934,62.7
"1000_1:1",1000,"1:1",500,500,167,"ComBat_seq",0.00732189973614776,0.929,0.938,0.92,109.4
"1000_1:1",1000,"1:1",500,500,167,"RNABC",0.0315303430079156,0.945,0.954,0.936,62.9
"1000_1:1",1000,"1:1",500,500,167,"limma",0.0220316622691293,0.947,0.954,0.94,64.4
"1000_1:1",1000,"1:1",500,500,167,"MNN",0.0858179419525066,0.86,0.87,0.85,68.5
"2000_1:1",2000,"1:1",1000,1000,167,"QN",0.0160310734463277,0.75,0.777,0.723,64.8
