"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,131,"XPN",0.0409323116219668,0.938,0.908,0.968,300.7
"1000_1:1",1000,"1:1",500,500,131,"XPN",0.0359498680738786,0.942,0.928,0.956,285.1
"2000_1:1",2000,"1:1",1000,1000,131,"XPN",0.0400423728813559,0.9425,0.921,0.964,288.3
"4000_1:1",4000,"1:1",2000,2000,131,"XPN",0.0675986842105263,0.9325,0.924,0.941,288.2
"500_2:1",500,"2:1",333,167,131,"XPN",0.0439974457215837,0.926,0.90990990990991,0.958083832335329,302.1
"1000_2:1",1000,"2:1",667,333,131,"XPN",0.0350923482849604,0.933,0.920539730134933,0.957957957957958,291.6
"2000_2:1",2000,"2:1",1333,667,131,"XPN",0.0435734463276836,0.9325,0.917479369842461,0.962518740629685,301
"4000_2:1",4000,"2:1",2667,1333,131,"XPN",0.0744243421052632,0.93225,0.928758905136858,0.939234808702176,282.2
"500_4:1",500,"4:1",400,100,131,"XPN",0.0421455938697318,0.922,0.9175,0.94,271.9
"1000_4:1",1000,"4:1",800,200,131,"XPN",0.0407651715039578,0.927,0.92125,0.95,263.2
"2000_4:1",2000,"4:1",1600,400,131,"XPN",0.0420197740112994,0.9335,0.925625,0.965,287.9
"4000_4:1",4000,"4:1",3200,800,131,"XPN",0.0669407894736842,0.934,0.9321875,0.94125,284.3
