"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,124,"XPN",0.0204342273307791,0.94,0.908,0.972,262.7
"1000_1:1",1000,"1:1",500,500,124,"XPN",0.0188654353562005,0.953,0.924,0.982,282.2
"2000_1:1",2000,"1:1",1000,1000,124,"XPN",0.0231638418079096,0.9415,0.927,0.956,268
"4000_1:1",4000,"1:1",2000,2000,124,"XPN",0.0614309210526316,0.948,0.9365,0.9595,270.5
"500_2:1",500,"2:1",333,167,124,"XPN",0.0204980842911877,0.938,0.918918918918919,0.976047904191617,260
"1000_2:1",1000,"2:1",667,333,124,"XPN",0.0183377308707124,0.94,0.91904047976012,0.981981981981982,278.3
"2000_2:1",2000,"2:1",1333,667,124,"XPN",0.0224576271186441,0.939,0.927981995498875,0.961019490254873,275.8
"4000_2:1",4000,"2:1",2667,1333,124,"XPN",0.0736019736842105,0.94,0.933258342707162,0.953488372093023,280.1
"500_4:1",500,"4:1",400,100,124,"XPN",0.0205619412515964,0.938,0.9275,0.98,272.6
"1000_4:1",1000,"4:1",800,200,124,"XPN",0.0171503957783641,0.934,0.92125,0.985,285.4
"2000_4:1",2000,"4:1",1600,400,124,"XPN",0.0246468926553672,0.934,0.93,0.95,279.6
"4000_4:1",4000,"4:1",3200,800,124,"XPN",0.0661184210526316,0.935,0.93,0.955,271.2
