"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,127,"XPN",0.0225415070242656,0.958,0.952,0.964,276.5
"1000_1:1",1000,"1:1",500,500,127,"XPN",0.0229551451187335,0.949,0.966,0.932,274.9
"2000_1:1",2000,"1:1",1000,1000,127,"XPN",0.0230932203389831,0.953,0.97,0.936,274.7
"4000_1:1",4000,"1:1",2000,2000,127,"XPN",0.0726151315789474,0.95325,0.9655,0.941,267.1
"500_2:1",500,"2:1",333,167,127,"XPN",0.0211366538952746,0.958,0.954954954954955,0.964071856287425,284.2
"1000_2:1",1000,"2:1",667,333,127,"XPN",0.0217678100263852,0.96,0.968515742128936,0.942942942942943,275.7
"2000_2:1",2000,"2:1",1333,667,127,"XPN",0.0245762711864407,0.9565,0.966241560390098,0.937031484257871,275.9
"4000_2:1",4000,"2:1",2667,1333,127,"XPN",0.126233552631579,0.9545,0.966254218222722,0.930982745686422,264.5
"500_4:1",500,"4:1",400,100,127,"XPN",0.0218390804597701,0.964,0.965,0.96,281.8
"1000_4:1",1000,"4:1",800,200,127,"XPN",0.020712401055409,0.96,0.965,0.94,275.7
"2000_4:1",2000,"4:1",1600,400,127,"XPN",0.019774011299435,0.9545,0.959375,0.935,294
"4000_4:1",4000,"4:1",3200,800,127,"XPN",0.126644736842105,0.95325,0.96125,0.92125,276.6
