"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,144,"XPN",0.0708173690932312,0.93,0.912,0.948,299.8
"1000_1:1",1000,"1:1",500,500,144,"XPN",0.0690633245382586,0.932,0.928,0.936,298
"2000_1:1",2000,"1:1",1000,1000,144,"XPN",0.0723870056497175,0.9435,0.922,0.965,308.4
"4000_1:1",4000,"1:1",2000,2000,144,"XPN",0.155921052631579,0.9355,0.9305,0.9405,298.2
"500_2:1",500,"2:1",333,167,144,"XPN",0.0684546615581098,0.928,0.915915915915916,0.952095808383233,305.1
"1000_2:1",1000,"2:1",667,333,144,"XPN",0.070910290237467,0.924,0.914542728635682,0.942942942942943,298.3
"2000_2:1",2000,"2:1",1333,667,144,"XPN",0.0815677966101695,0.934,0.921230307576894,0.95952023988006,289.7
"4000_2:1",4000,"2:1",2667,1333,144,"XPN",0.145476973684211,0.93725,0.935508061492313,0.940735183795949,283
"500_4:1",500,"4:1",400,100,144,"XPN",0.0612388250319285,0.928,0.9275,0.93,278.8
"1000_4:1",1000,"4:1",800,200,144,"XPN",0.0730870712401055,0.926,0.92,0.95,277.8
"2000_4:1",2000,"4:1",1600,400,144,"XPN",0.0656073446327684,0.9275,0.920625,0.955,315.3
"4000_4:1",4000,"4:1",3200,800,144,"XPN",0.131085526315789,0.9335,0.933125,0.935,269.1
