"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,135,"XPN",0.0575989782886335,0.946,0.932,0.96,297.4
"1000_1:1",1000,"1:1",500,500,135,"XPN",0.0679419525065963,0.913,0.926,0.9,288.5
"2000_1:1",2000,"1:1",1000,1000,135,"XPN",0.0538841807909605,0.9395,0.947,0.932,290.8
"4000_1:1",4000,"1:1",2000,2000,135,"XPN",0.0757401315789474,0.93025,0.941,0.9195,259.1
"500_2:1",500,"2:1",333,167,135,"XPN",0.0609195402298851,0.946,0.93993993993994,0.958083832335329,295.9
"1000_2:1",1000,"2:1",667,333,135,"XPN",0.0703825857519789,0.926,0.935532233883059,0.906906906906907,288.3
"2000_2:1",2000,"2:1",1333,667,135,"XPN",0.0646186440677966,0.929,0.936234058514629,0.914542728635682,279
"4000_2:1",4000,"2:1",2667,1333,135,"XPN",0.099671052631579,0.926,0.935883014623172,0.90622655663916,272.3
"500_4:1",500,"4:1",400,100,135,"XPN",0.0602171136653895,0.946,0.9475,0.94,286.6
"1000_4:1",1000,"4:1",800,200,135,"XPN",0.0722955145118734,0.93,0.935,0.91,286.5
"2000_4:1",2000,"4:1",1600,400,135,"XPN",0.0616525423728814,0.9325,0.935,0.9225,253.6
"4000_4:1",4000,"4:1",3200,800,135,"XPN",0.133059210526316,0.926,0.9315625,0.90375,269.1
