"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,144,"QN",0.0324393358876117,0.802,0.804,0.8,65.8
"500_1:1",500,"1:1",250,250,144,"Angel",0.0324393358876117,0.802,0.804,0.8,64.5
"500_1:1",500,"1:1",250,250,144,"TDM",0.0160280970625798,0.744,0.676,0.812,80.5
"500_1:1",500,"1:1",250,250,144,"MMR",0.0968071519795658,0.8,0.688,0.912,61.2
"500_1:1",500,"1:1",250,250,144,"ComBat",0.0632183908045977,0.94,0.924,0.956,69.2
"500_1:1",500,"1:1",250,250,144,"ComBat_seq",0.0549169859514687,0.922,0.884,0.96,105.7
"500_1:1",500,"1:1",250,250,144,"RNABC",0.0859514687100894,0.93,0.928,0.932,58
"500_1:1",500,"1:1",250,250,144,"limma",0.0788633461047254,0.93,0.904,0.956,60.8
"500_1:1",500,"1:1",250,250,144,"MNN",0.0551085568326948,0.846,0.896,0.796,60.2
"1000_1:1",1000,"1:1",500,500,144,"QN",0.037401055408971,0.779,0.784,0.774,54.8
"1000_1:1",1000,"1:1",500,500,144,"Angel",0.037335092348285,0.779,0.784,0.774,53.6
"1000_1:1",1000,"1:1",500,500,144,"TDM",0.0155672823218997,0.746,0.694,0.798,69.5
"1000_1:1",1000,"1:1",500,500,144,"MMR",0.0955804749340369,0.797,0.708,0.886,51
"1000_1:1",1000,"1:1",500,500,144,"ComBat",0.0634564643799472,0.925,0.92,0.93,58
"1000_1:1",1000,"1:1",500,500,144,"ComBat_seq",0.054023746701847,0.903,0.88,0.926,101.1
"1000_1:1",1000,"1:1",500,500,144,"RNABC",0.0945250659630607,0.918,0.928,0.908,57.4
"1000_1:1",1000,"1:1",500,500,144,"limma",0.0785620052770448,0.919,0.914,0.924,51.6
"1000_1:1",1000,"1:1",500,500,144,"MNN",0.0928759894459103,0.776,0.87,0.682,60.5
"2000_1:1",2000,"1:1",1000,1000,144,"QN",0.0523305084745763,0.7585,0.766,0.751,54.5
"2000_1:1",2000,"1:1",1000,1000,144,"Angel",0.0523305084745763,0.758,0.765,0.751,53.9
"2000_1:1",2000,"1:1",1000,1000,144,"TDM",0.015183615819209,0.7115,0.671,0.752,69.5
"2000_1:1",2000,"1:1",1000,1000,144,"MMR",0.0949858757062147,0.7375,0.698,0.777,51.3
"2000_1:1",2000,"1:1",1000,1000,144,"ComBat",0.0709039548022599,0.8915,0.922,0.861,55.6
"2000_1:1",2000,"1:1",1000,1000,144,"ComBat_seq",0.053954802259887,0.813,0.879,0.747,100.5
"2000_1:1",2000,"1:1",1000,1000,144,"RNABC",0.101059322033898,0.928,0.932,0.924,56
"2000_1:1",2000,"1:1",1000,1000,144,"limma",0.0869350282485876,0.937,0.918,0.956,58.4
"2000_1:1",2000,"1:1",1000,1000,144,"MNN",0.132697740112994,0.7265,0.825,0.628,61.7
"4000_1:1",4000,"1:1",2000,2000,144,"QN",0.0309210526315789,0.77025,0.7555,0.785,57.3
"4000_1:1",4000,"1:1",2000,2000,144,"Angel",0.0310032894736842,0.7705,0.7555,0.7855,59
"4000_1:1",4000,"1:1",2000,2000,144,"TDM",0.0145559210526316,0.7075,0.681,0.734,76.1
"4000_1:1",4000,"1:1",2000,2000,144,"MMR",0.0965460526315789,0.708,0.7065,0.7095,57.8
"4000_1:1",4000,"1:1",2000,2000,144,"ComBat",0.0879934210526316,0.861,0.9115,0.8105,57.2
"4000_1:1",4000,"1:1",2000,2000,144,"ComBat_seq",0.0566611842105263,0.7715,0.8605,0.6825,106.7
"4000_1:1",4000,"1:1",2000,2000,144,"RNABC",0.0770559210526316,0.92625,0.922,0.9305,57.4
"4000_1:1",4000,"1:1",2000,2000,144,"limma",0.109868421052632,0.92,0.905,0.935,58.1
"4000_1:1",4000,"1:1",2000,2000,144,"MNN",0.211759868421053,0.6365,0.699,0.574,61.5
"500_2:1",500,"2:1",333,167,144,"QN",0.0280332056194125,0.784,0.786786786786787,0.778443113772455,56.2
"500_2:1",500,"2:1",333,167,144,"Angel",0.0279693486590038,0.784,0.786786786786787,0.778443113772455,57.7
"500_2:1",500,"2:1",333,167,144,"TDM",0.0159642401021711,0.728,0.693693693693694,0.796407185628742,72.4
"500_2:1",500,"2:1",333,167,144,"MMR",0.0967432950191571,0.778,0.711711711711712,0.910179640718563,54.3
"500_2:1",500,"2:1",333,167,144,"ComBat",0.0670498084291188,0.934,0.921921921921922,0.958083832335329,57.5
"500_2:1",500,"2:1",333,167,144,"ComBat_seq",0.0552362707535121,0.906,0.87987987987988,0.958083832335329,100.6
"500_2:1",500,"2:1",333,167,144,"RNABC",0.0792464878671775,0.93,0.930930930930931,0.92814371257485,58.6
"500_2:1",500,"2:1",333,167,144,"limma",0.0803320561941252,0.924,0.90990990990991,0.952095808383233,56.8
"500_2:1",500,"2:1",333,167,144,"MNN",0.0494891443167305,0.862,0.888888888888889,0.808383233532934,61.1
"1000_2:1",1000,"2:1",667,333,144,"QN",0.0294854881266491,0.77,0.766116941529235,0.777777777777778,57.5
"1000_2:1",1000,"2:1",667,333,144,"Angel",0.0294854881266491,0.77,0.766116941529235,0.777777777777778,59.1
"1000_2:1",1000,"2:1",667,333,144,"TDM",0.0156992084432718,0.718,0.680659670164918,0.792792792792793,77.6
"1000_2:1",1000,"2:1",667,333,144,"MMR",0.095712401055409,0.749,0.683658170914543,0.87987987987988,53.4
"1000_2:1",1000,"2:1",667,333,144,"ComBat",0.0718997361477573,0.913,0.908545727136432,0.921921921921922,53.8
