"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,124,"QN",0.00485312899106003,0.782,0.788,0.776,49.6
"500_1:1",500,"1:1",250,250,124,"Angel",0.00478927203065134,0.782,0.788,0.776,50.6
"500_1:1",500,"1:1",250,250,124,"TDM",0.00255427841634738,0.764,0.752,0.776,62.4
"500_1:1",500,"1:1",250,250,124,"MMR",0.011749680715198,0.81,0.804,0.816,46.4
"500_1:1",500,"1:1",250,250,124,"ComBat",0.0170498084291188,0.926,0.9,0.952,53.1
"500_1:1",500,"1:1",250,250,124,"ComBat_seq",0.0086845466155811,0.912,0.876,0.948,85.1
"500_1:1",500,"1:1",250,250,124,"RNABC",0.0170498084291188,0.93,0.904,0.956,50.3
"500_1:1",500,"1:1",250,250,124,"limma",0.0204980842911877,0.922,0.888,0.956,47.6
"500_1:1",500,"1:1",250,250,124,"MNN",0.0349297573435504,0.888,0.868,0.908,52.2
"1000_1:1",1000,"1:1",500,500,124,"QN",0.00587071240105541,0.779,0.79,0.768,49.1
"1000_1:1",1000,"1:1",500,500,124,"Angel",0.00580474934036939,0.781,0.79,0.772,51
"1000_1:1",1000,"1:1",500,500,124,"TDM",0.00257255936675462,0.753,0.754,0.752,63.9
"1000_1:1",1000,"1:1",500,500,124,"MMR",0.0114775725593668,0.816,0.824,0.808,49.8
"1000_1:1",1000,"1:1",500,500,124,"ComBat",0.016754617414248,0.948,0.926,0.97,51.2
"1000_1:1",1000,"1:1",500,500,124,"ComBat_seq",0.00844327176781003,0.935,0.906,0.964,84.7
"1000_1:1",1000,"1:1",500,500,124,"RNABC",0.0199208443271768,0.947,0.928,0.966,55
"1000_1:1",1000,"1:1",500,500,124,"limma",0.0201846965699208,0.939,0.922,0.956,50.5
"1000_1:1",1000,"1:1",500,500,124,"MNN",0.0889182058047493,0.876,0.88,0.872,54.5
"2000_1:1",2000,"1:1",1000,1000,124,"QN",0.00932203389830509,0.759,0.77,0.748,49.4
"2000_1:1",2000,"1:1",1000,1000,124,"Angel",0.00889830508474576,0.7605,0.77,0.751,49.8
"2000_1:1",2000,"1:1",1000,1000,124,"TDM",0.00247175141242938,0.7085,0.748,0.669,60.5
"2000_1:1",2000,"1:1",1000,1000,124,"MMR",0.0123587570621469,0.7455,0.809,0.682,46.7
"2000_1:1",2000,"1:1",1000,1000,124,"ComBat",0.0165960451977401,0.8825,0.915,0.85,49.8
"2000_1:1",2000,"1:1",1000,1000,124,"ComBat_seq",0.00840395480225989,0.816,0.9,0.732,81.9
"2000_1:1",2000,"1:1",1000,1000,124,"RNABC",0.0223870056497175,0.932,0.926,0.938,47.4
"2000_1:1",2000,"1:1",1000,1000,124,"limma",0.0206214689265537,0.9345,0.917,0.952,46.2
"2000_1:1",2000,"1:1",1000,1000,124,"MNN",0.152895480225989,0.835,0.858,0.812,50
"4000_1:1",4000,"1:1",2000,2000,124,"QN",0.00723684210526316,0.799,0.767,0.831,45.8
"4000_1:1",4000,"1:1",2000,2000,124,"Angel",0.00723684210526316,0.799,0.767,0.831,48.6
"4000_1:1",4000,"1:1",2000,2000,124,"TDM",0.00238486842105263,0.71325,0.75,0.6765,59.9
"4000_1:1",4000,"1:1",2000,2000,124,"MMR",0.0124177631578947,0.75075,0.822,0.6795,46.7
"4000_1:1",4000,"1:1",2000,2000,124,"ComBat",0.0274671052631579,0.86725,0.9275,0.807,47.4
"4000_1:1",4000,"1:1",2000,2000,124,"ComBat_seq",0.00822368421052632,0.8045,0.9165,0.6925,80.1
"4000_1:1",4000,"1:1",2000,2000,124,"RNABC",0.0278782894736842,0.9475,0.939,0.956,48.4
"4000_1:1",4000,"1:1",2000,2000,124,"limma",0.0344572368421053,0.93775,0.927,0.9485,45.4
"4000_1:1",4000,"1:1",2000,2000,124,"MNN",0.220641447368421,0.67575,0.674,0.6775,50.6
"500_2:1",500,"2:1",333,167,124,"QN",0.00472541507024266,0.79,0.792792792792793,0.784431137724551,46.3
"500_2:1",500,"2:1",333,167,124,"Angel",0.00478927203065134,0.79,0.792792792792793,0.784431137724551,47.2
"500_2:1",500,"2:1",333,167,124,"TDM",0.00255427841634738,0.752,0.75975975975976,0.736526946107784,58.5
"500_2:1",500,"2:1",333,167,124,"MMR",0.0118135376756066,0.81,0.813813813813814,0.802395209580838,45.9
"500_2:1",500,"2:1",333,167,124,"ComBat",0.0162196679438059,0.928,0.90990990990991,0.964071856287425,45.2
"500_2:1",500,"2:1",333,167,124,"ComBat_seq",0.00874840357598978,0.92,0.903903903903904,0.952095808383233,75.8
"500_2:1",500,"2:1",333,167,124,"RNABC",0.0152618135376756,0.93,0.915915915915916,0.958083832335329,46
"500_2:1",500,"2:1",333,167,124,"limma",0.0197956577266922,0.928,0.915915915915916,0.952095808383233,43.5
