"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,184,"QN",0.00657726692209451,0.778,0.788,0.768,53.2
"500_1:1",500,"1:1",250,250,184,"Angel",0.00651340996168582,0.78,0.788,0.772,53.9
"500_1:1",500,"1:1",250,250,184,"TDM",0.00261813537675607,0.732,0.676,0.788,65.6
"500_1:1",500,"1:1",250,250,184,"MMR",0.0101532567049808,0.806,0.76,0.852,48.9
"500_1:1",500,"1:1",250,250,184,"ComBat",0.0189655172413793,0.944,0.944,0.944,55.6
"500_1:1",500,"1:1",250,250,184,"ComBat_seq",0.010727969348659,0.932,0.924,0.94,93.4
"500_1:1",500,"1:1",250,250,184,"RNABC",0.0208812260536398,0.946,0.944,0.948,51.4
"500_1:1",500,"1:1",250,250,184,"limma",0.0247126436781609,0.938,0.94,0.936,51
"500_1:1",500,"1:1",250,250,184,"MNN",0.124137931034483,0.89,0.932,0.848,54.4
"1000_1:1",1000,"1:1",500,500,184,"QN",0.00824538258575198,0.792,0.812,0.772,51.7
"1000_1:1",1000,"1:1",500,500,184,"Angel",0.00824538258575198,0.792,0.812,0.772,51.3
"1000_1:1",1000,"1:1",500,500,184,"TDM",0.00263852242744063,0.754,0.72,0.788,64.6
"1000_1:1",1000,"1:1",500,500,184,"MMR",0.0100263852242744,0.835,0.808,0.862,49
"1000_1:1",1000,"1:1",500,500,184,"ComBat",0.0199208443271768,0.954,0.97,0.938,52.9
"1000_1:1",1000,"1:1",500,500,184,"ComBat_seq",0.0104881266490765,0.939,0.942,0.936,92.4
"1000_1:1",1000,"1:1",500,500,184,"RNABC",0.0246701846965699,0.954,0.97,0.938,52
"1000_1:1",1000,"1:1",500,500,184,"limma",0.0255936675461741,0.95,0.964,0.936,52.8
"1000_1:1",1000,"1:1",500,500,184,"MNN",0.145250659630607,0.829,0.87,0.788,54.1
"2000_1:1",2000,"1:1",1000,1000,184,"QN",0.0161016949152542,0.7545,0.785,0.724,52.1
"2000_1:1",2000,"1:1",1000,1000,184,"Angel",0.0161016949152542,0.7545,0.785,0.724,53.3
"2000_1:1",2000,"1:1",1000,1000,184,"TDM",0.0028954802259887,0.712,0.705,0.719,63.8
"2000_1:1",2000,"1:1",1000,1000,184,"MMR",0.0096045197740113,0.755,0.784,0.726,47.6
"2000_1:1",2000,"1:1",1000,1000,184,"ComBat",0.0240112994350282,0.9055,0.963,0.848,51.7
"2000_1:1",2000,"1:1",1000,1000,184,"ComBat_seq",0.0104519774011299,0.839,0.934,0.744,87.2
"2000_1:1",2000,"1:1",1000,1000,184,"RNABC",0.0309322033898305,0.956,0.967,0.945,50.9
"2000_1:1",2000,"1:1",1000,1000,184,"limma",0.0324858757062147,0.9545,0.961,0.948,48.8
"2000_1:1",2000,"1:1",1000,1000,184,"MNN",0.158757062146893,0.88,0.921,0.839,51.8
"4000_1:1",4000,"1:1",2000,2000,184,"QN",0.00805921052631579,0.79525,0.7795,0.811,50.2
"4000_1:1",4000,"1:1",2000,2000,184,"Angel",0.00805921052631579,0.79525,0.7795,0.811,51.3
"4000_1:1",4000,"1:1",2000,2000,184,"TDM",0.00263157894736842,0.723,0.7205,0.7255,64.7
"4000_1:1",4000,"1:1",2000,2000,184,"MMR",0.00978618421052631,0.7435,0.7975,0.6895,47.1
"4000_1:1",4000,"1:1",2000,2000,184,"ComBat",0.0443256578947368,0.884,0.958,0.81,51.5
"4000_1:1",4000,"1:1",2000,2000,184,"ComBat_seq",0.0117598684210526,0.81,0.9275,0.6925,90.6
"4000_1:1",4000,"1:1",2000,2000,184,"RNABC",0.0465460526315789,0.9555,0.9635,0.9475,53.1
"4000_1:1",4000,"1:1",2000,2000,184,"limma",0.0546875,0.95075,0.955,0.9465,51.4
"4000_1:1",4000,"1:1",2000,2000,184,"MNN",0.268092105263158,0.73225,0.7475,0.717,54.4
"500_2:1",500,"2:1",333,167,184,"QN",0.00568326947637292,0.784,0.798798798798799,0.754491017964072,50.9
"500_2:1",500,"2:1",333,167,184,"Angel",0.00568326947637292,0.786,0.798798798798799,0.760479041916168,52.4
"500_2:1",500,"2:1",333,167,184,"TDM",0.00261813537675607,0.726,0.711711711711712,0.754491017964072,63.8
"500_2:1",500,"2:1",333,167,184,"MMR",0.0100893997445722,0.804,0.78978978978979,0.832335329341317,50.5
"500_2:1",500,"2:1",333,167,184,"ComBat",0.0211366538952746,0.95,0.954954954954955,0.940119760479042,52
"500_2:1",500,"2:1",333,167,184,"ComBat_seq",0.0104086845466156,0.94,0.936936936936937,0.946107784431138,91.6
"500_2:1",500,"2:1",333,167,184,"RNABC",0.0220306513409962,0.956,0.960960960960961,0.946107784431138,53.5
"500_2:1",500,"2:1",333,167,184,"limma",0.0257343550446999,0.942,0.942942942942943,0.940119760479042,51.3
"500_2:1",500,"2:1",333,167,184,"MNN",0.0974457215836526,0.9,0.912912912912913,0.874251497005988,54.6
"1000_2:1",1000,"2:1",667,333,184,"QN",0.00659630606860158,0.79,0.79160419790105,0.786786786786787,51.4
"1000_2:1",1000,"2:1",667,333,184,"Angel",0.00659630606860158,0.79,0.79160419790105,0.786786786786787,53
"1000_2:1",1000,"2:1",667,333,184,"TDM",0.00270448548812665,0.735,0.704647676161919,0.795795795795796,66.6
"1000_2:1",1000,"2:1",667,333,184,"MMR",0.00989445910290238,0.813,0.788605697151424,0.861861861861862,52.2
"1000_2:1",1000,"2:1",667,333,184,"ComBat",0.0267150395778364,0.955,0.958020989505247,0.948948948948949,53.4
"1000_2:1",1000,"2:1",667,333,184,"ComBat_seq",0.0110817941952507,0.937,0.932533733133433,0.945945945945946,94.2
"1000_2:1",1000,"2:1",667,333,184,"RNABC",0.0257915567282322,0.958,0.962518740629685,0.948948948948949,52.5
"1000_2:1",1000,"2:1",667,333,184,"limma",0.0319920844327177,0.95,0.95352323838081,0.942942942942943,53.3
"1000_2:1",1000,"2:1",667,333,184,"MNN",0.0891820580474934,0.877,0.901049475262369,0.828828828828829,52.6
"2000_2:1",2000,"2:1",1333,667,184,"QN",0.011228813559322,0.785,0.77119279819955,0.812593703148426,49.8
"2000_2:1",2000,"2:1",1333,667,184,"Angel",0.011228813559322,0.785,0.771942985746437,0.811094452773613,49.6
"2000_2:1",2000,"2:1",1333,667,184,"TDM",0.00261299435028249,0.7205,0.718679669917479,0.724137931034483,63.4
"2000_2:1",2000,"2:1",1333,667,184,"MMR",0.00953389830508475,0.77,0.788447111777944,0.733133433283358,47
"2000_2:1",2000,"2:1",1333,667,184,"ComBat",0.048093220338983,0.9245,0.952738184546137,0.868065967016492,49.5
"2000_2:1",2000,"2:1",1333,667,184,"ComBat_seq",0.0114406779661017,0.871,0.931732933233308,0.749625187406297,88.4
"2000_2:1",2000,"2:1",1333,667,184,"RNABC",0.0483757062146893,0.959,0.960240060015004,0.956521739130435,51.1
"2000_2:1",2000,"2:1",1333,667,184,"limma",0.0520480225988701,0.954,0.94973743435859,0.962518740629685,50.1
"2000_2:1",2000,"2:1",1333,667,184,"MNN",0.215677966101695,0.8195,0.832708177044261,0.793103448275862,53.8
"4000_2:1",4000,"2:1",2667,1333,184,"QN",0.239226973684211,0.79375,0.765654293213348,0.849962490622656,49.5
"4000_2:1",4000,"2:1",2667,1333,184,"Angel",0.239309210526316,0.794,0.765654293213348,0.850712678169542,51.2
"4000_2:1",4000,"2:1",2667,1333,184,"TDM",0.00296052631578947,0.736,0.748781402324709,0.710427606901725,64.3
"4000_2:1",4000,"2:1",2667,1333,184,"MMR",0.00970394736842105,0.7755,0.815898012748406,0.694673668417104,48.3
"4000_2:1",4000,"2:1",2667,1333,184,"ComBat",0.163322368421053,0.91325,0.949381327334083,0.840960240060015,51.2
"4000_2:1",4000,"2:1",2667,1333,184,"ComBat_seq",0.0135690789473684,0.859,0.938882639670041,0.699174793698425,90.6
"4000_2:1",4000,"2:1",2667,1333,184,"RNABC",0.370559210526316,0.95525,0.962504686914136,0.940735183795949,52
"4000_2:1",4000,"2:1",2667,1333,184,"limma",0.170970394736842,0.94725,0.94488188976378,0.95198799699925,49.3
"4000_2:1",4000,"2:1",2667,1333,184,"MNN",0.275082236842105,0.79675,0.794525684289464,0.801200300075019,53.7
"500_4:1",500,"4:1",400,100,184,"QN",0.0053639846743295,0.788,0.7975,0.75,50.5
"500_4:1",500,"4:1",400,100,184,"Angel",0.00530012771392082,0.79,0.7975,0.76,51.7
"500_4:1",500,"4:1",400,100,184,"TDM",0.00261813537675607,0.722,0.725,0.71,62.3
"500_4:1",500,"4:1",400,100,184,"MMR",0.0102171136653895,0.808,0.805,0.82,48.8
"500_4:1",500,"4:1",400,100,184,"ComBat",0.0239463601532567,0.954,0.9625,0.92,49.9
"500_4:1",500,"4:1",400,100,184,"ComBat_seq",0.010727969348659,0.928,0.93,0.92,90.2
"500_4:1",500,"4:1",400,100,184,"RNABC",0.022669220945083,0.958,0.9675,0.92,50.4
