"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,116,"QN",0.00996168582375479,0.8,0.808,0.792,42.1
"500_1:1",500,"1:1",250,250,116,"Angel",0.00996168582375479,0.8,0.808,0.792,43.5
"500_1:1",500,"1:1",250,250,116,"TDM",0.00874840357598978,0.754,0.84,0.668,56.9
"500_1:1",500,"1:1",250,250,116,"MMR",0.0496807151979566,0.822,0.904,0.74,40.8
"500_1:1",500,"1:1",250,250,116,"ComBat",0.0362707535121328,0.93,0.912,0.948,48.1
"500_1:1",500,"1:1",250,250,116,"ComBat_seq",0.039272030651341,0.924,0.932,0.916,78.9
"500_1:1",500,"1:1",250,250,116,"RNABC",0.0449553001277139,0.936,0.912,0.96,43.3
"500_1:1",500,"1:1",250,250,116,"limma",0.0423371647509579,0.928,0.92,0.936,39.9
"500_1:1",500,"1:1",250,250,116,"MNN",0.077330779054917,0.884,0.92,0.848,44.8
"1000_1:1",1000,"1:1",500,500,116,"QN",0.00890501319261214,0.794,0.802,0.786,40
"1000_1:1",1000,"1:1",500,500,116,"Angel",0.00890501319261214,0.795,0.804,0.786,41.8
"1000_1:1",1000,"1:1",500,500,116,"TDM",0.00897097625329815,0.749,0.836,0.662,54.2
"1000_1:1",1000,"1:1",500,500,116,"MMR",0.0491424802110818,0.812,0.91,0.714,40.3
"1000_1:1",1000,"1:1",500,500,116,"ComBat",0.0348284960422164,0.941,0.926,0.956,41.1
"1000_1:1",1000,"1:1",500,500,116,"ComBat_seq",0.0378627968337731,0.914,0.94,0.888,77.8
"1000_1:1",1000,"1:1",500,500,116,"RNABC",0.0406992084432718,0.936,0.916,0.956,40.5
"1000_1:1",1000,"1:1",500,500,116,"limma",0.0420844327176781,0.942,0.932,0.952,40.7
"1000_1:1",1000,"1:1",500,500,116,"MNN",0.0995382585751979,0.908,0.924,0.892,51.8
"2000_1:1",2000,"1:1",1000,1000,116,"QN",0.00896892655367232,0.772,0.767,0.777,49.4
"2000_1:1",2000,"1:1",1000,1000,116,"Angel",0.00896892655367232,0.7715,0.767,0.776,51.9
"2000_1:1",2000,"1:1",1000,1000,116,"TDM",0.0086864406779661,0.6855,0.823,0.548,64.4
