"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,105,"QN",0.0155172413793103,0.782,0.78,0.784,47.3
"500_1:1",500,"1:1",250,250,105,"Angel",0.0155172413793103,0.78,0.78,0.78,48.7
"500_1:1",500,"1:1",250,250,105,"TDM",0.0134099616858238,0.73,0.664,0.796,61.7
"500_1:1",500,"1:1",250,250,105,"MMR",0.0591315453384419,0.772,0.704,0.84,44.1
"500_1:1",500,"1:1",250,250,105,"ComBat",0.0609195402298851,0.92,0.912,0.928,50.1
"500_1:1",500,"1:1",250,250,105,"ComBat_seq",0.043933588761175,0.904,0.892,0.916,81.7
"500_1:1",500,"1:1",250,250,105,"RNABC",0.0663473818646232,0.924,0.912,0.936,44.9
"500_1:1",500,"1:1",250,250,105,"limma",0.0643039591315453,0.916,0.896,0.936,45.4
"500_1:1",500,"1:1",250,250,105,"MNN",0.0282247765006386,0.906,0.892,0.92,48.1
"1000_1:1",1000,"1:1",500,500,105,"QN",0.0174802110817942,0.77,0.782,0.758,45.4
"1000_1:1",1000,"1:1",500,500,105,"Angel",0.0174802110817942,0.77,0.782,0.758,45
"1000_1:1",1000,"1:1",500,500,105,"TDM",0.0133905013192612,0.721,0.668,0.774,58.9
"1000_1:1",1000,"1:1",500,500,105,"MMR",0.058311345646438,0.769,0.732,0.806,42.5
"1000_1:1",1000,"1:1",500,500,105,"ComBat",0.0620052770448549,0.901,0.92,0.882,46.8
"1000_1:1",1000,"1:1",500,500,105,"ComBat_seq",0.0436015831134565,0.89,0.9,0.88,82.6
"1000_1:1",1000,"1:1",500,500,105,"RNABC",0.0764511873350923,0.897,0.92,0.874,44.4
"1000_1:1",1000,"1:1",500,500,105,"limma",0.0649736147757256,0.898,0.906,0.89,44.5
"1000_1:1",1000,"1:1",500,500,105,"MNN",0.0294195250659631,0.897,0.914,0.88,47.4
"2000_1:1",2000,"1:1",1000,1000,105,"QN",0.0259180790960452,0.759,0.777,0.741,42.8
"2000_1:1",2000,"1:1",1000,1000,105,"Angel",0.0258474576271186,0.759,0.777,0.741,45.3
"2000_1:1",2000,"1:1",1000,1000,105,"TDM",0.0137005649717514,0.686,0.676,0.696,57.3
"2000_1:1",2000,"1:1",1000,1000,105,"MMR",0.0586158192090395,0.72,0.731,0.709,42.7
"2000_1:1",2000,"1:1",1000,1000,105,"ComBat",0.0747175141242938,0.87,0.929,0.811,44.1
