"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,159,"XPN",0.0544061302681992,0.93,0.948,0.912,275.4
"1000_1:1",1000,"1:1",500,500,159,"XPN",0.0567282321899736,0.936,0.952,0.92,292.8
"2000_1:1",2000,"1:1",1000,1000,159,"XPN",0.0623587570621469,0.932,0.958,0.906,267.3
"4000_1:1",4000,"1:1",2000,2000,159,"XPN",0.107565789473684,0.936,0.9555,0.9165,255.7
"500_2:1",500,"2:1",333,167,159,"XPN",0.054661558109834,0.94,0.948948948948949,0.922155688622755,275.5
"1000_2:1",1000,"2:1",667,333,159,"XPN",0.0562005277044855,0.939,0.947526236881559,0.921921921921922,298.4
"2000_2:1",2000,"2:1",1333,667,159,"XPN",0.0716101694915254,0.936,0.955738934733683,0.896551724137931,283.1
"4000_2:1",4000,"2:1",2667,1333,159,"XPN",0.180509868421053,0.94075,0.957255343082115,0.907726931732933,258.5
"500_4:1",500,"4:1",400,100,159,"XPN",0.0552362707535121,0.942,0.9525,0.9,281.6
"1000_4:1",1000,"4:1",800,200,159,"XPN",0.0561345646437995,0.942,0.94625,0.925,291.7
"2000_4:1",2000,"4:1",1600,400,159,"XPN",0.0680790960451977,0.939,0.95,0.895,266.9
"4000_4:1",4000,"4:1",3200,800,159,"XPN",0.171957236842105,0.94175,0.9515625,0.9025,262.8
